medcode	readcode	Description	CodingSystem
33343	C10y.00	Diabetes mellitus with other specified manifestation	readcode
33807	C107200	"Diabetes mellitus, adult with gangrene"	readcode
33969	C10A100	Malnutrition-related diabetes mellitus with ketoacidosis	readcode
34268	C10F200	Type 2 diabetes mellitus with neurological complications	readcode
34283	C105z00	Diabetes mellitus NOS with ophthalmic manifestation	readcode
34912	C109400	Non-insulin dependent diabetes mellitus with ulcer	readcode
35105	C104100	"Diabetes mellitus, adult onset, with renal manifestation"	readcode
35107	C104z00	Diabetes mellitus with nephropathy NOS	readcode
35288	C10E800	Type 1 diabetes mellitus - poor control	readcode
35385	C10FH00	Type 2 diabetes mellitus with neuropathic arthropathy	readcode
35399	C107.00	Diabetes mellitus with peripheral circulatory disorder	readcode
36695	C10D.00	Diabetes mellitus autosomal dominant type 2	readcode
37315	F3y0.00	Diabetic mononeuropathy	readcode
37648	C109J11	Insulin treated non-insulin dependent diabetes mellitus	readcode
37806	C10FF00	Type 2 diabetes mellitus with peripheral angiopathy	readcode
38161	C108711	Type I diabetes mellitus with retinopathy	readcode
38617	C101y00	Other specified diabetes mellitus with ketoacidosis	readcode
38986	C100.00	Diabetes mellitus with no mention of complication	readcode
39070	C10EE00	Type 1 diabetes mellitus with hypoglycaemic coma	readcode
39317	C106100	"Diabetes mellitus, adult onset, + neurological manifestation"	readcode
39420	F381300	Myasthenic syndrome due to diabetic amyotrophy	readcode
40023	C102000	"Diabetes mellitus, juvenile type, with hyperosmolar coma"	readcode
40401	C109500	Non-insulin dependent diabetes mellitus with gangrene	readcode
40682	C10E900	Type 1 diabetes mellitus maturity onset	readcode
40837	C10EN00	Type 1 diabetes mellitus with ketoacidotic coma	readcode
40962	C109H00	Non-insulin dependent d m with neuropathic arthropathy	readcode
41049	C108712	Type 1 diabetes mellitus with retinopathy	readcode
41389	C105100	"Diabetes mellitus, adult onset, + ophthalmic manifestation"	readcode
41686	Cyu2000	[X]Other specified diabetes mellitus	readcode
41716	C108C00	Insulin dependent diabetes mellitus with polyneuropathy	readcode
42505	C101z00	Diabetes mellitus NOS with ketoacidosis	readcode
42567	C103000	"Diabetes mellitus, juvenile type, with ketoacidotic coma"	readcode
42729	C108E11	Type I diabetes mellitus with hypoglycaemic coma	readcode
42762	C109612	Type 2 diabetes mellitus with retinopathy	readcode
42831	C10E200	Type 1 diabetes mellitus with neurological complications	readcode
43139	C102100	"Diabetes mellitus, adult onset, with hyperosmolar coma"	readcode
43227	C10F311	Type II diabetes mellitus with multiple complications	readcode
43453	C10C.00	Diabetes mellitus autosomal dominant	readcode
43785	C109D00	Non-insulin dependent diabetes mellitus with hypoglyca coma	readcode
43857	C10M.00	Lipoatrophic diabetes mellitus	readcode
43921	C10E400	Unstable type 1 diabetes mellitus	readcode
43951	66AK.00	Diabetic - cooperative patient	readcode
44260	C108F00	Insulin dependent diabetes mellitus with diabetic cataract	readcode
44440	C108E00	Insulin dependent diabetes mellitus with hypoglycaemic coma	readcode
44443	C108500	Insulin dependent diabetes mellitus with ulcer	readcode
44779	C109E12	Type 2 diabetes mellitus with diabetic cataract	readcode
44982	C10FE00	Type 2 diabetes mellitus with diabetic cataract	readcode
45276	C10E312	Insulin dependent diabetes mellitus with multiple complicat	readcode
45467	C109B00	Non-insulin dependent diabetes mellitus with polyneuropathy	readcode
45491	C10z.00	Diabetes mellitus with unspecified complication	readcode
45499	K01x111	Kimmelstiel - Wilson disease	readcode
45913	C109712	Type 2 diabetes mellitus - poor control	readcode
45914	C108812	Type 1 diabetes mellitus - poor control	readcode
45919	C109212	Type 2 diabetes mellitus with neurological complications	readcode
46150	C109512	Type 2 diabetes mellitus with gangrene	readcode
46290	C108y00	Other specified diabetes mellitus with multiple comps	readcode
46301	C10EC00	Type 1 diabetes mellitus with polyneuropathy	readcode
46624	C10C.11	Maturity onset diabetes in youth	readcode
46850	C108811	Type I diabetes mellitus - poor control	readcode
46917	C10FD00	Type 2 diabetes mellitus with hypoglycaemic coma	readcode
46963	C108000	Insulin-dependent diabetes mellitus with renal complications	readcode
47315	C10F711	Type II diabetes mellitus - poor control	readcode
47321	C10F100	Type 2 diabetes mellitus with ophthalmic complications	readcode
47377	C105y00	Other specified diabetes mellitus with ophthalmic complicatn	readcode
47409	C109B11	Type II diabetes mellitus with polyneuropathy	readcode
47582	C10E000	Type 1 diabetes mellitus with renal complications	readcode
47649	C10E100	Type 1 diabetes mellitus with ophthalmic complications	readcode
47650	C10E300	Type 1 diabetes mellitus with multiple complications	readcode
47816	C109H11	Type II diabetes mellitus with neuropathic arthropathy	readcode
47954	C10F900	Type 2 diabetes mellitus without complication	readcode
48192	C109E11	Type II diabetes mellitus with diabetic cataract	readcode
49074	C10F400	Type 2 diabetes mellitus with ulcer	readcode
49146	C108211	Type I diabetes mellitus with neurological complications	readcode
49276	C108100	Insulin-dependent diabetes mellitus with ophthalmic comps	readcode
49554	C10EF00	Type 1 diabetes mellitus with diabetic cataract	readcode
49655	C10F611	Type II diabetes mellitus with retinopathy	readcode
49869	C109G12	Type 2 diabetes mellitus with arthropathy	readcode
49949	C10E411	Unstable type I diabetes mellitus	readcode
50225	C109011	Type II diabetes mellitus with renal complications	readcode
50429	C109100	Non-insulin-dependent diabetes mellitus with ophthalm comps	readcode
50527	C10FB11	Type II diabetes mellitus with polyneuropathy	readcode
50609	L180600	"Pre-existing diabetes mellitus, non-insulin-dependent"	readcode
50813	C109A11	Type II diabetes mellitus with mononeuropathy	readcode
50960	L180500	"Pre-existing diabetes mellitus, insulin-dependent"	readcode
50972	C100z00	Diabetes mellitus NOS with no mention of complication	readcode
51261	C10E.12	Insulin dependent diabetes mellitus	readcode
51697	C10G.00	Secondary pancreatic diabetes mellitus	readcode
51756	C10FP00	Type 2 diabetes mellitus with ketoacidotic coma	readcode
51957	C108511	Type I diabetes mellitus with ulcer	readcode
52104	C108300	Insulin dependent diabetes mellitus with multiple complicatn	readcode
52212	Cyu2.00	[X]Diabetes mellitus	readcode
52236	C10A.00	Malnutrition-related diabetes mellitus	readcode
52283	C108200	Insulin-dependent diabetes mellitus with neurological comps	readcode
52303	C109000	Non-insulin-dependent diabetes mellitus with renal comps	readcode
53200	C101000	"Diabetes mellitus, juvenile type, with ketoacidosis"	readcode
53392	C10F911	Type II diabetes mellitus without complication	readcode
54008	C10EJ00	Type 1 diabetes mellitus with neuropathic arthropathy	readcode
54600	C10E412	Unstable insulin dependent diabetes mellitus	readcode
54856	C101100	"Diabetes mellitus, adult onset, with ketoacidosis"	readcode
54899	C109F11	Type II diabetes mellitus with peripheral angiopathy	readcode
55075	C109411	Type II diabetes mellitus with ulcer	readcode
55239	C10EQ00	Type 1 diabetes mellitus with gastroparesis	readcode
55431	L180X00	"Pre-existing diabetes mellitus, unspecified"	readcode
55842	C109200	Non-insulin-dependent diabetes mellitus with neuro comps	readcode
56268	C109D11	Type II diabetes mellitus with hypoglycaemic coma	readcode
56448	C108A00	Insulin-dependent diabetes without complication	readcode
56803	C107400	NIDDM with peripheral circulatory disorder	readcode
57278	C10F011	Type II diabetes mellitus with renal complications	readcode
57621	C108D00	Insulin dependent diabetes mellitus with nephropathy	readcode
58604	C109611	Type II diabetes mellitus with retinopathy	readcode
59253	C10FG00	Type 2 diabetes mellitus with arthropathy	readcode
59288	C103y00	Other specified diabetes mellitus with coma	readcode
59365	C109C00	Non-insulin dependent diabetes mellitus with nephropathy	readcode
59725	C109111	Type II diabetes mellitus with ophthalmic complications	readcode
59903	C106.11	Diabetic amyotrophy	readcode
59991	C10D.11	Maturity onset diabetes in youth type 2	readcode
60107	C108411	Unstable type I diabetes mellitus	readcode
60208	C108J11	Type I diabetes mellitus with neuropathic arthropathy	readcode
60499	C108600	Insulin dependent diabetes mellitus with gangrene	readcode
60699	C109F12	Type 2 diabetes mellitus with peripheral angiopathy	readcode
60796	C10FL11	Type II diabetes mellitus with persistent proteinuria	readcode
61071	C109D12	Type 2 diabetes mellitus with hypoglycaemic coma	readcode
61344	C108011	Type I diabetes mellitus with renal complications	readcode
61523	C106y00	Other specified diabetes mellitus with neurological comps	readcode
61829	C108212	Type 1 diabetes mellitus with neurological complications	readcode
62107	C109511	Type II diabetes mellitus with gangrene	readcode
62146	C109300	Non-insulin-dependent diabetes mellitus with multiple comps	readcode
62209	C10EM11	Type I diabetes mellitus with ketoacidosis	readcode
62352	C108H11	Type I diabetes mellitus with arthropathy	readcode
62613	C10EA11	Type I diabetes mellitus without complication	readcode
62674	C10FA00	Type 2 diabetes mellitus with mononeuropathy	readcode
63017	C108911	Type I diabetes mellitus maturity onset	readcode
63357	C107100	"Diabetes mellitus, adult, + peripheral circulatory disorder"	readcode
63371	C10y100	"Diabetes mellitus, adult, + other specified manifestation"	readcode
63690	C10FR00	Type 2 diabetes mellitus with gastroparesis	readcode
63762	C10z100	"Diabetes mellitus, adult onset, + unspecified complication"	readcode
64283	C10zy00	Other specified diabetes mellitus with unspecified comps	readcode
64357	C10zz00	Diabetes mellitus NOS with unspecified complication	readcode
64449	C108z00	Unspecified diabetes mellitus with multiple complications	readcode
64571	C109C11	Type II diabetes mellitus with nephropathy	readcode
64668	C10FJ11	Insulin treated Type II diabetes mellitus	readcode
65025	C107z00	Diabetes mellitus NOS with peripheral circulatory disorder	readcode
65062	C103z00	Diabetes mellitus NOS with ketoacidotic coma	readcode
65267	C10F300	Type 2 diabetes mellitus with multiple complications	readcode
65463	F420800	High risk non proliferative diabetic retinopathy	readcode
65616	C108H00	Insulin dependent diabetes mellitus with arthropathy	readcode
65704	C109412	Type 2 diabetes mellitus with ulcer	readcode
66145	C10EN11	Type I diabetes mellitus with ketoacidotic coma	readcode
66675	C10A000	Malnutrition-related diabetes mellitus with coma	readcode
66872	C108D11	Type I diabetes mellitus with nephropathy	readcode
66965	C109H12	Type 2 diabetes mellitus with neuropathic arthropathy	readcode
67853	C106000	"Diabetes mellitus, juvenile, + neurological manifestation"	readcode
67905	C109211	Type II diabetes mellitus with neurological complications	readcode
68105	C10EB00	Type 1 diabetes mellitus with mononeuropathy	readcode
68390	C108512	Type 1 diabetes mellitus with ulcer	readcode
68792	C10z000	"Diabetes mellitus, juvenile type, + unspecified complication"	readcode
68843	C103100	"Diabetes mellitus, adult onset, with ketoacidotic coma"	readcode
69124	C107300	IDDM with peripheral circulatory disorder	readcode
69278	C109E00	Non-insulin depend diabetes mellitus with diabetic cataract	readcode
69676	C10EA00	Type 1 diabetes mellitus without complication	readcode
69748	C105000	"Diabetes mellitus, juvenile type, + ophthalmic manifestation"	readcode
69993	C10E600	Type 1 diabetes mellitus with gangrene	readcode
70316	C109112	Type 2 diabetes mellitus with ophthalmic complications	readcode
70448	C107000	"Diabetes mellitus, juvenile +peripheral circulatory disorder"	readcode
70766	C108E12	Type 1 diabetes mellitus with hypoglycaemic coma	readcode
70821	C10yz00	Diabetes mellitus NOS with other specified manifestation	readcode
72320	C109A00	Non-insulin dependent diabetes mellitus with mononeuropathy	readcode
72345	C102z00	Diabetes mellitus NOS with hyperosmolar coma	readcode
72702	C10E812	Insulin dependent diabetes mellitus - poor control	readcode
85991	C10FM11	Type II diabetes mellitus with persistent microalbuminuria	readcode
91646	C10F411	Type II diabetes mellitus with ulcer	readcode
91942	C10E311	Type I diabetes mellitus with multiple complications	readcode
91943	C10EC11	Type I diabetes mellitus with polyneuropathy	readcode
93380	C10N100	Cystic fibrosis related diabetes mellitus	readcode
93468	C10EG00	Type 1 diabetes mellitus with peripheral angiopathy	readcode
93727	C10FE11	Type II diabetes mellitus with diabetic cataract	readcode
93875	C10E712	Insulin dependent diabetes mellitus with retinopathy	readcode
93878	C10E511	Type I diabetes mellitus with ulcer	readcode
93922	C104000	"Diabetes mellitus, juvenile type, with renal manifestation"	readcode
94383	C10N000	Secondary diabetes mellitus without complication	readcode
95343	C10E711	Type I diabetes mellitus with retinopathy	readcode
95351	C10FA11	Type II diabetes mellitus with mononeuropathy	readcode
95539	C10FS00	Maternally inherited diabetes mellitus	readcode
95636	C10ER00	Latent autoimmune diabetes mellitus in adult	readcode
95992	C108A11	Type I diabetes mellitus without complication	readcode
96235	C10E911	Type I diabetes mellitus maturity onset	readcode
96506	C10G000	Secondary pancreatic diabetes mellitus without complication	readcode
97446	C108912	Type 1 diabetes mellitus maturity onset	readcode
97474	C108412	Unstable type 1 diabetes mellitus	readcode
97849	C10E912	Insulin dependent diabetes maturity onset	readcode
97894	C10EP11	Type I diabetes mellitus with exudative maculopathy	readcode
98071	C10E112	Insulin-dependent diabetes mellitus with ophthalmic comps	readcode
98392	C10C.12	Maturity onset diabetes in youth type 1	readcode
98616	C10F211	Type II diabetes mellitus with neurological complications	readcode
98704	C10E512	Insulin dependent diabetes mellitus with ulcer	readcode
98723	C10FD11	Type II diabetes mellitus with hypoglycaemic coma	readcode
99231	C108B11	Type I diabetes mellitus with mononeuropathy	readcode
99311	C10E111	Type I diabetes mellitus with ophthalmic complications	readcode
99716	C10EE12	Insulin dependent diabetes mellitus with hypoglycaemic coma	readcode
99719	C10EA12	Insulin-dependent diabetes without complication	readcode
100292	Cyu2300	[X]Unspecified diabetes mellitus with renal complications	readcode
100347	C10A500	Malnutritn-relat diabetes melitus wth periph circul complctn	readcode
100770	C10EF12	Insulin dependent diabetes mellitus with diabetic cataract	readcode
100964	C10F111	Type II diabetes mellitus with ophthalmic complications	readcode
101311	C10EC12	Insulin dependent diabetes mellitus with polyneuropathy	readcode
101728	66As.00	Diabetic on subcutaneous treatment	readcode
101735	C10E212	Insulin-dependent diabetes mellitus with neurological comps	readcode
102112	C10E611	Type I diabetes mellitus with gangrene	readcode
102163	C10ED12	Insulin dependent diabetes mellitus with nephropathy	readcode
102201	C10FC11	Type II diabetes mellitus with nephropathy	readcode
102620	C10EL11	Type I diabetes mellitus with persistent microalbuminuria	readcode
102740	C108112	Type 1 diabetes mellitus with ophthalmic complications	readcode
102946	C10E012	Insulin-dependent diabetes mellitus with renal complications	readcode
103902	C10FG11	Type II diabetes mellitus with arthropathy	readcode
104323	C10F511	Type II diabetes mellitus with gangrene	readcode
104639	C10FF11	Type II diabetes mellitus with peripheral angiopathy	readcode
105337	C10E811	Type I diabetes mellitus - poor control	readcode
105784	C109912	Type 2 diabetes mellitus without complication	readcode
106061	C10FP11	Type II diabetes mellitus with ketoacidotic coma	readcode
106528	C10FN11	Type II diabetes mellitus with ketoacidosis	readcode
108005	C109312	Type 2 diabetes mellitus with multiple complications	readcode
108007	C108311	Type I diabetes mellitus with multiple complications	readcode
108724	C10EQ11	Type I diabetes mellitus with gastroparesis	readcode
109051	C10E612	Insulin dependent diabetes mellitus with gangrene	readcode
109103	C109911	Type II diabetes mellitus without complication	readcode
109133	L180700	Pre-existing malnutrition-related diabetes mellitus	readcode
109197	C10FH11	Type II diabetes mellitus with neuropathic arthropathy	readcode
