prodcode	CodingSystem	productname	gemscriptcode
19296	prodcode	Lamictal 2mg dispersible tablets (GlaxoSmithKline UK Ltd)	78981020
19326	prodcode	PHENYTOIN 25 MG SYR	5474007
19500	prodcode	Zonisamide 50mg capsules	89150020
19526	prodcode	EPILIM CRUSHABLE	!2246103
19907	prodcode	Phenobarbital sodium 60mg tablet	59574020
20004	prodcode	Epilim Intravenous 400mg powder and solvent for solution for injection vials (Sanofi)	69798020
20640	prodcode	Keppra 100mg/ml oral solution (UCB Pharma Ltd)	88462020
20859	prodcode	Gabitril 10mg Tablet (Sanofi-Synthelabo Ltd)	83734020
20966	prodcode	Clobazam 10mg/5ml oral suspension	89903020
21441	prodcode	Tegretol 125mg suppositories (Essential Pharma Ltd)	75593020
21488	prodcode	Luminal 30mg Tablet (Sanofi-Synthelabo Ltd)	54145020
21632	prodcode	EPANUTIN INFATABS	!2237104
21854	prodcode	Pentran 100mg Tablet (Berk Pharmaceuticals Ltd)	57056020
22131	prodcode	PHENOBARBITONE & PHENYTOIN 60 MG CAP	2115007
22286	prodcode	PHENOBARBITONE 60MG & PHENYTOIN 100MG MG TAB	3613007
22399	prodcode	Potassium bromide mixture	48078020
22763	prodcode	Levetiracetam 500mg/5ml solution for infusion vials	90875020
23237	prodcode	Phenobarbital 15mg/1ml solution for injection ampoules	73060020
23349	prodcode	Prominal 60mg Tablet (Sanofi-Synthelabo Ltd)	54200020
23767	prodcode	Methylphenobarbital 60mg Tablet	64568020
23768	prodcode	Methylphenobarbital 30mg Tablet	64567020
24138	prodcode	Phenobarbital 60mg tablets (Actavis UK Ltd)	50254020
24153	prodcode	Orlept SF 200mg/5ml liquid (Wockhardt UK Ltd)	75355020
24176	prodcode	Zonegran 50mg capsules (Eisai Ltd)	89156020
24177	prodcode	Zonegran 100mg capsules (Eisai Ltd)	89158020
24264	prodcode	Gabitril 15mg tablets (Teva UK Ltd)	80585020
24627	prodcode	Primidone 25mg/5ml oral suspension	90117020
24637	prodcode	Phenytoin sodium 250mg/5ml solution for injection ampoules	65741020
24821	prodcode	Gardenal Sodium 200mg/1ml solution for injection ampoules (Concord Pharmaceuticals Ltd)	65659020
25146	prodcode	Prominal 30mg Tablet (Sanofi-Synthelabo Ltd)	54199020
25244	prodcode	Gabitril 10mg tablets (Teva UK Ltd)	48438020
25285	prodcode	Luminal 60mg Tablet (Sanofi-Synthelabo Ltd)	54146020
25543	prodcode	Phenobarbital 30mg tablets (A A H Pharmaceuticals Ltd)	55757020
25815	prodcode	Gabapentin 400mg/5ml oral suspension	90091020
26012	prodcode	Carbagen SR 400mg tablets (Mylan)	77436020
26302	prodcode	Emeside 250mg Capsule (Laboratories For Applied Biology Ltd)	49229020
26318	prodcode	Gabitril 15mg Tablet (Sanofi-Synthelabo Ltd)	83735020
26902	prodcode	Trileptal 60mg/ml oral suspension (Novartis Pharmaceuticals UK Ltd)	79828020
26920	prodcode	ETHOSUXIMIDE POW	2597007
26924	prodcode	ZARONTIN 300 MG CAP	4249007
27113	prodcode	Phenytoin sodium 100mg tablets (Teva UK Ltd)	59290020
27221	prodcode	LAMICTAL NON-VALPROATE ADD-ON START PACK TAB 25 mg	6539007
27454	prodcode	Gabapentin 300mg capsules (Teva UK Ltd)	66975020
27541	prodcode	PHENYTOIN	!5603703
27760	prodcode	Zonegran 25mg capsules (Eisai Ltd)	89154020
27881	prodcode	PHENYTOIN	!5603201
28345	prodcode	Carbamazepine 100mg tablets (Teva UK Ltd)	54680020
28713	prodcode	Neurontin 800mg tablets (Pfizer Ltd)	81489020
28945	prodcode	Phenobarbital 30mg tablets (Teva UK Ltd)	55508020
29306	prodcode	Phenobarbital 15mg tablets (Teva UK Ltd)	55509020
29619	prodcode	Lamotrigine 25mg tablets (Actavis UK Ltd)	70804020
29620	prodcode	Lamotrigine 100mg tablets (Actavis UK Ltd)	70810020
29806	prodcode	CLOBAZAM 7.5 MG CAP	2839007
30081	prodcode	Sodium valproate CR 500mg Tablet (Hillcross Pharmaceuticals Ltd)	66876020
30392	prodcode	Pentran 50mg Tablet (Berk Pharmaceuticals Ltd)	57055020
30509	prodcode	Timonil retard 400mg Modified-release tablet (C P Pharmaceuticals Ltd)	86374020
30537	prodcode	Phenobarbital sodium powder	87806020
30763	prodcode	Carbamazepine 100mg tablets (A A H Pharmaceuticals Ltd)	48995020
31634	prodcode	PHENYTOIN SODIUM/ PHENOBARBITONE SODIUM TAB	4161007
32200	prodcode	Sultiame 200mg tablets	89492020
32500	prodcode	Clonazepam 250micrograms/5ml oral solution	91692020
32783	prodcode	Luminal 15mg Tablet (Sanofi-Synthelabo Ltd)	54147020
32900	prodcode	Carbamazepine sr 200mg Tablet (IVAX Pharmaceuticals UK Ltd)	63548020
32920	prodcode	Lamotrigine 25mg tablets (Mylan)	70981020
32931	prodcode	Carbamazepine 400mg tablets (Teva UK Ltd)	54682020
32973	prodcode	Gabitril 5mg tablets (Teva UK Ltd)	55173020
33058	prodcode	Epival CR 500mg tablets (Chanelle Medical UK Ltd)	86465020
33106	prodcode	Sodium valproate 200mg/5ml Oral solution (IVAX Pharmaceuticals UK Ltd)	56309020
33252	prodcode	Primidone 62.5mg/5ml oral suspension	91878020
33323	prodcode	Phenobarbital 30mg tablets (Actavis UK Ltd)	50255020
33372	prodcode	Phenobarbital 60mg tablets (Teva UK Ltd)	55507020
33828	prodcode	Emeside 250mg/5ml syrup (Essential Pharma Ltd)	90905020
34120	prodcode	Sodium valproate 200mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)	52411020
34144	prodcode	Phenytoin sodium 100mg tablets (Actavis UK Ltd)	59986020
34150	prodcode	Valproate sodium 200mg Gastro-resistant tablet (IVAX Pharmaceuticals UK Ltd)	54482020
34151	prodcode	Valproate sodium 500mg Gastro-resistant tablet (IVAX Pharmaceuticals UK Ltd)	54483020
34178	prodcode	Sodium valproate 500mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)	52412020
34275	prodcode	Phenobarbital 15mg/5ml Oral solution (William Ransom)	50263020
34370	prodcode	Carbamazepine 200mg modified-release tablets (A A H Pharmaceuticals Ltd)	61899020
34414	prodcode	Sodium valproate 200mg Tablet (Sterwin Medicines)	59953020
34491	prodcode	Clonazepam 2mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)	61749020
34506	prodcode	Gabapentin 100mg capsules (Teva UK Ltd)	66972020
34592	prodcode	Phenytoin sodium 100mg tablets (A A H Pharmaceuticals Ltd)	50278020
34606	prodcode	Gabapentin 100mg capsules (A A H Pharmaceuticals Ltd)	67084020
34626	prodcode	Sodium valproate 200mg gastro-resistant tablets (Mylan)	56315020
34632	prodcode	Sodium valproate 200mg gastro-resistant tablets (Teva UK Ltd)	59990020
34699	prodcode	Phenytoin 90mg/5ml Oral suspension sugar free (Rosemont Pharmaceuticals Ltd)	55654020
34707	prodcode	Sodium valproate 200mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd)	56310020
34716	prodcode	Gabapentin 300mg capsules (A A H Pharmaceuticals Ltd)	67092020
34883	prodcode	Sodium valproate 200mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)	52413020
34904	prodcode	Carbamazepine 200mg tablets (A A H Pharmaceuticals Ltd)	48996020
34946	prodcode	Gabapentin 600mg tablets (Teva UK Ltd)	66983020
34958	prodcode	Carbamazepine 100mg Tablet (Berk Pharmaceuticals Ltd)	48990020
35024	prodcode	Sodium valproate 300mg modified-release capsules	93459020
35164	prodcode	Phenobarbital 50mg/5ml oral suspension	88784020
35471	prodcode	Sodium valproate 150mg modified-release capsules	93457020
35732	prodcode	Lamotrigine 25mg dispersible tablets sugar free (Arrow Generics Ltd)	71421020
35747	prodcode	Episenta 300mg modified-release capsules (Desitin Pharma Ltd)	93467020
35755	prodcode	Sodium valproate 500mg modified-release granules sachets sugar free	93461020
35835	prodcode	Primidone 50mg/5ml oral suspension	92442020
35987	prodcode	Ospolot fc 50mg Tablet (IDIS World Medicines)	89494020
36318	prodcode	Sodium valproate 1g modified-release granules sachets sugar free	93463020
36327	prodcode	Keppra 500mg/5ml concentrate for solution for infusion vials (UCB Pharma Ltd)	90877020
36633	prodcode	Episenta 150mg modified-release capsules (Desitin Pharma Ltd)	93465020
36634	prodcode	Episenta 1000mg modified-release granules sachets (Desitin Pharma Ltd)	93471020
37058	prodcode	Carbamazepine 500mg/5ml oral suspension	94162020
37306	prodcode	Sodium valproate 200mg/5ml Oral solution (Sterwin Medicines)	59954020
37416	prodcode	Rufinamide 200mg tablets	93952020
37512	prodcode	Inovelon 200mg tablets (Eisai Ltd)	93958020
37515	prodcode	Rufinamide 100mg tablets	93950020
37584	prodcode	Episenta 500mg modified-release granules sachets (Desitin Pharma Ltd)	93469020
37611	prodcode	Epival CR 300mg tablets (Chanelle Medical UK Ltd)	86467020
37633	prodcode	Sultiame 50mg tablets	89490020
37696	prodcode	Clobazam 2.5mg capsules	91963020
37800	prodcode	Carbamazepine 200mg Modified-release tablet (Lagap)	59346020
37801	prodcode	Pregabalin 225mg capsules	94315020
37883	prodcode	Primidone 100mg/5ml oral solution	94526020
37895	prodcode	Rufinamide 400mg tablets	93954020
37970	prodcode	Stiripentol 250mg oral powder sachets	94587020
38293	prodcode	Lyrica 225mg capsules (Pfizer Ltd)	94317020
38507	prodcode	Epilim Chronosphere MR 100mg granules sachets (Sanofi)	95360020
38508	prodcode	Epilim Chronosphere MR 250mg granules sachets (Sanofi)	95362020
38789	prodcode	Lacosamide 50mg tablets	95757020
38939	prodcode	Epilim 200 gastro-resistant tablets (Sanofi)	95813020
38949	prodcode	Epilim 500 gastro-resistant tablets (Sanofi)	95815020
39039	prodcode	Sodium valproate 200mg modified-release tablets	96128020
39126	prodcode	Lacosamide 100mg tablets	95745020
39259	prodcode	Lacosamide 150mg tablets	95749020
39276	prodcode	Sodium valproate with valproic acid 250mg modified release granules	95191020
39279	prodcode	Epilim Chronosphere MR 500mg granules sachets (Sanofi)	95364020
39356	prodcode	Vimpat 100mg tablets (UCB Pharma Ltd)	95747020
39385	prodcode	Lacosamide 200mg tablets	95753020
39427	prodcode	Sodium valproate with valproic acid 750mg modified release granules	95195020
39452	prodcode	Sodium valproate with valproic acid 500mg modified release granules	95193020
39506	prodcode	Lamotrigine 50mg tablets (Actavis UK Ltd)	70807020
39550	prodcode	Epilim Chronosphere MR 750mg granules sachets (Sanofi)	95366020
39615	prodcode	Vimpat 50mg tablets (UCB Pharma Ltd)	95759020
39618	prodcode	Phenobarbital 20mg/5ml oral solution	96618020
39714	prodcode	Lamotrigine 25mg tablets (Teva UK Ltd)	71155020
39715	prodcode	Lamotrigine 100mg tablets (Teva UK Ltd)	71163020
39930	prodcode	Epilim Chronosphere MR 50mg granules sachets (Sanofi)	95358020
39952	prodcode	Vimpat 15mg/ml syrup (UCB Pharma Ltd)	95743020
40070	prodcode	Sodium valproate 300mg/3ml solution for injection ampoules	92741020
40291	prodcode	Lacosamide 200mg/20ml solution for infusion vials	95737020
40372	prodcode	Lacosamide 15mg/ml oral solution sugar free	95741020
40395	prodcode	Sodium valproate 100mg tablets (Mylan)	56314020
40400	prodcode	Sodium valproate 500mg Gastro-resistant tablet (C P Pharmaceuticals Ltd)	55618020
40403	prodcode	Carbamazepine 400mg Modified-release tablet (Lagap)	59347020
40404	prodcode	Carbamazepine 400mg modified-release tablets (A A H Pharmaceuticals Ltd)	61900020
40521	prodcode	Inovelon 400mg tablets (Eisai Ltd)	93960020
40658	prodcode	Vimpat 200mg tablets (UCB Pharma Ltd)	95755020
41137	prodcode	Sodium valproate with valproic acid 100mg modified release granules	95189020
41162	prodcode	Vimpat 150mg tablets (UCB Pharma Ltd)	95751020
41186	prodcode	Mesuximide 300mg Capsule	94777020
41303	prodcode	Clobazam 25mg/5ml oral solution	97315020
41726	prodcode	Carbamazepine 100mg Tablet (IVAX Pharmaceuticals UK Ltd)	61212020
41758	prodcode	Eslicarbazepine 800mg tablets	97584020
41973	prodcode	Phenobarbital 15mg Tablet (Celltech Pharma Europe Ltd)	50258020
42038	prodcode	Epilim Chronosphere MR 1000mg granules sachets (Sanofi)	97038020
42090	prodcode	Sodium valproate 200mg/5ml oral solution sugar free (Zentiva)	63440020
42145	prodcode	Zebinix 800mg tablets (Eisai Ltd)	97588020
42491	prodcode	Stiripentol 250mg capsules	94583020
43178	prodcode	Sodium valproate with valproic acid 1000mg modified release granules	95197020
43387	prodcode	Sodium valproate with valproic acid 50mg modified release granules	95356020
43417	prodcode	Carbamazepine 400mg tablets (A A H Pharmaceuticals Ltd)	48997020
43451	prodcode	Carbamazepine 400mg Modified-release tablet (Generics (UK) Ltd)	62264020
43648	prodcode	Sodium valproate oral solution	95245020
43742	prodcode	Sodium valproate 1g/10ml solution for injection ampoules	94601020
43836	prodcode	Stiripentol 500mg capsules	94585020
43919	prodcode	Inovelon 100mg tablets (Eisai Ltd)	93956020
44022	prodcode	Gabapentin 250mg/5ml oral suspension	98739020
44187	prodcode	Gabapentin 600mg tablets (A A H Pharmaceuticals Ltd)	67099020
44261	prodcode	Gabapentin 250mg/5ml Oral solution (Boots Pharmaceuticals Ltd)	72055020
44400	prodcode	Stiripentol 500mg oral powder sachets	94589020
44472	prodcode	Sodium valproate 100mg modified-release granules sachets sugar free	98809020
44599	prodcode	Primidone 50mg tablets	99035020
44718	prodcode	Sodium valproate 750mg modified-release granules sachets sugar free	98813020
44719	prodcode	Topiramate 25mg/5ml oral suspension	99170020
44903	prodcode	Sodium valproate 500mg gastro-resistant tablets (Zentiva)	73096020
45077	prodcode	Clonazepam 500microgram/5ml Oral solution (Rosemont Pharmaceuticals Ltd)	71487020
45106	prodcode	Sodium valproate 250mg modified-release granules sachets sugar free	98811020
