medcode	readcode	Description	CodingSystem
37296	E115z00	"Bipolar affective disorder, currently depressed, NOS"	readcode
37580	Eu25212	[X]Mixed schizophrenic and affective psychosis	readcode
37681	Eu25z00	"[X]Schizoaffective disorder, unspecified"	readcode
37764	Eu33316	[X]Recurrent severe episodes/reactive depressive psychosis	readcode
38063	E106.00	Residual schizophrenia	readcode
39062	E10y.00	Other schizophrenia	readcode
39316	Eu21.00	[X]Schizotypal disorder	readcode
41022	Eu25112	"[X]Schizophreniform psychosis, depressive type"	readcode
41207	E141100	Residual disintegrative psychoses	readcode
41992	E11z.00	Other and unspecified affective psychoses	readcode
43225	E14..00	Psychoses with origin in childhood	readcode
43405	Eu20100	[X]Hebephrenic schizophrenia	readcode
43800	E107200	Chronic schizo-affective schizophrenia	readcode
44498	E100400	Acute exacerbation of chronic schizophrenia	readcode
44513	Eu30z00	"[X]Manic episode, unspecified"	readcode
44693	Eu31600	"[X]Bipolar affective disorder, current episode mixed"	readcode
46415	E111z00	Recurrent manic episode NOS	readcode
46425	E111100	"Recurrent manic episodes, mild"	readcode
46434	E114200	"Bipolar affective disorder, currently manic, moderate"	readcode
47619	Eu02z12	[X] Presenile psychosis NOS	readcode
47947	Eu22013	[X]Paraphrenia - late	readcode
48054	E101z00	Hebephrenic schizophrenia NOS	readcode
48632	Eu30212	[X]Mania with mood-incongruent psychotic symptoms	readcode
49223	Eu22z00	"[X]Persistent delusional disorder, unspecified"	readcode
49420	Eu20y00	[X]Other schizophrenia	readcode
49761	E10yz00	Other schizophrenia NOS	readcode
49763	E117000	"Unspecified bipolar affective disorder, unspecified"	readcode
49852	Eu21.16	[X]Pseudoneurotic schizophrenia	readcode
50060	Eu20011	[X]Paraphrenic schizophrenia	readcode
51032	Eu31y12	[X]Recurrent manic episodes	readcode
51322	E103300	Acute exacerbation of subchronic paranoid schizophrenia	readcode
51494	E00y.11	Presbyophrenic psychosis	readcode
51903	Eu25012	"[X]Schizophreniform psychosis, manic type"	readcode
53032	E103400	Acute exacerbation of chronic paranoid schizophrenia	readcode
53840	Eu31y00	[X]Other bipolar affective disorders	readcode
53985	Eu20111	[X]Disorganised schizophrenia	readcode
54195	E116400	"Mixed bipolar affective disorder, severe, with psychosis"	readcode
54607	E11z000	Unspecified affective psychoses NOS	readcode
55221	Eu22111	[X]Capgras syndrome	readcode
55829	E114400	"Bipolar affect disord, currently manic,severe with psychosis"	readcode
56143	E141.00	Disintegrative psychosis	readcode
57605	E114z00	"Bipolar affective disorder, currently manic, NOS"	readcode
57666	E100300	Acute exacerbation of subchronic schizophrenia	readcode
58532	Eu25y00	[X]Other schizoaffective disorders	readcode
58716	E102000	Unspecified catatonic schizophrenia	readcode
58862	E107000	Unspecified schizo-affective schizophrenia	readcode
58866	E107300	Acute exacerbation subchronic schizo-affective schizophrenia	readcode
60013	Eu20300	[X]Undifferentiated schizophrenia	readcode
60178	E11y.00	Other and unspecified manic-depressive psychoses	readcode
61098	E107100	Subchronic schizo-affective schizophrenia	readcode
61501	Eu20200	[X]Catatonic schizophrenia	readcode
62222	Eu84312	[X]Disintegrative psychosis	readcode
62405	Eu22100	[X]Delusional misidentification syndrome	readcode
63150	E116200	"Mixed bipolar affective disorder, moderate"	readcode
63284	E116300	"Mixed bipolar affective disorder, severe, without psychosis"	readcode
63478	E107400	Acute exacerbation of chronic schizo-affective schizophrenia	readcode
63583	E116z00	"Mixed bipolar affective disorder, NOS"	readcode
63698	E117100	"Unspecified bipolar affective disorder, mild"	readcode
63701	E115400	"Bipolar affect disord, now depressed, severe with psychosis"	readcode
63867	E102z00	Catatonic schizophrenia NOS	readcode
64264	Eu20500	[X]Residual schizophrenia	readcode
64533	Eu20212	[X]Schizophrenic catalepsy	readcode
65811	E111300	"Recurrent manic episodes, severe without mention psychosis"	readcode
66077	Eu22y00	[X]Other persistent delusional disorders	readcode
66153	Eu31.13	[X]Manic-depressive reaction	readcode
66506	E101000	Unspecified hebephrenic schizophrenia	readcode
68326	E117400	"Unspecified bipolar affective disorder,severe with psychosis"	readcode
68647	E117200	"Unspecified bipolar affective disorder, moderate"	readcode
70399	E11y300	Other mixed manic-depressive psychoses	readcode
70925	E11y100	Atypical manic disorder	readcode
71250	Eu21.17	[X]Pseudopsychopathic schizophrenia	readcode
73295	E100.11	Schizophrenia simplex	readcode
73423	E117300	"Unspecified bipolar affective disorder, severe, no psychosis"	readcode
73924	Eu31y11	[X]Bipolar II disorder	readcode
91547	Eu20311	[X]Atypical schizophrenia	readcode
92994	E10y.11	Cenesthopathic schizophrenia	readcode
94001	Eu20y12	[X]Schizophreniform disord NOS	readcode
94604	Eu23214	[X]Schizophrenic reaction	readcode
97919	E101400	Acute exacerbation of chronic hebephrenic schizophrenia	readcode
98417	Eu32800	"[X]Major depression, severe with psychotic symptoms"	readcode
98821	Eu22200	[X]Cotard syndrome	readcode
99000	E107.11	Cyclic schizophrenia	readcode
99070	E10y100	Coenesthopathic schizophrenia	readcode
99199	E102100	Subchronic catatonic schizophrenia	readcode
103915	Eu31900	[X]Bipolar affective disorder type II	readcode
104051	Eu31911	[X]Bipolar II disorder	readcode
104065	Eu31800	[X]Bipolar affective disorder type I	readcode
104760	E103100	Subchronic paranoid schizophrenia	readcode
104763	Eu25211	[X]Cyclic schizophrenia	readcode
107222	E102400	Acute exacerbation of chronic catatonic schizophrenia	readcode
