"bone-infection",1,"readv2","N301L","Chronic multifocal osteomyelitis"
"bone-infection",1,"readv2","N301L00","Chronic multifocal osteomyelitis"
"bone-infection",1,"readv2","N302Q","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302Q00","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302D","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N302D00","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N0100","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N010000","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N3011","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N301100","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N3022","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302200","Osteomyelitis unspecified"
"bone-infection",1,"readv2","A15y.","Tuberculous arthritis"
"bone-infection",1,"readv2","A15y.00","Tuberculous arthritis"
"bone-infection",1,"readv2","N300X","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300X00","Other acute osteomyelitis"
"bone-infection",1,"readv2","N3001","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300100","Other acute osteomyelitis"
"bone-infection",1,"readv2","N30z.","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N30z.00","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302M","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302M00","Osteomyelitis unspecified"
"bone-infection",1,"readv2","A15z.","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","A15z.00","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","A0224","Osteopathy in other infectious diseases classified elsewhere"
"bone-infection",1,"readv2","A022400","Osteopathy in other infectious diseases classified elsewhere"
"bone-infection",1,"readv2","N0101","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N010100","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N302S","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302S00","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N300F","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300F00","Other acute osteomyelitis"
"bone-infection",1,"readv2","N302B","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N302B00","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N3003","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300300","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300z","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300z00","Other acute osteomyelitis"
"bone-infection",1,"readv2","N017.","Arthritis in other infectious and parasitic diseases EC"
"bone-infection",1,"readv2","N017.","Arthritis in other infectious and parasitic diseases EC"
"bone-infection",1,"readv2","N302C","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N302C00","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N3028","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302800","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N301z","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N301z00","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N3010","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N301000","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N11y1","Enterobacterial spondylitis"
"bone-infection",1,"readv2","N11y100","Enterobacterial spondylitis"
"bone-infection",1,"readv2","N3015","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N301500","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N3024","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302400","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N0103","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N010300","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N3021","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302100","Osteomyelitis unspecified"
"bone-infection",1,"readv2","A9853","Gonococcal spondylitis"
"bone-infection",1,"readv2","A985300","Gonococcal spondylitis"
"bone-infection",1,"readv2","N300M","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300M00","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300T","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300T00","Other acute osteomyelitis"
"bone-infection",1,"readv2","N30z4","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N30z400","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N3061","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N306100","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N300Y","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300Y00","Other acute osteomyelitis"
"bone-infection",1,"readv2","N30z8","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N30z800","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N3037","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N303700","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N301C","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N301C00","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N303z","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N303z00","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N3002","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300200","Other acute osteomyelitis"
"bone-infection",1,"readv2","N302H","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302H00","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302W","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302W00","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N01zK","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N01zK00","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N3012","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N301200","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N300C","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N300C00","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N300R","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300R00","Other acute osteomyelitis"
"bone-infection",1,"readv2","J0650","Alveolitis of jaws"
"bone-infection",1,"readv2","J065000","Alveolitis of jaws"
"bone-infection",1,"readv2","N3054","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N305400","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N3009","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300900","Other acute osteomyelitis"
"bone-infection",1,"readv2","A985.","Gonococcal infection of musculoskeletal system"
"bone-infection",1,"readv2","A985.00","Gonococcal infection of musculoskeletal system"
"bone-infection",1,"readv2","N300K","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300K00","Other acute osteomyelitis"
"bone-infection",1,"readv2","N33z3","Other osteomyelitis"
"bone-infection",1,"readv2","N33z300","Other osteomyelitis"
"bone-infection",1,"readv2","N3023","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302300","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302R","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302R00","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N01zB","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N01zB00","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N3053","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N305300","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N300J","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300J00","Other acute osteomyelitis"
"bone-infection",1,"readv2","N0107","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N010700","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N300B","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N300B00","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N01z.","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N01z.00","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N300V","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300V00","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300A","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N300A00","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N3019","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N301900","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N3051","Tuberculosis of bone"
"bone-infection",1,"readv2","N305100","Tuberculosis of bone"
"bone-infection",1,"readv2","N300H","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300H00","Other acute osteomyelitis"
"bone-infection",1,"readv2","N3014","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N301400","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N302G","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302G00","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N3042","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N304200","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N3018","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N301800","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N01zH","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N01zH00","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N0109","Pneumococcal arthritis and polyarthritis"
"bone-infection",1,"readv2","N010900","Pneumococcal arthritis and polyarthritis"
"bone-infection",1,"readv2","N3038","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N303800","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N010z","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N010z00","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N3041","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N304100","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N3004","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300400","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300E","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N300E00","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N3063","Tuberculosis of bone"
"bone-infection",1,"readv2","N306300","Tuberculosis of bone"
"bone-infection",1,"readv2","N3031","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N303100","Osteomyelitis unspecified"
"bone-infection",1,"readv2","A985z","Rheumatism - gonococcal"
"bone-infection",1,"readv2","A985z","Rheumatism - gonococcal"
"bone-infection",1,"readv2","N3052","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N305200","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N30z7","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N30z700","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N3013","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N301300","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N30z6","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N30z600","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N30z2","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N30z200","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N3040","Tuberculosis of spine"
"bone-infection",1,"readv2","N304000","Tuberculosis of spine"
"bone-infection",1,"readv2","N301D","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N301D00","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N301A","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N301A00","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N3033","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N303300","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N0147","Arthritis in other bacterial diseases classified elsewhere"
"bone-infection",1,"readv2","N014700","Arthritis in other bacterial diseases classified elsewhere"
"bone-infection",1,"readv2","N308.","Subacute osteomyelitis"
"bone-infection",1,"readv2","N308.00","Subacute osteomyelitis"
"bone-infection",1,"readv2","N01zz","Arthritis in other infectious and parasitic diseases EC"
"bone-infection",1,"readv2","N01zz00","Arthritis in other infectious and parasitic diseases EC"
"bone-infection",1,"readv2","N306z","Tuberculosis of bone"
"bone-infection",1,"readv2","N306z00","Tuberculosis of bone"
"bone-infection",1,"readv2","N3064","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N306400","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N300P","Other acute osteomyelitis"
"bone-infection",1,"readv2","N300P00","Other acute osteomyelitis"
"bone-infection",1,"readv2","N30z9","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N30z900","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N300D","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N300D00","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","NyuC2","Other chronic osteomyelitis"
"bone-infection",1,"readv2","NyuC200","Other chronic osteomyelitis"
"bone-infection",1,"readv2","N3029","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302900","Osteomyelitis unspecified"
"bone-infection",1,"readv2","J0644","Inflammatory conditions of jaws"
"bone-infection",1,"readv2","J064400","Inflammatory conditions of jaws"
"bone-infection",1,"readv2","NyuC3","Other osteomyelitis"
"bone-infection",1,"readv2","NyuC300","Other osteomyelitis"
"bone-infection",1,"readv2","N3035","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N303500","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N010x","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N010x00","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N0140","Arthritis in other bacterial diseases classified elsewhere"
"bone-infection",1,"readv2","N014000","Arthritis in other bacterial diseases classified elsewhere"
"bone-infection",1,"readv2","N3039","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N303900","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302A","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N302A00","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N302E","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N302E00","Osteomyelitis of vertebra"
"bone-infection",1,"readv2","N01z7","Arthritis in other infectious and parasitic diseases EC"
"bone-infection",1,"readv2","N01z700","Arthritis in other infectious and parasitic diseases EC"
"bone-infection",1,"readv2","N30z5","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N30z500","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N01z5","Arthritis in other infectious and parasitic diseases EC"
"bone-infection",1,"readv2","N01z500","Arthritis in other infectious and parasitic diseases EC"
"bone-infection",1,"readv2","N3055","Tuberculosis of bone"
"bone-infection",1,"readv2","N305500","Tuberculosis of bone"
"bone-infection",1,"readv2","N01z8","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N01z800","Pyogenic arthritis unspecified"
"bone-infection",1,"readv2","N3034","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N303400","Osteomyelitis unspecified"
"bone-infection",1,"readv2","Nyu01","[X]Arthritis+polyarthritis due/other specfd bacterial agents"
"bone-infection",1,"readv2","Nyu0100","[X]Arthritis+polyarthritis due/other specfd bacterial agents"
"bone-infection",1,"readv2","N302F","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302F00","Osteomyelitis unspecified"
"bone-infection",1,"readv2","NyuC1","Other chronic haematogenous osteomyelitis"
"bone-infection",1,"readv2","NyuC100","Other chronic haematogenous osteomyelitis"
"bone-infection",1,"readv2","N302K","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N302K00","Osteomyelitis unspecified"
"bone-infection",1,"readv2","N3043","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N304300","Tuberculosis of bones and joints"
"bone-infection",1,"readv2","N018.","Tuberculous arthritis"
"bone-infection",1,"readv2","N018.00","Tuberculous arthritis"
"bone-infection",1,"readv2","A955.","Syphilis of bone"
"bone-infection",1,"readv2","A955.00","Syphilis of bone"
"bone-infection",1,"readv2","AB614","Sporotrichosis of the bones"
"bone-infection",1,"readv2","AB61400","Sporotrichosis of the bones"
"bone-infection",1,"readv2","AB656","Osseous cryptococcosis"
"bone-infection",1,"readv2","AB65600","Osseous cryptococcosis"
"bone-infection",1,"readv2","AC230","Echinococcus granulosus infection of bone"
"bone-infection",1,"readv2","AC23000","Echinococcus granulosus infection of bone"
"bone-infection",1,"readv2","F4G04","Orbital osteomyelitis"
"bone-infection",1,"readv2","F4G0400","Orbital osteomyelitis"
"bone-infection",1,"readv2","J0651","Dry socket"
"bone-infection",1,"readv2","J065100","Dry socket"
"bone-infection",1,"readv2","J065z","Alveolitis of jaw NOS"
"bone-infection",1,"readv2","J065z00","Alveolitis of jaw NOS"
"bone-infection",1,"readv2","N0141","Arthropathy associated with other bacterial disease of the shoulder region"
"bone-infection",1,"readv2","N014100","Arthropathy associated with other bacterial disease of the shoulder region"
"bone-infection",1,"readv2","N0142","Arthropathy associated with other bacterial disease of the upper arm"
"bone-infection",1,"readv2","N014200","Arthropathy associated with other bacterial disease of the upper arm"
"bone-infection",1,"readv2","N0143","Arthropathy associated with other bacterial disease of the forearm"
"bone-infection",1,"readv2","N014300","Arthropathy associated with other bacterial disease of the forearm"
"bone-infection",1,"readv2","N0144","Arthropathy associated with other bacterial disease of the hand"
"bone-infection",1,"readv2","N014400","Arthropathy associated with other bacterial disease of the hand"
"bone-infection",1,"readv2","N0145","Arthropathy associated with other bacterial disease of the pelvic region and thigh"
"bone-infection",1,"readv2","N014500","Arthropathy associated with other bacterial disease of the pelvic region and thigh"
"bone-infection",1,"readv2","N0146","Arthropathy associated with other bacterial disease of the lower leg"
"bone-infection",1,"readv2","N014600","Arthropathy associated with other bacterial disease of the lower leg"
"bone-infection",1,"readv2","N014z","Arthropathy associated with other bacterial disease NOS"
"bone-infection",1,"readv2","N014z00","Arthropathy associated with other bacterial disease NOS"
"bone-infection",1,"readv2","N01z0","Infective arthritis NOS of unspecified site"
"bone-infection",1,"readv2","N01z000","Infective arthritis NOS of unspecified site"
"bone-infection",1,"readv2","N01z1","Infective arthritis NOS of the shoulder region"
"bone-infection",1,"readv2","N01z100","Infective arthritis NOS of the shoulder region"
"bone-infection",1,"readv2","N01z2","Infective arthritis NOS of the upper arm"
"bone-infection",1,"readv2","N01z200","Infective arthritis NOS of the upper arm"
"bone-infection",1,"readv2","N01z3","Infective arthritis NOS of the forearm"
"bone-infection",1,"readv2","N01z300","Infective arthritis NOS of the forearm"
"bone-infection",1,"readv2","N01z4","Infective arthritis NOS of the hand"
"bone-infection",1,"readv2","N01z400","Infective arthritis NOS of the hand"
"bone-infection",1,"readv2","N01z6","Infective arthritis NOS of the lower leg"
"bone-infection",1,"readv2","N01z600","Infective arthritis NOS of the lower leg"
"bone-infection",1,"readv2","N01z9","Infective arthritis NOS of sternoclavicular joint"
"bone-infection",1,"readv2","N01z900","Infective arthritis NOS of sternoclavicular joint"
"bone-infection",1,"readv2","N01zA","Infective arthritis NOS of acromioclavicular joint"
"bone-infection",1,"readv2","N01zA00","Infective arthritis NOS of acromioclavicular joint"
"bone-infection",1,"readv2","N01zC","Infective arthritis NOS of distal radio-ulnar joint"
"bone-infection",1,"readv2","N01zC00","Infective arthritis NOS of distal radio-ulnar joint"
"bone-infection",1,"readv2","N01zD","Infective arthritis NOS of wrist"
"bone-infection",1,"readv2","N01zD00","Infective arthritis NOS of wrist"
"bone-infection",1,"readv2","N01zE","Infective arthritis NOS of metacarpophalangeal joint"
"bone-infection",1,"readv2","N01zE00","Infective arthritis NOS of metacarpophalangeal joint"
"bone-infection",1,"readv2","N01zF","Infective arthritis NOS of proximal interphalangeal joint of finger"
"bone-infection",1,"readv2","N01zF00","Infective arthritis NOS of proximal interphalangeal joint of finger"
