CTV3ID	description
XaEHy	Observations of seizure
XaEHz	Seizure
XaEI0	Observations of measures of seizures
XaEI1	Duration of seizure
XaEIj	Epileptic seizure
XaFjh	Epilepsy control good
XaFji	Epilepsy control poor
XaIke	Partial complex seizure
XaIt0	Transient epileptic amnesia
XaIu1	Epilepsy care arrangement
XaIxa	Trigger factor for seizure
XaIyV	Epilepsy medication review
XaJ5k	Patient on maximal tolerated anticonvulsant therapy
XaJB4	Epilepsy restricts employment
XaJB5	Epilepsy prevents employment
XaJB6	Epilepsy impairs education
XaJBY	Epilepsy limits activities
XaJBZ	Epilepsy does not limit activities
XaJBa	Epilepsy management plan given
XaJBb	Epilepsy severity
XaJBd	1 to 12 seizures a year
XaJBe	2 to 4 seizures a month
XaJBf	1 to 7 seizures a week
XaJBg	Daily seizures
XaJBh	Many seizures a day
XaJBi	Emergency epilepsy treatment since last appointment
XaJBj	Epilepsy society member
XaJBn	Epilepsy confirmed
XaJFI	Complex partial epileptic seizure
XaJgP	Stress-induced epilepsy
XaL2B	Simple partial epileptic seizure
XaLWu	[X]Alcohol withdrawal-induced seizure
XaQbJ	Petit-mal epilepsy
XaREJ	[D]Nocturnal seizure
XaRGS	Childhood - juvenile - absence epilepsy
XaYaC	Under care of epilepsy specialist nurse
Xaa2J	Non-epileptic attack disorder
Xacez	At risk of sudden unexpected death in epilepsy
XaeCq	Neurological Disorders Depression Inventory in Epilepsy
XaeEH	SUDEP - sudden unexpected death in epilepsy
