id	name	active	notes
26006005	Allergic gastroenteritis (disorder)	y	descendant of concept mapped from leaf
632681000000100	Crohn's disease of the ileum unspecified (disorder)	n	via Query Table
176401000000106	Exacerbation of non-infective colitis	n	via Query Table
609161000000100	Allergic gastroenteritis NOS (disorder)	n	via Query Table
70882003	Staphylococcal enteritis of chinchillas (disorder)	n	via Query Table
176371000000109	Exacerbation of Crohn's disease of small intestine	n	via Query Table
412691000000107	[X]Other ulcerative colitis (disorder)	n	via Query Table
793781000000104	Perinatal necrotising enterocolitis (disorder)	n	via Query Table
624791000000102	Crohn's disease of the large bowel NOS (disorder)	n	via Query Table
197533001	[X]Non-infective enteritis and colitis (disorder)	n	via Query Table
491331000000106	Indeterminate colitis 	n	via Query Table
823401000000107	Left sided ulcerative colitis (disorder)	n	via Query Table
822251000000103	Ulcerative pancolitis (disorder)	n	via Query Table
27701000	Proctocolitis (disorder)	n	via Query Table
632691000000103	Crohn's disease of the ileum NOS (disorder)	n	via Query Table
834601000000106	Ulcerative pancolitis	n	via Query Table
455601000000104	[X]Other Crohn's disease (disorder)	n	via Query Table
834721000000108	Left sided ulcerative colitis	n	via Query Table
793751000000105	Neonatal necrotising enterocolitis (disorder)	n	via Query Table
400651000000102	[X]Non-infective enteritis and colitis (disorder)	n	via Query Table
176391000000108	Exacerbation of ulcerative colitis	n	via Query Table
176381000000106	Exacerbation of Crohn's disease of large intestine	n	via Query Table
939141000000108	History of clostridium difficile 	n	via Query Table
