medcode	readcode	Description	CodingSystem
5179	B620.00	Nodular lymphoma (Brill - Symmers disease)	readcode
5198	B583000	Secondary malignant neoplasm of brain	readcode
5199	B583200	Cerebral metastasis	readcode
5637	B53..00	Malignant neoplasm of thyroid gland	readcode
5842	B58..00	Secondary malignant neoplasm of other specified sites	readcode
5901	B141.12	Rectal carcinoma	readcode
6115	B6y0.00	Myeloproliferative disorder	readcode
6170	B590.11	Carcinomatosis	readcode
6471	B57..11	Metastases of respiratory and/or digestive systems	readcode
6701	B565.00	Secondary and unspec malig neop intrapelvic lymph nodes	readcode
6806	B12..00	Malignant neoplasm of small intestine and duodenum	readcode
6935	B131.00	Malignant neoplasm of transverse colon	readcode
7046	B43..00	Malignant neoplasm of body of uterus	readcode
7176	B65..00	Myeloid leukaemia	readcode
7219	B141.11	Carcinoma of rectum	readcode
7484	B226.00	Mesothelioma	readcode
7654	B585.00	Secondary malignant neoplasm of bone and bone marrow	readcode
7740	B470200	Seminoma of undescended testis	readcode
7805	B440.00	Malignant neoplasm of ovary	readcode
7830	B56..11	Lymph node metastases	readcode
7940	ByuDF11	[X]Non-Hodgkin's lymphoma NOS	readcode
7978	B4A0000	Hypernephroma	readcode
7982	B161200	Malignant neoplasm of common bile duct	readcode
8154	B576200	Malignant ascites	readcode
8166	B17..00	Malignant neoplasm of pancreas	readcode
8386	B11..00	Malignant neoplasm of stomach	readcode
8550	B542000	Malignant neoplasm of pituitary gland	readcode
8625	B641.00	Chronic lymphoid leukaemia	readcode
8649	ByuDF00	"[X]Non-Hodgkin's lymphoma, unspecified type"	readcode
8693	B5...11	Carcinoma of other and unspecified sites	readcode
8771	B170.00	Malignant neoplasm of head of pancreas	readcode
8918	B15..00	Malignant neoplasm of liver and intrahepatic bile ducts	readcode
9030	B55..00	Malignant neoplasm of other and ill-defined sites	readcode
9088	B130.00	Malignant neoplasm of hepatic flexure of colon	readcode
9118	B13z.11	Colonic cancer	readcode
9237	B21z.00	Malignant neoplasm of larynx NOS	readcode
9470	B34z.00	Malignant neoplasm of female breast NOS	readcode
9476	B471100	Teratoma of descended testis	readcode
9491	B142.11	Anal carcinoma	readcode
9505	B582600	Secondary malignant neoplasm of skin of breast	readcode
9600	B232.00	Mesothelioma of pleura	readcode
9618	B56..00	Secondary and unspecified malignant neoplasm of lymph nodes	readcode
9622	B525.00	Malignant neoplasm of cauda equina	readcode
9902	B3...11	"Carcinoma of bone, connective tissue, skin and breast"	readcode
9984	B00..11	Carcinoma of lip	readcode
10283	B01..00	Malignant neoplasm of tongue	readcode
10314	B057.00	Overlapping lesion of other and unspecified parts of mouth	readcode
10358	B222.00	"Malignant neoplasm of upper lobe, bronchus or lung"	readcode
10368	B11..11	Gastric neoplasm	readcode
10698	B450100	Malignant neoplasm of vaginal vault	readcode
10726	B651.00	Chronic myeloid leukaemia	readcode
10851	B51..11	Cerebral tumour - malignant	readcode
10864	B132.00	Malignant neoplasm of descending colon	readcode
10946	B136.00	Malignant neoplasm of ascending colon	readcode
10949	B162.00	Malignant neoplasm of ampulla of Vater	readcode
10995	B5...00	Malignant neoplasm of other and unspecified sites	readcode
11009	B1z..00	Malig neop oth/ill-defined sites digestive tract/peritoneum	readcode
11035	B593.00	Primary malignant neoplasm of unknown site	readcode
11628	B1z0.11	Cancer of bowel	readcode
11991	B454.11	Primary vulval cancer	readcode
12006	B621.00	Mycosis fungoides	readcode
12323	B6...00	Malignant neoplasm of lymphatic and haemopoietic tissue	readcode
12335	B62y.00	Malignant lymphoma NOS	readcode
12389	B4A1.00	Malignant neoplasm of renal pelvis	readcode
12464	B62x200	Peripheral T-cell lymphoma	readcode
12490	B550200	Malignant neoplasm of nose NOS	readcode
12499	Byu6.00	[X]Malignant neoplasm of breast	readcode
12539	B3...12	Sarcoma of bone and connective tissue	readcode
12582	B224100	Malignant neoplasm of lower lobe of lung	readcode
12870	B221.00	Malignant neoplasm of main bronchus	readcode
13243	B22..00	"Malignant neoplasm of trachea, bronchus and lung"	readcode
13252	B4...00	Malignant neoplasm of genitourinary organ	readcode
13559	B4A..00	Malig neop of kidney and other unspecified urinary organs	readcode
13569	B590.00	Disseminated malignancy NOS	readcode
14712	B00..00	Malignant neoplasm of lip	readcode
14792	B05..00	Malignant neoplasm of other and unspecified parts of mouth	readcode
14800	B11z.00	Malignant neoplasm of stomach NOS	readcode
15027	B62yz00	Malignant lymphoma NOS	readcode
15036	B626.00	Malignant mast cell tumours	readcode
15103	B577.00	Secondary malignant neoplasm of liver	readcode
15148	B47..00	Malignant neoplasm of testis	readcode
15182	B31z.00	"Malignant neoplasm of connective and soft tissue, site NOS"	readcode
15211	B630.12	Myelomatosis	readcode
15221	B220.00	Malignant neoplasm of trachea	readcode
15223	B4A2.00	Malignant neoplasm of ureter	readcode
15504	B62y800	Malignant lymphoma NOS of lymph nodes of multiple sites	readcode
15507	B56z.00	Secondary and unspec malig neop lymph nodes NOS	readcode
15644	B4A3.00	Malignant neoplasm of urethra	readcode
15684	B204.00	Malignant neoplasm of frontal sinus	readcode
15709	B1...00	Malignant neoplasm of digestive organs and peritoneum	readcode
15711	B510.00	Malignant neoplasm cerebrum (excluding lobes and ventricles)	readcode
15907	B16z.00	Malignant neoplasm gallbladder/extrahepatic bile ducts NOS	readcode
15976	B552.00	Malignant neoplasm of abdomen	readcode
15989	B47z.12	Teratoma of testis	readcode
15991	B506.00	Malignant neoplasm of choroid	readcode
16075	B30z.00	Malignant neoplasm of bone and articular cartilage NOS	readcode
16105	B160.00	Malignant neoplasm of gallbladder	readcode
16126	B150000	Primary carcinoma of liver	readcode
16213	B572.00	Secondary malignant neoplasm of pleura	readcode
16241	B060.00	Malignant neoplasm of tonsil	readcode
16280	B550400	Malignant neoplasm of neck NOS	readcode
16297	B0z0.00	Malignant neoplasm of pharynx unspecified	readcode
16298	B18z.00	Malignant neoplasm of retroperitoneum and peritoneum NOS	readcode
16416	B681.00	Chronic leukaemia NOS	readcode
16500	B58z.00	Secondary malignant neoplasm of other specified site NOS	readcode
16704	B302.00	Malignant neoplasm of vertebral column	readcode
16760	B58y000	Secondary malignant neoplasm of breast	readcode
16874	B4...11	Carcinoma of genitourinary organ	readcode
16915	B151.00	Malignant neoplasm of intrahepatic bile ducts	readcode
16967	B432.00	Malignant neoplasm of overlapping lesion of corpus uteri	readcode
17056	B6y0.11	Myeloproliferative disease	readcode
17182	B627C11	Follicular lymphoma NOS	readcode
17391	B221000	Malignant neoplasm of carina of bronchus	readcode
17460	B627700	Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma	readcode
17475	B300A00	Malignant neoplasm of maxilla	readcode
17559	B1z0.00	"Malignant neoplasm of intestinal tract, part unspecified"	readcode
17841	B481.00	Malignant neoplasm of glans penis	readcode
17874	B181.00	Mesothelioma of peritoneum	readcode
17887	B62x.00	Malignant lymphoma otherwise specified	readcode
17912	B042.00	"Malignant neoplasm, overlapping lesion of floor of mouth"	readcode
18231	B540.11	Phaeochromocytoma	readcode
18314	B30..00	Malignant neoplasm of bone and articular cartilage	readcode
18608	B3...00	"Malig neop of bone, connective tissue, skin and breast"	readcode
18613	B120.00	Malignant neoplasm of duodenum	readcode
18616	B58y.00	Secondary malignant neoplasm of other specified sites	readcode
18617	B51..00	Malignant neoplasm of brain	readcode
18619	B137.00	Malignant neoplasm of splenic flexure of colon	readcode
18632	B135.00	Malignant neoplasm of appendix	readcode
18658	B562300	Secondary and unspec malig neop common iliac lymph nodes	readcode
18676	B585000	Pathological fracture due to metastatic bone disease	readcode
18678	B224000	Malignant neoplasm of lower lobe bronchus	readcode
18712	B4A..11	Renal malignant neoplasm	readcode
18882	B006.00	Malignant neoplasm of overlapping lesion of lip	readcode
19028	B630100	Solitary myeloma	readcode
19140	B614800	Hodgkin's nodular sclerosis of lymph nodes of multiple sites	readcode
19141	B44..00	Malignant neoplasm of ovary and other uterine adnexa	readcode
19144	Byu4.00	[X]Melanoma and other malignant neoplasms of skin	readcode
19162	B493.00	Malignant neoplasm of anterior wall of urinary bladder	readcode
19226	B513.00	Malignant neoplasm of parietal lobe	readcode
19318	B112.00	Malignant neoplasm of pyloric antrum of stomach	readcode
19321	B311300	Malignant neoplasm of connective and soft tissue of hand	readcode
19372	B64..00	Lymphoid leukaemia	readcode
19389	B3y..00	"Malig neop of bone, connective tissue, skin and breast OS"	readcode
19415	B0...00	"Malignant neoplasm of lip, oral cavity and pharynx"	readcode
19423	B35..00	Malignant neoplasm of male breast	readcode
19437	B30z000	Osteosarcoma	readcode
19444	Byu4100	"[X]Malignant melanoma of skin, unspecified"	readcode
19475	B471.00	Malignant neoplasm of descended testis	readcode
19945	B582.00	Secondary malignant neoplasm of skin	readcode
19974	B660.00	Acute monocytic leukaemia	readcode
20092	B04..00	Malignant neoplasm of floor of mouth	readcode
20159	B56y.00	Secondary and unspec malig neop lymph nodes multiple sites	readcode
20160	B50..00	Malignant neoplasm of eye	readcode
20166	B45z.00	Malignant neoplasm of female genital organ NOS	readcode
20170	B222.11	Pancoast's syndrome	readcode
20292	B02..00	Malignant neoplasm of major salivary glands	readcode
20440	B69..00	Myelomonocytic leukaemia	readcode
20685	B346.00	Malignant neoplasm of axillary tail of female breast	readcode
21329	B630200	Plasmacytoma NOS	readcode
21330	B180.00	Malignant neoplasm of retroperitoneum	readcode
21402	B602.00	Burkitt's lymphoma	readcode
21549	B627C00	Follicular non-Hodgkin's lymphoma	readcode
21590	B58y500	Secondary malignant neoplasm of prostate	readcode
21620	B111.00	Malignant neoplasm of pylorus of stomach	readcode
21698	B221z00	Malignant neoplasm of main bronchus NOS	readcode
21715	Byu5011	[X]Mesothelioma of lung	readcode
21786	B471000	Seminoma of descended testis	readcode
22050	B691.00	Chronic myelomonocytic leukaemia	readcode
22146	B581100	Secondary malignant neoplasm of bladder	readcode
22158	B630000	"Malignant plasma cell neoplasm, extramedullary plasmacytoma"	readcode
22163	B134.11	Carcinoma of caecum	readcode
22187	B150300	Hepatocellular carcinoma	readcode
22290	B313.00	Malignant neoplasm of connective and soft tissue of thorax	readcode
22441	B212.00	Malignant neoplasm of subglottis	readcode
22524	B58yz00	Secondary malignant neoplasm of other specified site NOS	readcode
22893	B06..00	Malignant neoplasm of oropharynx	readcode
22894	B110100	Malignant neoplasm of cardio-oesophageal junction of stomach	readcode
23380	B340000	Malignant neoplasm of nipple of female breast	readcode
23389	B200.00	Malignant neoplasm of nasal cavities	readcode
23399	B344.00	Malignant neoplasm of upper-outer quadrant of female breast	readcode
23433	B161.00	Malignant neoplasm of extrahepatic bile ducts	readcode
23861	B551100	Malignant neoplasm of chest wall NOS	readcode
24048	B180200	Malignant neoplasm of retrocaecal tissue	readcode
24235	B524.00	Malig neopl peripheral nerves and autonomic nervous system	readcode
24301	B57..12	Secondary carcinoma of respiratory and/or digestive systems	readcode
24370	B142.00	Malignant neoplasm of anal canal	readcode
24374	B0...11	"Carcinoma of lip, oral cavity and pharynx"	readcode
24397	B061.00	Malignant neoplasm of tonsillar fossa	readcode
24456	B201.00	"Malig neop auditory tube, middle ear and mastoid air cells"	readcode
24675	B07..00	Malignant neoplasm of nasopharynx	readcode
24852	B016.00	Malignant neoplasm of lingual tonsil	readcode
25191	B68..00	Leukaemia of unspecified cell type	readcode
25366	B561300	Secondary and unspec malig neop ant mediastinal lymph nodes	readcode
25535	B150.00	Primary malignant neoplasm of liver	readcode
25602	B326400	Malignant melanoma of finger	readcode
25886	B222100	Malignant neoplasm of upper lobe of lung	readcode
26034	B591.00	Other malignant neoplasm NOS	readcode
26134	B064000	"Malignant neoplasm of epiglottis, free border"	readcode
26165	B211.00	Malignant neoplasm of supraglottis	readcode
26393	B152.00	Malignant neoplasm of liver unspecified	readcode
26448	B060000	Malignant neoplasm of faucial tonsil	readcode
26454	B45X.00	Malignant neoplasm/overlapping lesion/feml genital organs	readcode
26652	B20..00	"Malig neop nasal cavities, middle ear and accessory sinuses"	readcode
26813	B21y.00	"Malignant neoplasm of larynx, other specified site"	readcode
26853	B340.00	Malignant neoplasm of nipple and areola of female breast	readcode
27330	B624.00	Leukaemic reticuloendotheliosis	readcode
27340	B670.11	Di Guglielmo's disease	readcode
27391	B576100	Secondary malignant neoplasm of peritoneum	readcode
27416	B601.00	Lymphosarcoma	readcode
27449	B554.00	Malignant neoplasm of upper limb NOS	readcode
27458	B661.00	Chronic monocytic leukaemia	readcode
27483	B240.00	Malignant neoplasm of thymus	readcode
27520	B651z00	Chronic myeloid leukaemia NOS	readcode
27528	B303.00	"Malignant neoplasm of ribs, sternum and clavicle"	readcode
27540	B4A1000	Malignant neoplasm of renal calyces	readcode
27617	B45y000	Malignant neoplasm of overlapping lesion of vulva	readcode
27651	B58..11	Secondary carcinoma of other specified sites	readcode
27664	B65y100	Acute promyelocytic leukaemia	readcode
27715	B242.00	Malignant neoplasm of anterior mediastinum	readcode
27790	B641.11	Chronic lymphatic leukaemia	readcode
27855	B140.00	Malignant neoplasm of rectosigmoid junction	readcode
27897	B143.00	Malignant neoplasm of anus unspecified	readcode
28003	B420.00	Choriocarcinoma	readcode
28059	B560600	Secondary and unspec malig neop of facial lymph nodes	readcode
28069	B505.00	Malignant neoplasm of retina	readcode
28148	B540.00	Malignant neoplasm of adrenal gland	readcode
28163	B13z.00	Malignant neoplasm of colon NOS	readcode
28241	B496.00	Malignant neoplasm of ureteric orifice	readcode
28276	B675.00	Acute myelofibrosis	readcode
28311	B41z.00	Malignant neoplasm of cervix uteri NOS	readcode
28451	B08z.00	Malignant neoplasm of hypopharynx NOS	readcode
28556	B32z.00	Malignant melanoma of skin NOS	readcode
28559	B055z00	Malignant neoplasm of palate NOS	readcode
28639	B627000	Follicular non-Hodgkin's small cleaved cell lymphoma	readcode
28665	B07z.00	Malignant neoplasm of nasopharynx NOS	readcode
28727	B575000	Secondary malignant neoplasm of colon	readcode
28919	B521.00	Malignant neoplasm of cerebral meninges	readcode
29160	B313000	Malignant neoplasm of connective and soft tissue of axilla	readcode
29178	B614.00	"Hodgkin's disease, nodular sclerosis"	readcode
29283	B2zy.00	Malignant neoplasm of other site of respiratory tract	readcode
29462	B4Az.00	Malignant neoplasm of kidney or urinary organs NOS	readcode
29735	B30..12	Osteoma	readcode
29826	B342.00	Malignant neoplasm of upper-inner quadrant of female breast	readcode
29876	B613z00	"Hodgkin's, lymphocytic-histiocytic predominance NOS"	readcode
30165	B18y200	Malignant neoplasm of mesorectum	readcode
30402	B050.11	Malignant neoplasm of buccal mucosa	readcode
30511	B54..00	Malig neop of other endocrine glands and related structures	readcode
30526	Byu5100	"[X]Mesothelioma, unspecified"	readcode
30542	B312300	Malig neop of connective and soft tissue of lower leg	readcode
30632	B67z.00	Other specified leukaemia NOS	readcode
30646	B6y..00	Malignant neoplasm lymphatic or haematopoietic tissue OS	readcode
30700	B10z.00	Malignant neoplasm of oesophagus NOS	readcode
31102	B49z.00	Malignant neoplasm of urinary bladder NOS	readcode
31188	B224.00	"Malignant neoplasm of lower lobe, bronchus or lung"	readcode
31210	B150100	Hepatoblastoma of liver	readcode
31268	B223.00	"Malignant neoplasm of middle lobe, bronchus or lung"	readcode
31324	B626800	Mast cell malignancy of lymph nodes of multiple sites	readcode
31364	B050.00	Malignant neoplasm of cheek mucosa	readcode
31393	B160.11	Carcinoma gallbladder	readcode
31399	B555.00	Malignant neoplasm of lower limb NOS	readcode
31546	B341.00	Malignant neoplasm of central part of female breast	readcode
31573	B23..00	Malignant neoplasm of pleura	readcode
31576	B627B00	Other types of follicular non-Hodgkin's lymphoma	readcode
31586	B64y100	Prolymphocytic leukaemia	readcode
31608	B43y.00	Malignant neoplasm of other site of uterine body	readcode
31700	B222000	Malignant neoplasm of upper lobe bronchus	readcode
31701	B651.11	Chronic granulocytic leukaemia	readcode
31794	B627W00	Unspecified B-cell non-Hodgkin's lymphoma	readcode
32022	B110.00	Malignant neoplasm of cardia of stomach	readcode
32024	B030.00	Malignant neoplasm of upper gum	readcode
32174	B202.00	Malignant neoplasm of maxillary sinus	readcode
32362	B113.00	Malignant neoplasm of fundus of stomach	readcode
32372	B302100	Malignant neoplasm of thoracic vertebra	readcode
32768	B325100	Malignant melanoma of breast	readcode
32955	B41y.00	Malignant neoplasm of other site of cervix	readcode
33333	B62..00	Other malignant neoplasm of lymphoid and histiocytic tissue	readcode
33344	B65z.00	Myeloid leukaemia NOS	readcode
33388	B071000	Malignant neoplasm of adenoid	readcode
33395	B560200	Secondary and unspec malig neop superficial cervical LN	readcode
33444	B221100	Malignant neoplasm of hilus of lung	readcode
33617	B43z.00	Malignant neoplasm of body of uterus NOS	readcode
33833	B301.00	Malignant neoplasm of mandible	readcode
33843	B583.00	Secondary malignant neoplasm of brain and spinal cord	readcode
33871	B122.00	Malignant neoplasm of ileum	readcode
34012	B08..00	Malignant neoplasm of hypopharynx	readcode
34075	B2...00	Malig neop of respiratory tract and intrathoracic organs	readcode
34089	B62y400	Malignant lymphoma NOS of lymph nodes of axilla and arm	readcode
34145	B58y600	Secondary malignant neoplasm of testis	readcode
34259	B325300	Malignant melanoma of groin	readcode
34388	B17z.00	Malignant neoplasm of pancreas NOS	readcode
34409	B010000	Malignant neoplasm of base of tongue dorsal surface	readcode
34451	B31..00	Malignant neoplasm of connective and other soft tissue	readcode
34692	B68y.00	Other leukaemia of unspecified cell type	readcode
34742	B23z.00	Malignant neoplasm of pleura NOS	readcode
34878	B308300	Malignant neoplasm of medial cuneiform	readcode
34926	B625.00	Letterer-Siwe disease	readcode
35014	B622.00	Sezary's disease	readcode
35039	B163.00	"Malignant neoplasm, overlapping lesion of biliary tract"	readcode
35053	B57..00	Secondary malig neop of respiratory and digestive systems	readcode
35113	Byu9.00	[X]Malignant neoplasm of urinary tract	readcode
35180	Byu1.00	[X]Malignant neoplasm of digestive organs	readcode
35186	ByuC.00	"[X]Malignant neoplasm of ill-defined, secondary and unspeci"	readcode
35285	ByuA.00	"[X]Malignant neoplasm of eye, brain and other parts of cent"	readcode
35325	Byu2.00	[X]Malignant neoplasm of respiratory and intrathoracic orga	readcode
35357	B14..00	"Malignant neoplasm of rectum, rectosigmoid junction and anus"	readcode
35364	B576000	Secondary malignant neoplasm of retroperitoneum	readcode
35535	B173.00	Malignant neoplasm of pancreatic duct	readcode
35795	B174.00	Malignant neoplasm of Islets of Langerhans	readcode
35875	B66..00	Monocytic leukaemia	readcode
35963	B492.00	Malignant neoplasm of lateral wall of urinary bladder	readcode
35999	B582200	Secondary malignant neoplasm of skin of neck	readcode
36147	B153.00	Secondary malignant neoplasm of liver	readcode
36161	B012.00	"Malignant neoplasm of tongue, tip and lateral border"	readcode
36200	B575z00	Secondary malig neop of large intestine or rectum NOS	readcode
36325	B470300	Teratoma of undescended testis	readcode
36371	B225.00	Malignant neoplasm of overlapping lesion of bronchus & lung	readcode
36401	B587.00	Secondary malignant neoplasm of adrenal gland	readcode
36495	B161211	Carcinoma common bile duct	readcode
36716	B04z.00	Malignant neoplasm of floor of mouth NOS	readcode
36899	B327800	Malignant melanoma of toe	readcode
36949	B49y.00	Malignant neoplasm of other site of urinary bladder	readcode
37096	B015.00	"Malignant neoplasm of tongue, junctional zone"	readcode
37112	B6...11	Malignant neoplasm of histiocytic tissue	readcode
37182	B63..00	Multiple myeloma and immunoproliferative neoplasms	readcode
37272	B67..00	Other specified leukaemia	readcode
37328	B450.00	Malignant neoplasm of vagina	readcode
37461	B64y200	Adult T-cell leukaemia	readcode
37468	B671.00	Chronic erythraemia	readcode
37516	B054.00	Malignant neoplasm of uvula	readcode
37540	B563000	Secondary and unspec malig neop axillary lymph nodes	readcode
37549	B05z000	Kaposi's sarcoma of palate	readcode
37553	B007.00	"Malignant neoplasm of lip, unspecified"	readcode
37590	B052.00	Malignant neoplasm of hard palate	readcode
37618	B551000	Malignant neoplasm of axilla NOS	readcode
37724	B056.00	Malignant neoplasm of retromolar area	readcode
37805	B213100	Malignant neoplasm of cricoid cartilage	readcode
37810	B220z00	Malignant neoplasm of trachea NOS	readcode
37842	B303000	Malignant neoplasm of rib	readcode
37859	B110z00	Malignant neoplasm of cardia of stomach NOS	readcode
37872	B327400	Malignant melanoma of lower leg	readcode
37916	B05y.00	Malignant neoplasm of other specified mouth parts	readcode
37919	B561000	Secondary and unspec malig neop internal mammary lymph nodes	readcode
37940	B072000	Malignant neoplasm of pharyngeal recess	readcode
38005	B621z00	Mycosis fungoides NOS	readcode
38331	B64yz00	Other lymphoid leukaemia NOS	readcode
38343	B560700	Secondary and unspec malig neop submental lymph nodes	readcode
38475	B34yz00	Malignant neoplasm of other site of female breast NOS	readcode
38488	B013z00	Malignant neoplasm of ventral tongue surface NOS	readcode
38510	B47z.00	Malignant neoplasm of testis NOS	readcode
38689	B325.00	Malignant melanoma of trunk (excluding scrotum)	readcode
38736	B5y..00	Malignant neoplasm of other and unspecified site OS	readcode
38862	B490.00	Malignant neoplasm of trigone of urinary bladder	readcode
38914	B64z.00	Lymphoid leukaemia NOS	readcode
38918	B583100	Secondary malignant neoplasm of spinal cord	readcode
38931	B4y..00	Malignant neoplasm of genitourinary organ OS	readcode
38938	B306z00	"Malignant neoplasm of pelvis, sacrum or coccyx NOS"	readcode
38939	B613.00	"Hodgkin's disease, lymphocytic-histiocytic predominance"	readcode
38961	B22y.00	Malignant neoplasm of other sites of bronchus or lung	readcode
38978	B15z.00	Malignant neoplasm of liver and intrahepatic bile ducts NOS	readcode
39027	ByuC000	[X]Malignant neoplasm of other specified sites	readcode
39084	B0z2.00	Malignant neoplasm of laryngopharynx	readcode
39088	B514.00	Malignant neoplasm of occipital lobe	readcode
39187	B631.00	Plasma cell leukaemia	readcode
39336	B6y1.00	Myelosclerosis with myeloid metaplasia	readcode
39413	B18y500	Malignant neoplasm of pelvic peritoneum	readcode
39430	B0zz.00	"Malignant neoplasm of lip, oral cavity and pharynx NOS"	readcode
39433	B560500	Secondary and unspec malig neop submandibular lymph nodes	readcode
39531	B25..00	"Malig neo, overlapping lesion of heart, mediastinum & pleura"	readcode
39554	B063.00	Malignant neoplasm of vallecula	readcode
39590	B206.00	"Malignant neoplasm, overlapping lesion of accessory sinuses"	readcode
39629	B653100	Granulocytic sarcoma	readcode
39798	B627X00	"Diffuse non-Hodgkin's lymphoma, unspecified"	readcode
39870	B172.00	Malignant neoplasm of tail of pancreas	readcode
39878	B327300	Malignant melanoma of popliteal fossa area	readcode
39897	B081.00	Malignant neoplasm of pyriform sinus	readcode
39899	B542100	Malignant neoplasm of craniopharyngeal duct	readcode
39923	B223100	Malignant neoplasm of middle lobe of lung	readcode
40014	B310100	Malignant neoplasm of soft tissue of face	readcode
40292	B053.00	Malignant neoplasm of soft palate	readcode
40437	B50y.00	Malignant neoplasm of other specified site of eye	readcode
40557	B01z.00	Malignant neoplasm of tongue NOS	readcode
40592	Byu5.00	[X]Malignant neoplasm of mesothelial and soft tissue	readcode
40595	Byu2000	"[X]Malignant neoplasm of bronchus or lung, unspecified"	readcode
40598	Byu7.00	[X]Malignant neoplasm of female genital organs	readcode
40608	ByuB.00	[X]Malignant neoplasm of thyroid and other endocrine glands	readcode
40671	Byu8.00	[X]Malignant neoplasm of male genital organs	readcode
40740	ByuD.00	"[X]Malignant neoplasms of lymphoid, haematopoietic and rela"	readcode
40749	Byu3.00	[X]Malignant neoplasm of bone and articular cartilage	readcode
40810	B171.00	Malignant neoplasm of body of pancreas	readcode
40814	B307200	Malignant neoplasm of tibia	readcode
40966	B306300	Malignant neoplasm of sacral vertebra	readcode
41011	B3z..00	"Malig neop of bone, connective tissue, skin and breast NOS"	readcode
41144	B582300	Secondary malignant neoplasm of skin of trunk	readcode
41215	B111100	Malignant neoplasm of pyloric canal of stomach	readcode
41278	B323000	Malignant melanoma of external surface of cheek	readcode
41362	B101.00	Malignant neoplasm of thoracic oesophagus	readcode
41369	B60..00	Lymphosarcoma and reticulosarcoma	readcode
41490	B327700	Malignant melanoma of foot	readcode
41515	ByuA100	"[X]Malignant neoplasm/central nervous system, unspecified"	readcode
41520	B51z.00	Malignant neoplasm of brain NOS	readcode
41523	B223000	Malignant neoplasm of middle lobe bronchus	readcode
41530	B01y.00	Malignant neoplasm of other sites of tongue	readcode
41571	B495.00	Malignant neoplasm of bladder neck	readcode
41691	B562000	Secondary and unspec malig neop coeliac lymph nodes	readcode
41931	B550100	Malignant neoplasm of cheek NOS	readcode
42012	B494.00	Malignant neoplasm of posterior wall of urinary bladder	readcode
42023	B497.00	Malignant neoplasm of urachus	readcode
42070	B345.00	Malignant neoplasm of lower-outer quadrant of female breast	readcode
42153	B32y.00	Malignant melanoma of other specified skin site	readcode
42193	B115.00	Malignant neoplasm of lesser curve of stomach unspecified	readcode
42218	B55y.00	Malignant neoplasm of other specified sites	readcode
42416	B105.00	Malignant neoplasm of lower third of oesophagus	readcode
42426	B511.00	Malignant neoplasm of frontal lobe	readcode
42460	B543.00	Malignant neoplasm of pineal gland	readcode
42461	B61zz00	Hodgkin's disease NOS	readcode
42539	B670.00	Acute erythraemia and erythroleukaemia	readcode
42566	B224z00	"Malignant neoplasm of lower lobe, bronchus or lung NOS"	readcode
42569	B2zz.00	Malignant neoplasm of respiratory tract NOS	readcode
42579	B62y300	Malignant lymphoma NOS of intra-abdominal lymph nodes	readcode
42714	B327500	Malignant melanoma of ankle	readcode
42856	B200z00	Malignant neoplasm of nasal cavities NOS	readcode
