prodcode	CodingSystem	productname	gemscriptcode
41391	prodcode	Lorazepam 1mg tablets (Arrow Generics Ltd)	66962020
41516	prodcode	Temazepam 10mg Tablet (IVAX Pharmaceuticals UK Ltd)	55860020
41539	prodcode	Zolpidem 10mg tablets (IVAX Pharmaceuticals UK Ltd)	65835020
41542	prodcode	Oxazepam 10mg Tablet (IVAX Pharmaceuticals UK Ltd)	57821020
41562	prodcode	Temazepam 10mg Tablet (Pharmacia Ltd)	53651020
41601	prodcode	Oxazepam 15mg Tablet (IVAX Pharmaceuticals UK Ltd)	57820020
41609	prodcode	Trazodone 50mg capsules (Teva UK Ltd)	62361020
41653	prodcode	Temazepam 20mg Capsule (Hillcross Pharmaceuticals Ltd)	50696020
41696	prodcode	Zolpidem 5mg tablets (Teva UK Ltd)	64484020
41697	prodcode	Zolpidem 5mg tablets (IVAX Pharmaceuticals UK Ltd)	65832020
41709	prodcode	Trazodone 100mg capsules (Teva UK Ltd)	62362020
41710	prodcode	Trazodone 100mg capsules (Zentiva)	62275020
41717	prodcode	Temazepam 20mg tablets (A A H Pharmaceuticals Ltd)	50860020
41718	prodcode	Temazepam 10mg Capsule (Hillcross Pharmaceuticals Ltd)	50695020
42089	prodcode	Zolpidem 10mg Tablet (Winthrop Pharmaceuticals Ltd)	63882020
42814	prodcode	Lorazepam 2.5mg tablets (Genus Pharmaceuticals Ltd)	51444020
43240	prodcode	Buspirone 5mg tablets (Mylan)	77191020
43445	prodcode	Zopiclone 7.5mg tablets (A A H Pharmaceuticals Ltd)	60510020
43560	prodcode	Zolpidem 10mg tablets (Teva UK Ltd)	64487020
45135	prodcode	Diazepam 2mg Tablet (M & A Pharmachem Ltd)	63587020
45254	prodcode	Temazepam 10mg tablets (Actavis UK Ltd)	57123020
45275	prodcode	Buspirone 5mg tablets (Actavis UK Ltd)	61689020
45283	prodcode	Temazepam 10mg tablets (Genus Pharmaceuticals Ltd)	61199020
45353	prodcode	Zopiclone 7.5mg tablets (Sandoz Ltd)	62715020
45829	prodcode	Lorazepam 1mg tablets (Sandoz Ltd)	74808020
46078	prodcode	Temazepam 20mg tablets (Genus Pharmaceuticals Ltd)	61200020
46799	prodcode	Zopiclone 3.75mg/5ml oral solution	479021
46847	prodcode	Buspirone 10mg tablets (Actavis UK Ltd)	61690020
46896	prodcode	Lorazepam 500micrograms/5ml oral solution	445021
46939	prodcode	Temazepam 20mg tablets (Teva UK Ltd)	56303020
46953	prodcode	Nitrazepam 5mg tablets (Ranbaxy (UK) Ltd)	60189020
46964	prodcode	Temazepam 20mg tablets (Actavis UK Ltd)	57124020
48517	prodcode	Lormetazepam 1mg/5ml oral suspension	20436020
49504	prodcode	Buspar 10mg tablets (Lexon (UK) Ltd)	3295020
49589	prodcode	Temazepam 10mg tablets (Sandoz Ltd)	66824020
52022	prodcode	Zimovane 7.5mg tablets (Lexon (UK) Ltd)	39801020
54695	prodcode	Diazepam 10mg Tablet (M & A Pharmachem Ltd)	63597020
55137	prodcode	Trazodone 150mg/5ml oral suspension	34736020
55836	prodcode	Temazepam 10mg/5ml oral solution sugar free (Focus Pharmaceuticals Ltd)	74527020
56551	prodcode	Lorazepam 5mg/5ml oral solution	20432020
56811	prodcode	Temazepam 10mg tablets (F.Maltby & Sons Ltd)	14501021
56927	prodcode	Temazepam 10mg tablets (Ethigen Ltd)	46781020
57226	prodcode	Trazodone 25mg/5ml oral suspension	34744020
57268	prodcode	Lorazepam 2.5mg tablets (Sandoz Ltd)	74813020
57937	prodcode	Zopiclone 3.75mg tablets (Almus Pharmaceuticals Ltd)	71655020
59095	prodcode	Buspirone 5mg tablets (A A H Pharmaceuticals Ltd)	65857020
59170	prodcode	Clomethiazole 192mg capsules (A A H Pharmaceuticals Ltd)	3126020
59640	prodcode	Zopiclone 7.5mg/5ml oral suspension	20950020
59931	prodcode	Trazodone 50mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)	78020020
60825	prodcode	Temazepam 20mg tablets (Sandoz Ltd)	66828020
61443	prodcode	Buspirone 10mg tablets (A A H Pharmaceuticals Ltd)	65862020
61450	prodcode	Lorazepam 1mg tablets (A A H Pharmaceuticals Ltd)	61626020
61657	prodcode	Trazodone 75mg/5ml oral solution	34750020
61886	prodcode	Lorazepam 5mg/5ml oral suspension	20434020
62645	prodcode	Temazepam 20mg Tablet (Lagap)	57271020
63592	prodcode	Zopiclone 7.5mg tablets (Sigma Pharmaceuticals Plc)	3170020
63665	prodcode	Noctamid 0.5mg Tablet (Schering Health Care Ltd)	50738020
63674	prodcode	Temazepam 30mg gel-fill capsules	73174020
64729	prodcode	Lorazepam 1mg tablets (Genesis Pharmaceuticals Ltd)	40522020
64775	prodcode	Nitrazepam 10mg/5ml oral suspension	31061020
64876	prodcode	Lorazepam 2mg/5ml oral suspension	20428020
65152	prodcode	Trazodone 100mg/5ml oral solution	34726020
65190	prodcode	Zolpidem 10mg tablets (Zentiva)	42169020
65637	prodcode	Zopiclone 7.5mg tablets (Phoenix Healthcare Distribution Ltd)	3171020
