prodcode	CodingSystem	productname	gemscriptcode
30375	prodcode	Anafranil 25mg/2ml solution for injection ampoules (Novartis Pharmaceuticals UK Ltd)	61477020
30376	prodcode	Thaden 25mg capsules (Opus Pharmaceuticals Ltd)	84816020
30983	prodcode	Trazodone 150mg tablets (Mylan)	62913020
31168	prodcode	MIRTAZAPINE	!8502180
31824	prodcode	Dosulepin 25mg capsules (IVAX Pharmaceuticals UK Ltd)	53818020
31826	prodcode	Dosulepin 75mg tablets (IVAX Pharmaceuticals UK Ltd)	53817020
32121	prodcode	Dosulepin 75mg tablets (A A H Pharmaceuticals Ltd)	49589020
32401	prodcode	Sertraline 50mg tablets (A A H Pharmaceuticals Ltd)	71725020
32439	prodcode	Amitriptyline 25mg Tablet (Sussex Pharmaceutical Ltd)	48534020
32546	prodcode	Paxoran 10mg Tablet (Ranbaxy (UK) Ltd)	88346020
32848	prodcode	Citalopram 10mg tablets (Actavis UK Ltd)	67890020
32863	prodcode	Imipramine 10mg tablets (Teva UK Ltd)	68803020
32899	prodcode	Paroxetine 20mg tablets (Actavis UK Ltd)	65578020
33071	prodcode	Felicium 20mg capsules (Opus Pharmaceuticals Ltd)	49680020
33074	prodcode	Praminil 10mg Tablet (DDSA Pharmaceuticals Ltd)	59528020
33090	prodcode	Amitriptyline 10mg tablets (A A H Pharmaceuticals Ltd)	48496020
33164	prodcode	Dosulepin 25mg capsules (Sandoz Ltd)	66765020
33337	prodcode	Mirtazapine 45mg tablets (A A H Pharmaceuticals Ltd)	69832020
33410	prodcode	Fluoxetine 20mg capsules (Zentiva)	61616020
33624	prodcode	Amitriptyline 50mg tablets (Teva UK Ltd)	48481020
33720	prodcode	Citalopram 10mg tablets (IVAX Pharmaceuticals UK Ltd)	71225020
33779	prodcode	Prozit 20mg/5ml oral solution (Pinewood Healthcare)	80777020
33978	prodcode	Paroxetine 20mg tablets (Mylan)	66399020
34003	prodcode	Trazodone 50mg capsules (A A H Pharmaceuticals Ltd)	61096020
34046	prodcode	Lofepramine 70mg tablets (A A H Pharmaceuticals Ltd)	59084020
34058	prodcode	Dosulepin 75mg tablets (Teva UK Ltd)	54620020
34107	prodcode	Amitriptyline 50mg tablets (Wockhardt UK Ltd)	48486020
34129	prodcode	Amitriptyline 25mg tablets (Wockhardt UK Ltd)	48485020
34182	prodcode	Amitriptyline 50mg tablets (Kent Pharmaceuticals Ltd)	48518020
34197	prodcode	Amitriptyline 25mg Tablet (Berk Pharmaceuticals Ltd)	48492020
34202	prodcode	Fluoxetine 20mg capsules (Genus Pharmaceuticals Ltd)	61455020
34216	prodcode	Fluoxetine 20mg/5ml oral solution (A A H Pharmaceuticals Ltd)	64717020
34222	prodcode	Imipramine 10mg tablets (Actavis UK Ltd)	49841020
34223	prodcode	Dosulepin 25mg capsules (Teva UK Ltd)	54621020
34224	prodcode	Amitriptyline 25mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)	55686020
34245	prodcode	Clomipramine 25mg capsules (A A H Pharmaceuticals Ltd)	50947020
34251	prodcode	Amitriptyline 50mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)	55687020
34274	prodcode	Amitriptyline 50mg tablets (A A H Pharmaceuticals Ltd)	48498020
34288	prodcode	Fluoxetine 20mg capsules (Mylan)	61409020
34294	prodcode	Fluoxetine 20mg capsules (IVAX Pharmaceuticals UK Ltd)	61167020
34351	prodcode	Paroxetine 20mg tablets (IVAX Pharmaceuticals UK Ltd)	63703020
34355	prodcode	Imipramine 25mg tablets (Actavis UK Ltd)	49842020
34356	prodcode	Citalopram 20mg tablets (A A H Pharmaceuticals Ltd)	65381020
34401	prodcode	Amitriptyline 10mg tablets (Wockhardt UK Ltd)	48484020
34413	prodcode	Citalopram 10mg tablets (Zentiva)	66149020
34415	prodcode	Citalopram 20mg tablets (Mylan)	66454020
34419	prodcode	Paroxetine 20mg tablets (A A H Pharmaceuticals Ltd)	66464020
34421	prodcode	Trazodone 50mg capsules (Zentiva)	62274020
34436	prodcode	Citalopram 10mg tablets (Mylan)	66451020
34456	prodcode	Fluoxetine 20mg capsules (Teva UK Ltd)	61319020
34466	prodcode	Citalopram 40mg tablets (Sandoz Ltd)	65131020
34470	prodcode	Trazodone 150mg tablets (Zentiva)	62276020
34474	prodcode	Amitriptyline 25mg Tablet (Regent Laboratories Ltd)	48528020
34498	prodcode	Citalopram 10mg Tablet (Neo Laboratories Ltd)	65254020
34499	prodcode	Citalopram 10mg tablets (Sandoz Ltd)	65125020
34503	prodcode	Amitriptyline 25mg tablets (IVAX Pharmaceuticals UK Ltd)	48523020
34525	prodcode	Dosulepin 75mg tablets (Mylan)	60465020
34578	prodcode	Lofepramine 70mg tablets (IVAX Pharmaceuticals UK Ltd)	56517020
34580	prodcode	Trazodone 100mg capsules (A A H Pharmaceuticals Ltd)	61097020
34586	prodcode	Citalopram 10mg tablets (A A H Pharmaceuticals Ltd)	65376020
34587	prodcode	Paroxetine 30mg tablets (A A H Pharmaceuticals Ltd)	67650020
34603	prodcode	Citalopram 40mg tablets (Mylan)	66459020
34634	prodcode	Amitriptyline 50mg tablets (Actavis UK Ltd)	48509020
34641	prodcode	Dosulepin 25mg capsules (Sovereign Medical Ltd)	62179020
34643	prodcode	Dosulepin 25mg capsules (Almus Pharmaceuticals Ltd)	68380020
34672	prodcode	Lofepramine 70mg tablets (Sterwin Medicines)	60055020
34722	prodcode	Citalopram 20mg Tablet (Neo Laboratories Ltd)	65257020
34731	prodcode	Amitriptyline 10mg tablets (Kent Pharmaceuticals Ltd)	48516020
34745	prodcode	Dosulepin 25mg capsules (Actavis UK Ltd)	56942020
34782	prodcode	Amitriptyline 25mg tablets (A A H Pharmaceuticals Ltd)	48497020
34813	prodcode	Imipramine 25mg tablets (A A H Pharmaceuticals Ltd)	49846020
34822	prodcode	Citalopram 20mg tablets (Zentiva)	66152020
34849	prodcode	Fluoxetine 20mg capsules (Tillomed Laboratories Ltd)	66273020
34856	prodcode	Fluoxetine 60mg capsules (Mylan)	65464020
34866	prodcode	Clomipramine 10mg capsules (A A H Pharmaceuticals Ltd)	50946020
34871	prodcode	Citalopram 20mg tablets (Actavis UK Ltd)	67893020
34872	prodcode	Imipramine 25mg Tablet (C P Pharmaceuticals Ltd)	49838020
34916	prodcode	Amitriptyline 10mg Tablet (Berk Pharmaceuticals Ltd)	48490020
34950	prodcode	Lofepramine 70mg tablets (Accord Healthcare Ltd)	57022020
34966	prodcode	Citalopram 20mg tablets (Teva UK Ltd)	68045020
34970	prodcode	Citalopram 20mg tablets (Niche Generics Ltd)	66685020
35021	prodcode	Paroxetine 10mg tablets	92043020
35112	prodcode	Seroxat 10mg tablets (GlaxoSmithKline UK Ltd)	93187020
35258	prodcode	Sinepin 25mg capsules (Marlborough Pharmaceuticals Ltd)	92457020
35493	prodcode	Sinepin 50mg capsules (Marlborough Pharmaceuticals Ltd)	92459020
36746	prodcode	Citalopram 40mg tablets (A A H Pharmaceuticals Ltd)	65386020
36893	prodcode	Fluoxetine 20mg/5ml oral solution sugar free	93984020
37256	prodcode	Prozep 20mg/5ml oral solution (Chemidex Pharma Ltd)	93918020
38274	prodcode	Clomipramine 50mg/5ml oral suspension	95021020
38827	prodcode	Triptafen-M tablets (Mercury Pharma Group Ltd)	95533020
38890	prodcode	Fluoxetine 20mg Capsule (Milpharm Ltd)	74425020
39145	prodcode	Nortriptyline 10mg/5ml Liquid	65159020
39359	prodcode	Venlafaxine 75mg modified-release tablets	96445020
39360	prodcode	Venlafaxine 150mg modified-release tablets	96447020
39770	prodcode	Tifaxin XL 75mg capsules (Genus Pharmaceuticals Ltd)	96465020
39809	prodcode	Tifaxin XL 150mg capsules (Genus Pharmaceuticals Ltd)	96467020
40048	prodcode	ViePax XL 75mg tablets (Dexcel-Pharma Ltd)	96449020
40049	prodcode	ViePax XL 150mg tablets (Dexcel-Pharma Ltd)	96451020
40054	prodcode	Venlafaxine 225mg modified-release tablets	96838020
40059	prodcode	Venlalic XL 75mg tablets (Ethypharm UK Ltd)	96834020
40062	prodcode	Venlalic XL 150mg tablets (Ethypharm UK Ltd)	96836020
40092	prodcode	Vensir XL 150mg capsules (Morningside Healthcare Ltd)	96357020
40160	prodcode	Mirtazapine 30mg tablets (Actavis UK Ltd)	68213020
40165	prodcode	Paroxetine 30mg tablets (Actavis UK Ltd)	67575020
40277	prodcode	Vensir XL 75mg capsules (Morningside Healthcare Ltd)	96355020
40295	prodcode	Valdoxan 25mg tablets (Servier Laboratories Ltd)	97030020
40396	prodcode	Amitriptyline 50mg Tablet (Berk Pharmaceuticals Ltd)	48491020
40407	prodcode	Venlalic XL 225mg tablets (Ethypharm UK Ltd)	96841020
40494	prodcode	Agomelatine 25mg tablets	97028020
40514	prodcode	Venaxx XL 150mg capsules (AMCo)	97005020
40515	prodcode	Venaxx XL 75mg capsules (AMCo)	97003020
40517	prodcode	Vexarin XL 150mg capsules (Mylan)	96536020
40726	prodcode	Escitalopram 20mg/ml oral drops sugar free	97169020
40764	prodcode	ViePax 37.5mg tablets (Dexcel-Pharma Ltd)	96439020
40777	prodcode	Doxepin 25mg/5ml oral suspension	96353020
40815	prodcode	Tardcaps XL 75mg capsules (IXL Pharma Ltd)	96329020
40817	prodcode	Tardcaps XL 150mg capsules (IXL Pharma Ltd)	96331020
40892	prodcode	Paroxetine 20mg tablets (Genus Pharmaceuticals Ltd)	69754020
40917	prodcode	ViePax 75mg tablets (Dexcel-Pharma Ltd)	96441020
41033	prodcode	Rodomel XL 75mg capsules (Teva UK Ltd)	96239020
41062	prodcode	Cipralex 20mg/ml oral drops (Lundbeck Ltd)	97171020
41299	prodcode	Politid XL 75mg capsules (Actavis UK Ltd)	96473020
41314	prodcode	Rodomel XL 150mg capsules (Teva UK Ltd)	96241020
41408	prodcode	Imipramine 25mg tablets (Teva UK Ltd)	55369020
41528	prodcode	Citalopram 10mg tablets (Teva UK Ltd)	68042020
41563	prodcode	Clomipramine 25mg capsules (IVAX Pharmaceuticals UK Ltd)	57825020
41597	prodcode	Clomipramine 50mg capsules (IVAX Pharmaceuticals UK Ltd)	57826020
41609	prodcode	Trazodone 50mg capsules (Teva UK Ltd)	62361020
41627	prodcode	Lofepramine 70mg Tablet (Teva UK Ltd)	59282020
41628	prodcode	Clomipramine 10mg capsules (IVAX Pharmaceuticals UK Ltd)	57824020
41654	prodcode	Tranylcypromine 10mg tablets (AMCo)	65266020
41681	prodcode	Imipramine 10mg tablets (A A H Pharmaceuticals Ltd)	49845020
41709	prodcode	Trazodone 100mg capsules (Teva UK Ltd)	62362020
41710	prodcode	Trazodone 100mg capsules (Zentiva)	62275020
41729	prodcode	Amitriptyline 25mg Tablet (Celltech Pharma Europe Ltd)	48502020
41731	prodcode	Isocarboxazid 10mg Tablet (Cambridge Laboratories Ltd)	59180020
41747	prodcode	Moclobemide 150mg tablets (Teva UK Ltd)	63795020
42078	prodcode	Amitriptyline 25mg tablets (Almus Pharmaceuticals Ltd)	70948020
42107	prodcode	Fluoxetine 20mg capsules (Niche Generics Ltd)	61420020
42228	prodcode	Trimipramine 10mg tablets (A A H Pharmaceuticals Ltd)	71733020
42247	prodcode	Imipramine 25mg/5ml oral solution sugar free	97872020
42387	prodcode	Sertraline 50mg tablets (Actavis UK Ltd)	72034020
42394	prodcode	Amitriptyline 25mg Tablet (Crosspharma Ltd)	48513020
42499	prodcode	Fluoxetine 10mg tablets	98001020
42600	prodcode	Vexarin XL 75mg capsules (Mylan)	96534020
42660	prodcode	Citalopram 10mg tablets (Almus Pharmaceuticals Ltd)	71373020
42734	prodcode	Dosulepin 75mg tablets (Almus Pharmaceuticals Ltd)	68383020
42803	prodcode	Fluoxetine 20mg/5ml oral solution (IVAX Pharmaceuticals UK Ltd)	66129020
43024	prodcode	Dosulepin 100mg/5ml oral solution	97461020
43203	prodcode	Venlafaxine 75mg modified-release capsules (Sandoz Ltd)	96614020
43234	prodcode	Mirtazapine 45mg orodispersible tablets (Teva UK Ltd)	74033020
43235	prodcode	Mirtazapine 45mg orodispersible tablets (A A H Pharmaceuticals Ltd)	74708020
43236	prodcode	Mirtazapine 45mg orodispersible tablets (Accord Healthcare Ltd)	74668020
43237	prodcode	Mirtazapine 15mg orodispersible tablets (Teva UK Ltd)	74026020
43239	prodcode	Mirtazapine 15mg tablets (A A H Pharmaceuticals Ltd)	69827020
43241	prodcode	Mirtazapine 15mg orodispersible tablets (Aurobindo Pharma Ltd)	76512020
43242	prodcode	Mirtazapine 15mg tablets (Genus Pharmaceuticals Ltd)	71074020
43246	prodcode	Mirtazapine 15mg orodispersible tablets (Genus Pharmaceuticals Ltd)	74967020
