id	name	active	notes
239920006.0	Adult onset Still's disease (disorder)	y	direct mapping
200936003.0	Lupus erythematosus (disorder)	y	direct mapping
882481000000000.0	Rheumatoid arthritis monitoring telephone invitation (procedure)	y	direct mapping
1961000.0	Chronic polyarticular juvenile rheumatoid arthritis (disorder)	y	direct mapping
164456005.0	On examination - hands-rheumatoid spindling (finding)	y	direct mapping
55464009.0	Systemic lupus erythematosus (disorder)	y	direct mapping
201776007.0	Rheumatoid arthritis of sacroiliac joint (disorder)	y	direct mapping
156370009.0	Psoriatic arthritis (disorder)	y	direct mapping
410797009.0	Juvenile seronegative polyarthritis (disorder)	y	direct mapping
239098009.0	Acropustulosis of infancy (disorder)	y	direct mapping
238605006.0	Psoriatic nail dystrophy (disorder)	y	direct mapping
201781003.0	Rheumatoid arthritis of talonavicular joint (disorder)	y	direct mapping
400054000.0	Rheumatoid vasculitis (disorder)	y	direct mapping
239886003.0	Limited lupus erythematosus (disorder)	y	direct mapping
238927000.0	Chronic discoid lupus erythematosus (disorder)	y	direct mapping
398726004.0	Rheumatoid lung disease (disorder)	y	direct mapping
201770001.0	Rheumatoid arthritis of distal radioulnar joint (disorder)	y	direct mapping
201780002.0	Rheumatoid arthritis of subtalar joint (disorder)	y	direct mapping
201785007.0	Rheumatoid arthritis of interphalangeal joint of toe (disorder)	y	direct mapping
239943002.0	Necrotizing rheumatoid vasculitis (disorder)	y	direct mapping
309762007.0	Systemic lupus erythematosus with pericarditis (disorder)	y	direct mapping
75822003.0	Acute polyarticular juvenile rheumatoid arthritis (disorder)	y	direct mapping
201767000.0	Rheumatoid arthritis of sternoclavicular joint (disorder)	y	direct mapping
239941000.0	Nailfold rheumatoid vasculitis (disorder)	y	direct mapping
201799006.0	Monarticular juvenile rheumatoid arthritis (disorder)	y	direct mapping
9631008.0	Ankylosing spondylitis (disorder)	y	direct mapping
410795001.0	Juvenile rheumatoid arthritis (disorder)	y	direct mapping
15084002.0	Lupus erythematosus profundus (disorder)	y	direct mapping
28880005.0	Rheumatoid carditis (disorder)	y	direct mapping
1083080000000000.0	Rheumatoid arthritis monitoring invitation email (procedure)	y	direct mapping
200941006.0	Lupus erythematosus tumidus (disorder)	y	direct mapping
196138005.0	Lung disease with systemic lupus erythematosus (disorder)	y	direct mapping
275902004.0	Rheumatoid arthritis monitoring (regime/therapy)	y	direct mapping
287008006.0	Rheumatoid arthritis of ankle and/or foot (disorder)	y	direct mapping
193180002.0	Polyneuropathy in rheumatoid arthritis (disorder)	y	direct mapping
200942004.0	Lupus erythematosus unguium mutilans (disorder)	y	direct mapping
239802003.0	Juvenile psoriatic arthritis (disorder)	y	direct mapping
201773004.0	Rheumatoid arthritis of proximal interphalangeal joint of finger (disorder)	y	direct mapping
239812005.0	Psoriatic arthritis with distal interphalangeal joint involvement (disorder)	y	direct mapping
201783000.0	Rheumatoid arthritis of first metatarsophalangeal joint (disorder)	y	direct mapping
882421000000000.0	Rheumatoid arthritis monitoring invitation second letter (procedure)	y	direct mapping
238606007.0	Psoriatic nail pitting (disorder)	y	direct mapping
36402006.0	"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class IV (disorder)"	y	direct mapping
69896004.0	Rheumatoid arthritis (disorder)	y	direct mapping
1067020000000000.0	Rheumatoid arthritis monitoring short message service text message third invitation (procedure)	y	direct mapping
239800006.0	Late onset polyarticular juvenile chronic arthritis (disorder)	y	direct mapping
398640008.0	Rheumatoid pneumoconiosis (disorder)	y	direct mapping
238928005.0	Chilblain lupus erythematosus (disorder)	y	direct mapping
308143008.0	Seropositive erosive rheumatoid arthritis (disorder)	y	direct mapping
201778008.0	Rheumatoid arthritis of tibiofibular joint (disorder)	y	direct mapping
1067010000000000.0	Rheumatoid arthritis monitoring short message service text message second invitation (procedure)	y	direct mapping
200937007.0	Lupus erythematosus chronicus (disorder)	y	direct mapping
201769002.0	Rheumatoid arthritis of elbow (disorder)	y	direct mapping
201775006.0	Rheumatoid arthritis of hip (disorder)	y	direct mapping
33719002.0	Subcutaneous rheumatoid nodule (disorder)	y	direct mapping
201774005.0	Rheumatoid arthritis of distal interphalangeal joint of finger (disorder)	y	direct mapping
399937000.0	Acquired disorder of keratinization (disorder)	y	direct mapping
193248005.0	Myopathy due to disseminated lupus erythematosus (disorder)	y	direct mapping
4676006.0	"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class II (disorder)"	y	direct mapping
239798004.0	Late onset pauciarticular chronic arthritis (disorder)	y	direct mapping
79291003.0	Discoid lupus erythematosus of eyelid (disorder)	y	direct mapping
239887007.0	Systemic lupus erythematosus with organ/system involvement (disorder)	y	direct mapping
3533007.0	Pustular bacterid (disorder)	y	direct mapping
201777003.0	Rheumatoid arthritis of knee (disorder)	y	direct mapping
239942007.0	Systemic rheumatoid vasculitis (disorder)	y	direct mapping
1067000000000000.0	Rheumatoid arthritis monitoring short message service text message first invitation (procedure)	y	direct mapping
1066990000000000.0	Rheumatoid arthritis monitoring invitation by short message service text messaging (procedure)	y	direct mapping
201436003.0	Drug-induced systemic lupus erythematosus (disorder)	y	direct mapping
239799007.0	Early onset polyarticular juvenile chronic arthritis (disorder)	y	direct mapping
287006005.0	Rheumatoid arthritis of multiple joints (disorder)	y	direct mapping
239889005.0	Bullous systemic lupus erythematosus (disorder)	y	direct mapping
847261000000000.0	Rheumatoid arthritis annual review (regime/therapy)	y	direct mapping
239890001.0	Systemic lupus erythematosus with multisystem involvement (disorder)	y	direct mapping
201772009.0	Rheumatoid arthritis of metacarpophalangeal joint (disorder)	y	direct mapping
193250002.0	Myopathy due to rheumatoid arthritis (disorder)	y	direct mapping
239797009.0	Early onset pauciarticular chronic arthritis (disorder)	y	direct mapping
201784006.0	Rheumatoid arthritis of lesser metatarsophalangeal joint (disorder)	y	direct mapping
200940007.0	Lupus erythematosus nodularis (disorder)	y	direct mapping
287007001.0	Rheumatoid arthritis of hand joint (disorder)	y	direct mapping
403500006.0	Discoid lupus erythematosus of hands (disorder)	y	descendant of concept mapped from leaf
95332009.0	Rash of systemic lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
238635004.0	Drug-induced acanthosis nigricans (disorder)	y	descendant of concept mapped from leaf
396227001.0	Acquired palmoplantar keratoderma (disorder)	y	descendant of concept mapped from leaf
10629300000000000.0	Psoriatic arthritis mutilans (disorder)	y	descendant of concept mapped from leaf
402340009.0	Nail dystrophy due to pityriasis rubra pilaris (disorder)	y	descendant of concept mapped from leaf
1073730000000000.0	Rheumatoid arthritis of left knee (disorder)	y	descendant of concept mapped from leaf
295111000000000.0	Nephrotic syndrome co-occurrent and due to systemic lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
22888007.0	Drug-induced lupus erythematosus caused by procainamide (disorder)	y	descendant of concept mapped from leaf
238641006.0	Acquired keratosis follicularis (disorder)	y	descendant of concept mapped from leaf
260046006.0	Dry skin dermatitis (disorder)	y	descendant of concept mapped from leaf
403497000.0	Discoid lupus erythematosus of scalp (disorder)	y	descendant of concept mapped from leaf
403489007.0	"Subacute cutaneous lupus erythematosus, annular/polycyclic type (disorder)"	y	descendant of concept mapped from leaf
200948000.0	Pityriasis rubra (Hebra) (disorder)	y	descendant of concept mapped from leaf
414555007.0	Keratoderma blennorrhagicum (disorder)	y	descendant of concept mapped from leaf
238637007.0	Acanthosis palmaris (disorder)	y	descendant of concept mapped from leaf
403741004.0	Arsenical keratosis (disorder)	y	descendant of concept mapped from leaf
402433007.0	Nailfold/finger-pulp infarcts in rheumatoid disease (disorder)	y	descendant of concept mapped from leaf
403496009.0	Discoid lupus erythematosus of genital mucous membranes (disorder)	y	descendant of concept mapped from leaf
239811003.0	Ankylosing spondylitis with multisystem involvement (disorder)	y	descendant of concept mapped from leaf
239805001.0	Juvenile ankylosing spondylitis (disorder)	y	descendant of concept mapped from leaf
77753005.0	Lupus disease of the lung (disorder)	y	descendant of concept mapped from leaf
1073800000000000.0	Rheumatoid arthritis of right hip (disorder)	y	descendant of concept mapped from leaf
162930007.0	On examination - ankylosing spondylitis chest deformity (disorder)	y	descendant of concept mapped from leaf
403495008.0	Discoid lupus erythematosus of oral mucosa (disorder)	y	descendant of concept mapped from leaf
61458006.0	Drug-induced lupus erythematosus caused by diphenylhydantoin (disorder)	y	descendant of concept mapped from leaf
724767000.0	Chorea co-occurrent and due to systemic lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
399885000.0	Acquired palmoplantar keratosis (disorder)	y	descendant of concept mapped from leaf
238619006.0	Atypical adult pityriasis rubra pilaris (disorder)	y	descendant of concept mapped from leaf
54072008.0	Nonbacterial verrucal endocardiosis (disorder)	y	descendant of concept mapped from leaf
403492006.0	Hypertrophic type discoid lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
201054008.0	Keratoderma climactericum (disorder)	y	descendant of concept mapped from leaf
403513000.0	Lupus erythematosus-associated nail dystrophy (disorder)	y	descendant of concept mapped from leaf
54912002.0	Drug-induced lupus erythematosus caused by hydralazine (disorder)	y	descendant of concept mapped from leaf
239810002.0	Ankylosing spondylitis with organ / system involvement (disorder)	y	descendant of concept mapped from leaf
402426007.0	Rheumatoid nodulosis (disorder)	y	descendant of concept mapped from leaf
403490003.0	"Subacute cutaneous lupus erythematosus, papulosquamous type (disorder)"	y	descendant of concept mapped from leaf
7607008.0	Pericarditis co-occurrent with extraarticular rheumatoid arthritis (disorder)	y	descendant of concept mapped from leaf
403498005.0	Discoid lupus erythematosus of face (disorder)	y	descendant of concept mapped from leaf
143441000000000.0	Rheumatoid arthritis in remission (disorder)	y	descendant of concept mapped from leaf
3755001.0	Pityriasis rubra pilaris (disorder)	y	descendant of concept mapped from leaf
403501005.0	Discoid lupus erythematosus of foot (disorder)	y	descendant of concept mapped from leaf
19682006.0	Lupus hepatitis (disorder)	y	descendant of concept mapped from leaf
402427003.0	Accelerated rheumatoid nodulosis (disorder)	y	descendant of concept mapped from leaf
403502003.0	Disseminated discoid lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
427770001.0	Rheumatoid arthritis of temporomandibular joint (disorder)	y	descendant of concept mapped from leaf
319841000000000.0	Rheumatoid lung disease with rheumatoid arthritis (disorder)	y	descendant of concept mapped from leaf
713225000.0	Gingival disease co-occurrent and due to lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
724781003.0	Demyelination of central nervous system co-occurrent and due to systemic lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
700334001.0	Discoid lupus erythematosus of upper eyelid (disorder)	y	descendant of concept mapped from leaf
723544007.0	Trichodysplasia spinulosa caused by Polyomavirus (disorder)	y	descendant of concept mapped from leaf
403486000.0	Acute systemic lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
402428008.0	Accelerated rheumatoid nodulosis due to methotrexate (disorder)	y	descendant of concept mapped from leaf
410482007.0	Iritis in psoriatic arthritis (disorder)	y	descendant of concept mapped from leaf
238997007.0	Drug-induced ichthyosiform reaction (disorder)	y	descendant of concept mapped from leaf
735600005.0	Rheumatoid arthritis without erosion (disorder)	y	descendant of concept mapped from leaf
400115004.0	Focal acral hyperkeratosis (disorder)	y	descendant of concept mapped from leaf
72129000.0	Acquired acanthosis nigricans (disorder)	y	descendant of concept mapped from leaf
400166009.0	Acquired keratoderma (disorder)	y	descendant of concept mapped from leaf
1073710000000000.0	Rheumatoid arthritis of left hand (disorder)	y	descendant of concept mapped from leaf
445479007.0	Polyarticular juvenile rheumatoid arthritis (disorder)	y	descendant of concept mapped from leaf
399901005.0	Acquired plantar keratoderma (disorder)	y	descendant of concept mapped from leaf
86219005.0	Uveitis-rheumatoid arthritis syndrome (disorder)	y	descendant of concept mapped from leaf
1073720000000000.0	Rheumatoid arthritis of left hip (disorder)	y	descendant of concept mapped from leaf
1073810000000000.0	Rheumatoid arthritis of right knee (disorder)	y	descendant of concept mapped from leaf
95408003.0	Systemic lupus erythematosus arthritis (disorder)	y	descendant of concept mapped from leaf
735599007.0	Erosion of joint surface co-occurrent and due to rheumatoid arthritis (disorder)	y	descendant of concept mapped from leaf
238621001.0	Circumscribed juvenile pityriasis rubra pilaris (disorder)	y	descendant of concept mapped from leaf
129564003.0	Ankylosing spondylarthritis and eye lesions (disorder)	y	descendant of concept mapped from leaf
238622008.0	Atypical juvenile pityriasis rubra pilaris (disorder)	y	descendant of concept mapped from leaf
95334005.0	Senile ichthyosis (disorder)	y	descendant of concept mapped from leaf
707301001.0	Lupus erythematosus of oral mucous membrane (disorder)	y	descendant of concept mapped from leaf
295121000000000.0	Nephrosis co-occurrent and due to systemic lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
295101000000000.0	Nephropathy co-occurrent and due to systemic lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
403491004.0	Erythema multiforme-like lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
238640007.0	Acrokeratosis paraneoplastica of Bazex (disorder)	y	descendant of concept mapped from leaf
201055009.0	Symmetrical keratoderma (disorder)	y	descendant of concept mapped from leaf
410796000.0	Juvenile seropositive polyarthritis (disorder)	y	descendant of concept mapped from leaf
402429000.0	Rheumatoid linear subcutaneous bands (disorder)	y	descendant of concept mapped from leaf
1073790000000000.0	Rheumatoid arthritis of right hand (disorder)	y	descendant of concept mapped from leaf
25380002.0	Pericarditis co-occurrent and due to systemic lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
700269001.0	Discoid lupus erythematosus of lower eyelid (disorder)	y	descendant of concept mapped from leaf
1073820000000000.0	Rheumatoid arthritis of right shoulder (disorder)	y	descendant of concept mapped from leaf
399923009.0	Rheumatoid arteritis (disorder)	y	descendant of concept mapped from leaf
239806000.0	Juvenile spondyloarthropathy (disorder)	y	descendant of concept mapped from leaf
698694005.0	Systemic lupus erythematosus in remission (disorder)	y	descendant of concept mapped from leaf
403493001.0	Rosaceous type discoid lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
238620000.0	Classical juvenile pityriasis rubra pilaris (disorder)	y	descendant of concept mapped from leaf
8691004.0	Acquired ichthyosis (disorder)	y	descendant of concept mapped from leaf
11055200000000000.0	Seropositive rheumatoid arthritis of multiple joints (disorder)	y	descendant of concept mapped from leaf
702617007.0	Acute generalized exanthematous pustulosis (disorder)	y	descendant of concept mapped from leaf
80258006.0	Drug-induced lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
238636003.0	Malignant acanthosis nigricans (disorder)	y	descendant of concept mapped from leaf
403488004.0	Systemic lupus erythematosus of childhood (disorder)	y	descendant of concept mapped from leaf
1151000000000.0	Acquired keratosis pilaris (disorder)	y	descendant of concept mapped from leaf
9859006.0	Type 2 diabetes mellitus with acanthosis nigricans (disorder)	y	descendant of concept mapped from leaf
403487009.0	Fulminating systemic lupus erythematosus (disorder)	y	descendant of concept mapped from leaf
238618003.0	Classical adult pityriasis rubra pilaris (disorder)	y	descendant of concept mapped from leaf
429192004.0	Rheumatoid arthritis of foot (disorder)	y	descendant of concept mapped from leaf
403494007.0	Discoid lupus erythematosus of mucous membranes (disorder)	y	descendant of concept mapped from leaf
1073740000000000.0	Rheumatoid arthritis of left shoulder (disorder)	y	descendant of concept mapped from leaf
52661003.0	Extra-articular rheumatoid process (disorder)	y	descendant of concept mapped from leaf
403499002.0	Discoid lupus erythematosus of lip (disorder)	y	descendant of concept mapped from leaf
409421000000000.0	[X]Other forms of systemic lupus erythematosus (disorder)	n	via Query Table
471971000000000.0	"[X]Seropositive rheumatoid arthritis, unspecified"	n	via Query Table
882411000000000.0	Rheumatoid arthritis monitoring invitation first letter 	n	via Query Table
203746006.0	"[X]Seropositive rheumatoid arthritis, unspecified (disorder)"	n	via Query Table
656671000000000.0	Juvenile rheumatoid arthritis NOS (disorder)	n	via Query Table
882471000000000.0	Rheumatoid arthritis monitoring verbal invitation 	n	via Query Table
431621000000000.0	[X]Other psoriatic arthropathies (disorder)	n	via Query Table
509441000000000.0	Poikiloderma vasculare atrophicans (disorder)	n	via Query Table
758321000000000.0	Cerebral lupus	n	via Query Table
85207007.0	Bacterid (disorder)	n	via Query Table
803971000000000.0	Impetigo herpetiformis (disorder)	n	via Query Table
882491000000000.0	Rheumatoid monitoring telephone invitation 	n	via Query Table
471921000000000.0	[X]Other local lupus erythematosus (disorder)	n	via Query Table
603341000000000.0	Acquired keratoderma NOS (disorder)	n	via Query Table
425481000000000.0	[X]Other specified rheumatoid arthritis (disorder)	n	via Query Table
778321000000000.0	Asteatotic eczema	n	via Query Table
856181000000000.0	Rheumatoid arthritis annual review	n	via Query Table
292681000000000.0	Neonatal lupus erythematosus	n	via Query Table
414821000000000.0	"[X]Seropositive rheumatoid arthritis, unspecified (disorder)"	n	via Query Table
882451000000000.0	Rheumatoid arthritis monitoring invitation third lettter 	n	via Query Table
408751000000000.0	[X]Other seropositive rheumatoid arthritis (disorder)	n	via Query Table
882431000000000.0	Rheumatoid arthritis monitoring invitation second letter 	n	via Query Table
882331000000000.0	Rheumatoid arthritis monitoring invitation 	n	via Query Table
425091000000000.0	[X]Rheumatoid arthritis with involvement of other organs or systems (disorder)	n	via Query Table
52665007.0	Reiter's disease of the skin (disorder)	n	via Query Table
