readcode	Description
m45a.00	*FUCIDIN-H gel 30g
m45b.00	*FUCIDIN-H ointment 15g
m45c.00	*FUCIDIN-H ointment 30g
m45d.00	*GENTISONE HC cream 15g
m45e.00	*GENTISONE HC ointment 15g
m45f.00	*GREGODERM ointment 4g
m45g.00	*GREGODERM ointment 15g
m45h.00	*HYDRODERM ointment
m45i.00	*NYBADEX ointment
m45j.00	*NYSTAFORM-HC 0.5% cream 15g
m45k.00	NYSTAFORM-HC 0.5% cream 30g
m45l.00	NYSTAFORM-HC 1% ointment 30g
m45m.00	*QUINOCORT cream 30g
m45n.00	*TERRA-CORTRIL ointment 15g
m45o.00	TERRA-CORTRIL ointment 30g
m45p.00	*TERRA-CORTRIL spray 30mL
m45q.00	*TERRA-CORTRIL spray 60mL
m45r.00	TERRA-CORTRIL NYSTATIN cream 30g
m45s.00	TIMODINE cream 30g
m45t.00	VIOFORM-HYDROCORTISONE cream 30g
m45u.00	VIOFORM-HYDROCORTISONE ointment 30g
m45v.00	DAKTACORT ointment 30g
m45w.00	CANESTEN HYDROCORTISONE cream 15g
m45x.00	HYDROCORTISONE+NEOMYCIN 1%/0.5% ointment
m45y.00	HYDROCORTISONE+NEOMYCIN 1%/0.5% cream
m46..00	ALCLOMETASONE DIPROPIONATE
m461.00	*MODRASONE 0.05% cream 15g
m462.00	MODRASONE 0.05% cream 50g
m463.00	*MODRASONE 0.05% ointment 15g
m464.00	*MODRASONE 0.05% ointment 50g
m46y.00	ALCLOMETASONE DIPROPIONATE 0.05% cream
m46z.00	ALCLOMETASONE DIPROPIONATE 0.05% ointment
m47..00	BECLOMETASONE DIPROP [SKIN]
m47..11	BECLOMETHASONE DIPROP [SKIN]
m471.00	*PROPADERM 0.025% cream 15g
m472.00	*PROPADERM 0.025% cream 50g
m473.00	*PROPADERM 0.025% ointment 15g
m474.00	*PROPADERM 0.025% ointment 50g
m475.00	PROPADERM A 0.025% ointment 15g
m476.00	PROPADERM A 0.025% ointment 50g
m477.00	*PROPADERM C 0.025% cream
m478.00	*PROPADERM C 0.025% ointment
m479.00	*PROPADERM 0.025% cream 30g
m47a.00	*PROPADERM 0.025% ointment 30g
m47b.00	*PROPADERM A ointment 30g
m47c.00	*PROPADERM A cream 30g
m47y.00	*BECLOMETASONE 0.025% cream
m47y.11	*BECLOMETHASONE 0.025% cream
m47z.00	*BECLOMETASONE 0.025% ointment
m47z.11	*BECLOMETHASONE 0.025% ointmen
m481.00	*BETNOVATE 0.1% cream 15g
m482.00	BETNOVATE 0.1% cream 30g
m483.00	BETNOVATE 0.1% cream 100g
m484.00	*BETNOVATE 0.1% ointment 15g
m485.00	BETNOVATE 0.1% ointment 30g
m486.00	BETNOVATE 0.1% ointment 100g
m487.00	BETNOVATE 0.1% lotion 100mL
m488.00	BETNOVATE 0.1% scalp application 30mL
m489.00	BETNOVATE 0.1% scalp application 100mL
m48A.00	BETACAP scalp application
m48B.00	BETAMETHASONE VALERATE 0.12% foam
m48C.00	BETTAMOUSSE 0.12% foam 100g
m48D.00	BETESIL 2.25mg medicated plasters
m48E.00	BETAMETHASONE VALERATE 2.25mg medicated plasters
m48F.00	AUDAVATE RD 0.025% cream 100g
m48G.00	AUDAVATE RD 0.025% ointment 100g
m48a.00	BETNOVATE RD 0.025% cream 100g
m48b.00	BETNOVATE RD 0.025% ointment 100g
m48c.00	DIPROSALIC 0.05% ointment 30g
m48d.00	DIPROSALIC 0.05% ointment 100g
m48e.00	DIPROSALIC 0.05% scalp application 30mL
m48f.00	DIPROSALIC 0.05% scalp application 100mL
m48g.00	DIPROSONE 0.05% cream 30g
m48h.00	DIPROSONE 0.05% cream 100g
m48i.00	DIPROSONE 0.05% ointment 30g
m48j.00	DIPROSONE 0.05% ointment 100g
m48k.00	DIPROSONE 0.05% lotion 30mL
m48l.00	DIPROSONE 0.05% lotion 100mL
m48m.00	BETAMETHASONE 0.025% cream
m48n.00	BETAMETHASONE 0.025% ointment
m48o.00	BETAMETHASONE 0.1% scalp application
m48p.00	BETNOVATE 0.1% pump cream 100g
m48q.00	BETAMETHASONE 0.1% cream
m48r.00	BETAMETHASONE 0.1% ointment
m48s.00	BETAMETHASONE 0.1% lotion
m48t.00	BETNOVATE 0.1% pump ointment 100g
m48z.00	VIPSOGAL ointment
m491.00	*BETNOVATE C 0.1% cream 15g
m492.00	*BETNOVATE-C 0.1% cream 30g
m493.00	*BETNOVATE C 0.1% ointment 15g
m494.00	*BETNOVATE-C 0.1% ointment 30g
m495.00	*BETNOVATE N 0.1% cream 15g
m496.00	*BETNOVATE-N 0.1% cream 30g
m497.00	*BETNOVATE-N 0.1% cream 100g
m498.00	*BETNOVATE N 0.1% ointment 15g
m499.00	*BETNOVATE-N 0.1% ointment 30g
m49a.00	BETNOVATE-N 0.1% ointment 100g
m49b.00	*BETNOVATE-N 0.1% lotion
m49c.00	*FUCIBET cream 15g
m49d.00	FUCIBET cream 30g
m49e.00	FUCIBET cream 60g
m49f.00	FUCIBET LIPID cream 30g
m49r.00	BETAMETHASONE+NEOMYCIN 0.1%/0.5% ointment
m49s.00	BETAMETHASONE+NEOMYCIN 0.1%/0.5% cream
m49t.00	BETAMETHASONE+CLIOQUINOL 0.1%/3% cream
m49u.00	BETAMETHASONE+CLIOQUINOL 0.1%/3% ointment
m49v.00	BETAMETHASONE+FUCIDIC ACID 0.1%/2% cream
m49w.00	BETAMETHASONE+NEOMYCIN SULPHATE 0.1%/0.5% ointment
m49x.00	BETAMETHASONE+NEOMYCIN SULPHATE 0.1%/0.5% cream
m49y.00	BETAMETHASONE+CLIOQUINOL 0.1%/3% ointment
m49z.00	BETAMETHASONE+CLIOQUINOL 0.1%/3% cream
m4a..00	CLOBETASOL PROPIONATE
m4a1.00	DERMOVATE 0.05% cream 30g
m4a2.00	DERMOVATE 0.05% cream 100g
m4a3.00	DERMOVATE 0.05% ointment 30g
m4a4.00	DERMOVATE 0.05% ointment 100g
m4a5.00	DERMOVATE 0.25% scalp application 25mL
m4a6.00	DERMOVATE 0.05% scalp application 100mL
m4a7.00	*DERMOVATE-NN 0.05% cream 30g
m4a8.00	DERMOVATE-NN 0.05% ointment 30g
m4a9.00	CLOBETASOL 0.05% cream 30g
m4aa.00	CLOBETASOL 0.05% cream 100g
m4ab.00	CLOBETASOL 0.05% ointment 30g
m4ac.00	CLOBETASOL 0.05% ointment 100g
m4ad.00	CLOBETASOL 0.05% scalp application 25mL
m4ae.00	CLOBETASOL 0.05% scalp application 100mL
m4af.00	DERMOVATE 0.05% scalp application 30mL
m4ag.00	CLARELUX 500micrograms/g foam 100g
m4ah.00	ETRIVEX 500micrograms/g shampoo 125mL
m4ai.00	CLOBADERM 0.05% cream 30g
m4aj.00	CLOBADERM 0.05% cream 100g
m4ak.00	CLOBADERM 0.05% ointment 30g
m4al.00	CLOBADERM 0.05% ointment 100g
m4aw.00	CLOBETASOL 500micrograms/g shampoo 125mL
m4ax.00	CLOBETASOL scalp application 100mL
m4ay.00	CLOBETASOL scalp application 100g
m4az.00	CLOBETASOL 500micrograms/g foam 100g
m4b..00	CLOBETASONE BUTYRATE [SKIN]
m4b1.00	EUMOVATE 0.05% cream 30g
m4b2.00	EUMOVATE 0.05% cream 100g
m4b3.00	EUMOVATE 0.05% ointment 30g
m4b4.00	EUMOVATE 0.05% ointment 100g
m4b5.00	TRIMOVATE cream 30g
m4b6.00	*TRIMOVATE ointment 30g
m4b7.00	EUMOVATE 0.05% cream 15g
m4by.00	CLOBETASONE 0.05% cream
m4bz.00	CLOBETASONE 0.05% ointment
m4c..00	*DESONIDE
m4c1.00	*TRIDESILON 0.05% cream 15g
m4c2.00	*TRIDESILON 0.05% cream
m4c3.00	*TRIDESILON 0.05% ointment
m4cy.00	*DESONIDE 0.05% cream
m4cz.00	*DESONIDE 0.05% ointment
m4d..00	DESOXIMETASONE
m4d..11	DESOXYMETHASONE
m4d1.00	*STIEDEX 0.25% oily cream 30g
m4d2.00	STIEDEX LP 0.05% oily cream 30g
m4d3.00	*STIEDEX LPN oily cream 15g
m4d4.00	*STIEDEX 0.25% lotion 50mL
m4d5.00	STIEDEX LP 0.05% oily cream 100g
m4dy.00	DESOXYMETHASONE 0.25% oily cream
m4dz.00	DESOXIMETASONE 0.05% oily cream
m4dz.11	DESOXYMETHASONE 0.05% oily cream
m4e..00	DIFLUCORTOLONE VALERATE
m4e1.00	NERISONE 0.1% cream 30g
m4e2.00	NERISONE 0.1% oily cream 30g
m4e3.00	NERISONE 0.1% ointment 30g
m4e4.00	NERISONE FORTE 0.3% oily cream 15g
m4e5.00	NERISONE FORTE 0.3% ointment 15g
m4e6.00	*TEMETEX 0.1% cream
m4e7.00	*TEMETEX 0.1% fatty ointment
m4e8.00	*TEMETEX 0.1% ointment
m4eu.00	DIFLUCORTOLONE VALERATE 0.1% cream
m4ev.00	DIFLUCORTOLONE VALERATE 0.1% oily cream
m4ew.00	DIFLUCORTOLONE VALERATE 0.1% ointment
m4ex.00	DIFLUCORTOLONE VALERATE 0.3% oily cream
m4ey.00	DIFLUCORTOLONE VALERATE 0.3% ointment
m4ez.00	DIFLUCORTOLONE VALERATE 0.1% fatty ointment
m4f1.00	*TOPILAR 0.025% cream 30g
m4f2.00	*TOPILAR 0.025% cream 100g
m4f3.00	*TOPILAR 0.025% ointment 30g
m4f4.00	*TOPILAR 0.025% ointment 100g
m4fy.00	FLUCLOROLONE ACETONIDE 0.025% cream
m4fz.00	FLUCLOROLONE ACETONIDE 0.025% ointment
m4g1.00	*SYNALAR 0.025% cream 15g
m4g2.00	SYNALAR 0.025% cream 30g
m4g3.00	*SYNALAR 0.025% cream 50g
m4g4.00	SYNALAR 0.025% gel 30g
m4g5.00	*SYNALAR 0.025% ointment 15g
m4g6.00	SYNALAR 0.025% ointment 30g
m4g7.00	*SYNALAR 0.025% ointment 50g
m4g8.00	SYNALAR 1:4 cream 50g
m4g9.00	SYNALAR 1:10 cream 50g
m4ga.00	*SYNANDONE 0.01% cream
m4gb.00	*SYNANDONE 0.01% ointment
m4gc.00	SYNALAR C 0.025% cream 15g
m4gd.00	SYNALAR C 0.025% ointment 15g
m4ge.00	*SYNALAR N 0.025% cream 15g
m4gf.00	SYNALAR N 0.025% cream 30g
m4gg.00	*SYNALAR N 0.025% ointment 15g
m4gh.00	SYNALAR N 0.025% ointment 30g
m4gi.00	SYNALAR 1:4 ointment 50g
m4gj.00	SYNALAR 0.025% gel 60g
m4go.00	FLUOCINOLONE ACETONIDE+CLIOQUINOL 0.025%/3% cream
m4gp.00	FLUOCINOLONE ACETONIDE+CLIOQUINOL 0.025%/3% ointment
m4gq.00	FLUOCINOLONE ACETONIDE+NEOMYCIN SULFATE 0.025%/0.5% cream
m4gq.11	FLUOCINOLONE ACETONIDE+NEOMYCIN SULPHATE 0.025%/0.5% cream
m4gr.00	FLUOCINOLONE ACETONIDE+NEOMYCIN SULFATE 0.025%/0.5% ointment
m4gr.11	FLUOCINOLONE ACETONIDE+NEOMYCIN SULPHATE 0.025%/0.5% ointment
m4gs.00	FLUOCINOLONE ACETONIDE 0.00625% ointment
m4gt.00	FLUOCINOLONE ACETONIDE 0.025% gel
m4gu.00	FLUOCINOLONE ACETONIDE 0.025% ointment
m4gv.00	FLUOCINOLONE ACETONIDE 0.00625% cream
m4gw.00	FLUOCINOLONE ACETONIDE 0.0025% cream
m4gx.00	FLUOCINOLONE ACETONIDE 0.01% cream
m4gy.00	FLUOCINOLONE ACETONIDE 0.01% ointment
m4gz.00	FLUOCINOLONE ACETONIDE 0.025% cream
m4h1.00	METOSYN 0.05% cream 25g
m4h2.00	METOSYN 0.05% cream 100g
m4h3.00	METOSYN 0.05% ointment 25g
m4h4.00	METOSYN 0.05% ointment 100g
m4h5.00	METOSYN 0.05% scalp application 30mL
m4hx.00	FLUOCINONIDE 0.05% cream
m4hy.00	FLUOCINONIDE 0.05% ointment
m4hz.00	FLUOCINONIDE 0.05% scalp application
m4i1.00	*ULTRADIL cream 50g
m4i2.00	*ULTRADIL plain cream 100g
m4i3.00	*ULTRADIL ointment 50g
m4i4.00	*ULTRADIL plain ointment 100g
m4i5.00	*ULTRALANUM plain cream 30g
m4i6.00	*ULTRALANUM cream 50g
m4i7.00	*ULTRALANUM plain ointment 30g
m4i8.00	*ULTRALANUM ointment 50g
m4i9.00	*FLUOCORTOLONE 0.2% cream
m4ia.00	*FLUOCORTOLONE 0.2% ointment
m4ib.00	FLUOCORTOLONE 0.5% cream
m4ic.00	FLUOCORTOLONE 0.5% ointment
m4id.00	*ULTRADIL PLAIN ointment 50g
m4ie.00	*ULTRADIL PLAIN cream 50g
m4if.00	ULTRALANUM PLAIN cream 50g
m4ig.00	ULTRALANUM PLAIN ointment 50g
m4j1.00	HAELAN 0.0125% cream 60g
m4j2.00	HAELAN 0.0125% ointment 60g
m4j3.00	*HAELAN-X 0.05% cream 15g
m4j4.00	*HAELAN-X 0.05% ointment 15g
m4j5.00	*HAELAN-C 0.0125% cream 30g
m4j6.00	*HAELAN-C 0.0125% ointment 30g
m4j7.00	HAELAN 4micrograms/square centimetre 7.5cmx50cm tape
m4j8.00	HAELAN 4micrograms/square centimetre 7.5cmx200cm tape
m4ju.00	FLUDROXYCORTIDE 4micrograms/square centimetre 7.5x200cm tape
m4jv.00	FLUDROXYCORTIDE 4micrograms/square centimetre 7.5x50cm tape
m4jw.00	FLUDROXYCORTIDE 0.0125% cream
m4jw.11	FLURANDRENOLONE 0.0125% cream
m4jx.00	FLUDROXYCORTIDE 0.0125% ointment
m4jx.11	FLURANDRENOLONE 0.0125% ointment
m4jy.00	*FLURANDRENOLONE 0.05% cream
m4jz.00	FLURANDRENOLONE 0.05% ointment
m4k..00	HALCINONIDE
m4k1.00	HALCIDERM TOPICAL 0.1% cream 30g
m4kz.00	*HALCINONIDE 0.1% cream
m4l1.00	LOCOID 0.1% cream 30g
m4l2.00	LOCOID 0.1% cream 100g
m4l3.00	LOCOID LIPOCREAM 0.1% cream 30g
m4l4.00	LOCOID 0.1% ointment 30g
m4l5.00	LOCOID 0.1% ointment 100g
m4l6.00	*LOCOID 0.1% scalp lotion 30mL
m4l7.00	LOCOID 0.1% scalp lotion 100mL
m4l8.00	*LOCOID C 0.1% cream 30g
m4l9.00	*LOCOID C 0.1% ointment 30g
m4la.00	LOCOID LIPOCREAM 0.1% cream 100g
m4lb.00	LOCOID CRELO 0.1% emulsion
m4lt.00	HYDROCORTISONE BUTYRATE 0.1% emulsion
m4lw.00	HYDROCORTISONE BUTYRATE 0.1% cream
m4lx.00	HYDROCORTISONE BUTYRATE 0.1% lipocream
m4ly.00	HYDROCORTISONE BUTYRATE 0.1% ointment
m4lz.00	HYDROCORTISONE BUTYRATE 0.1% scalp lotion
m4m..11	METHYLPREDNIS ACETATE [SKIN]
m4m1.00	*NEO-MEDRONE 0.25% cream 15g
m4my.00	METHYLPREDNISOLONE/NEOMYCIN 0.25/0.5% cream 15g
m4mz.00	METHYLPREDNISOLONE ACET 0.25% cream
m4n..00	TRIAMCINOLONE ACETONIDE [SKIN]
m4n1.00	*ADCORTYL 0.1% cream 30g
m4n2.00	*ADCORTYL 0.1% ointment 30g
m4n3.00	*LEDERCORT 0.1% cream 15g
m4n4.00	*LEDERCORT 0.1% cream 250g
m4n5.00	*LEDERCORT 0.1% ointment 15g
m4n6.00	*LEDERCORT 0.1% ointment 250g
m4n7.00	*ADCORTYL+GRANEODIN cream 25g
m4n8.00	*ADCORTYL+GRANEODIN ointment
m4n9.00	*AUREOCORT cream 15g
m4na.00	AUREOCORT ointment 15g
m4nb.00	*NYSTADERMAL cream 15g
m4nc.00	*SILDERM cream
m4nd.00	*TRI-ADCORTYL cream 15g
m4ne.00	*TRI-ADCORTYL cream 30g
m4nf.00	*TRI-ADCORTYL ointment 15g
m4ng.00	*TRI-ADCORTYL ointment 30g
m4nv.00	TRIAMCINOLONE ACETONIDE+CHLORTETRACYCLINE HYDROCHLORIDE 0.1/3% ointment
m4ny.00	TRIAMCINOLONE ACETONIDE 0.1% ointment
m4nz.00	TRIAMCINOLONE ACETONIDE 0.1% cream
m4o..00	BUDESONIDE TOPICAL
m4o1.00	*BUDESONIDE 0.025% cream 30g
m4o2.00	*BUDESONIDE 0.025% cream 100g
m4o3.00	BUDESONIDE 0.025% ointment 30g
m4o4.00	BUDESONIDE 0.025% ointment 100g
m4o5.00	*PREFERID 0.025% cream 30g
m4o6.00	*PREFERID 0.025% cream 100g
m4o7.00	*PREFERID 0.025% ointment 30g
m4o8.00	*PREFERID 0.025% ointment 100g
m4p..00	HYDROCORTISONE ACETATE [TOPICAL]
m4p1.00	*HYDROCAL 1% cream
m4q..00	MOMETASONE FUROATE [TOPICAL]
m4q1.00	ELOCON cream 30g
m4q2.00	ELOCON lotion 30mL
m4q2.11	ELOCON scalp lotion 30mL
m4q3.00	ELOCON ointment 30g
m4q4.00	MOMETASONE FUROATE 0.1% cream 30g
m4q5.00	MOMETASONE FUROATE 0.1% lotion 30mL
m4q6.00	MOMETASONE FUROATE 0.1% ointment 30g
m4q7.00	MOMETASONE FUROATE 0.1% cream
m4q8.00	MOMETASONE FUROATE 0.1% ointment
m4q9.00	MOMETASONE FUROATE 0.1% lotion
m4qA.00	ELOCON cream 100g
m4qB.00	ELOCON ointment 100g
m4r..00	FLUTICASONE PROPIONATE[SKIN]
m4r1.00	CUTIVATE 0.05% cream
m4r2.00	FLUTICASONE PROPIONATE 0.05% cream
m4r3.00	CUTIVATE 0.05% cream 15g
m4r4.00	*CUTIVATE 0.05% cream 50g
m4r5.00	FLUTICASONE PROPIONATE 0.005% ointment
m4r6.00	CUTIVATE 0.005% ointment
m4r7.00	CUTIVATE 0.005% ointment 15g
m4r8.00	*CUTIVATE 0.005% ointment 50g
m4r9.00	CUTIVATE 0.005% ointment 30g
m4rA.00	CUTIVATE 0.05% cream 30g
m4s..00	MOMETASONE FUROATE MONOHYDRATE
m5...00	PSORIASIS AND ECZEMA PREPARATIONS
m51..00	COAL TAR
m511.00	CALAMINE AND COAL TAR ointment
m512.00	COAL TAR+SALICYLIC ACID ointment
m513.00	COAL TAR 10% paint
m514.00	COAL TAR 7.5% paste
m515.00	ZINC AND COAL TAR paste
m516.00	*ALPHOSYL cream 100g
m517.00	*ALPHOSYL lotion 250mL
m518.00	*CARBO-DOME 10% cream 30g
m519.00	*CARBO-DOME 10% cream 100g
m51A.00	COAL TAR BPC ointment
m51B.00	*TARCORTIN cream 100g
m51C.00	*CLINITAR 1% cream 100g
m51E.00	BALNEUM WITH TAR bath oil 200mL
m51F.00	*PIXOL bath+shower gel
m51G.00	BALTAR 1.5% scalp application 200mL
m51H.00	COAL TAR 1% lotion
m51I.00	EXOREX lotion 100mL
m51L.00	EXOREX lotion 250mL
m51R.00	COAL TAR 40% bath emulsion
m51T.00	*PSORIGEL 7.5% gel 100g
m51a.00	*CLINITAR 1% cream 60g
m51b.00	*CLINITAR 2.5% gel 40g
m51c.00	*GELCOTAR gel 50g
m51d.00	*GELCOTAR gel 500g
m51e.00	*MEDITAR 5% wax stick x1
m51f.00	*PRAGMATAR cream 25g
m51g.00	PSORIDERM cream 225mL
m51h.00	*PSORIGEL 7.5% gel 90g
m51i.00	*ZINC PASTE + COAL TAR bandage
m51j.00	*COLTAPASTE 7.5cmx6m bandage
m51k.00	*TARBAND bandage
m51l.00	COAL TAR 20% solution
m51m.00	*POLYTAR emollient 350mL
m51n.00	PSORIDERM 40% bath emulsion 200mL
m51o.00	*ALPHOSYL HC cream 30g
m51p.00	*ALPHOSYL HC cream 45g
m51q.00	*CARBO-CORT cream 30g
m51r.00	*TARCORTIN cream 30g
m51s.00	*TARCORTIN cream 45g
m51t.00	*GELCOSAL 5% gel 50g
m51u.00	BALTAR 1.5% scalp application 225mL
m51v.00	BALTAR 1.5% scalp application 500mL
m51w.00	BALNEUM WITH TAR bath oil 225mL
m51x.00	*PRAGMATAR cream 100g
m51y.00	*POLYTAR emollient 1L
m51z.00	*ALPHOSYL HC cream 100g
m52..00	*BUFEXAMAC
m521.00	*PARFENAC 5% cream 15g
m522.00	*PARFENAC 5% cream 30g
m52z.00	*BUFEXAMAC 5% cream
m53..00	DITHRANOL
m531.00	DITHRANOL ointment
m532.00	*DITHRANOL WEAK 0.1% paste
m532.11	*LASSAR'S WEAK PASTE
m533.00	*DITHRANOL STRONG 1% paste
m533.11	*LASSAR'S STRONG PASTE
m534.00	*ANTHRANOL 0.4% ointment 50g
m535.00	*ANTHRANOL 1% ointment 50g
m536.00	*ANTHRANOL 2% ointment 50g
m537.00	*ANTRADERM MILD 0.5% wax stick
m538.00	*ANTRADERM 1% waxstick x1
m539.00	ANTRADERM FORTE 2% waxstick x1
m53A.00	PSORIN scalp gel
m53B.00	DITHRANOL+SALICYLIC ACID 0.25%/1.6% scalp gel
m53C.00	DITHRANOL+SALICYLIC ACID+COAL TAR 0.11%/1.6%/1% ointment
m53F.00	DITHRANOL+SALICYLIC ACID 0.5%/0.5% ointment
m53a.00	DITHROCREAM 0.1% cream 50g
m53b.00	DITHROCREAM 0.25% cream 50g
m53c.00	DITHROCREAM FORTE 0.5% cream 50g
m53d.00	DITHROCREAM HP 1% cream 50g
m53e.00	*DITHROLAN ointment 90g
m53f.00	*PSORADRATE 0.1% cream 30g
m53g.00	*PSORADRATE 0.1% cream 100g
m53h.00	*PSORADRATE 0.2% cream 30g
m53i.00	*PSORADRATE 0.2% cream 100g
m53j.00	*PSORADRATE 0.4% cream 100g
m53k.00	PSORIN ointment 25g
m53l.00	PSORIN ointment 50g
m53m.00	PSORIN ointment 100g
m53n.00	DITHROCREAM 2% cream 50g
m53o.00	*ALPHODITH 0.4% ointment 50g
m53p.00	*ALPHODITH 1% ointment 50g
