ctv3id	Description
m42B.	Hydrocortisone 2.5% ointment 30g
m42C.	Hydrocortisone 2.5% ointment 50g
m42D.	HYDROCORTISONE 1% ointment 50g
m42a.	Hydrocortisyl 1% ointment 15g
m42b.	Hydrocortisone 2.5% ointment
m42c.	Efcortelan 0.5% ointment 30g
m42d.	Efcortelan 1% ointment 30g
m42e.	Efcortelan 2.5% ointment 30g
m42f.	Lanacort ointment
m42g.	Hydrocortisone acetate 1% ointment
m43..	Hydrocortisone lotions/dressng
m431.	Hydrocortisone 1% lotion
m432.	Efcortelan 1% lotion 20mL
m433.	Cortacream 1% band
m441.	Alphaderm cream 30g
m442.	Alphaderm cream 100g
m443.	Calmurid-HC cream 30g
m444.	Calmurid-HC cream 100g
m445.	Eczederm+hydrocort cream 25g
m446.	Epifoam foam 10.6g
m447.	Eurax-hydrocortisone cream 30g
m448.	Sential cream 30g
m449.	Sential cream 100g
m44a.	Tri-cicatrin ointment 15g
m44b.	Tri-cicatrin ointment 30g
m44c.	Eurax-HC cream 15g
m44d.	Calmurid HC cream 50g
m44e.	HYDROMOL HC INTENSIVE cream 30g
m44f.	HYDROMOL HC INTENSIVE cream 100g
m44v.	Sential HC cream
m44w.	Hydrocortisone+crotamiton 0.25%/10% cream
m44z.	Hydrocortisone+urea 1%/10% cream
m451.	Hydrocortisone/neomycin cream
m452.	Barquinol-HC cream 15g
m453.	Canesten-HC cream 30g
m454.	Daktacort cream 30g
m455.	Econacort cream 30g
m456.	Framycort ointment 15g
m457.	Fucidin-H cream 15g
m458.	Fucidin-H cream 30g
m459.	Fucidin-H gel 15g
m45A.	Fucidin-H cream 60g
m45B.	Fucidin-H ointment 60g
m45C.	Daktacort HC cream 15g
m45H.	Hydrocortisone+clioquinol 1%/3% ointment
m45J.	Hydrocortisone+clioquinol 1%/3% cream
m45N.	Hydrocortisone+oxytetracycline 1.0/3% ointment
m45S.	Hydrocortisone acetate+gentamicin 1%/0.3% cream
m45T.	Hydrocortisone acetate+fucidic acid 1%/2% ointment
m45V.	Hydrocortisone acetate+fusidic acid 1%/2% cream
m45W.	Hydrocortisone+econazole nitrate 1%/1% cream
m45X.	Hydrocortisone+miconazole nitrate 1%/2% ointment
m45Y.	Hydrocortisone+miconazole nitrate 1%/2% cream
m45Z.	Hydrocortisone+clotrimazole 1%/1% cream
m45a.	Fucidin-H gel 30g
m45b.	Fucidin-H ointment 15g
m45c.	Fucidin-H ointment 30g
m45d.	Gentisone HC cream 15g
m45e.	Gentisone HC ointment 15g
m45f.	Gregoderm ointment 4g
m45g.	Gregoderm ointment 15g
m45h.	Hydroderm ointment
m45i.	Nybadex ointment
m45j.	Nystaform-HC 0.5% cream 15g
m45k.	Nystaform-HC 0.5% cream 30g
m45l.	Nystaform-HC 1% ointment 30g
m45m.	Quinocort cream 30g
m45n.	Terra-cortril ointment 15g
m45o.	Terra-cortril ointment 30g
m45p.	Terra-cortril spray 30mL
m45q.	Terra-cortril spray 60mL
m45r.	Terra-cortril Nystatin cream 30g
m45s.	Timodine cream 30g
m45t.	Vioform-hydrocortisone cream 30g
m45u.	Vioform-hydrocortisone ointment 30g
m45v.	Daktacort ointment 30g
m45w.	Canesten Hydrocortisone cream 15g
m45x.	Hydrocortisone+neomycin 1%/0.5% ointment
m45y.	Hydrocortisone+neomycin 1%/0.5% cream
m46..	Alclometasone dipropionate
m461.	Modrasone 0.05% cream 15g
m462.	Modrasone 0.05% cream 50g
m463.	Modrasone 0.05% ointment 15g
m464.	Modrasone 0.05% ointment 50g
m46y.	Alclometasone dipropionate 0.05% cream
m46z.	Alclometasone dipropionate 0.05% ointment
m47..	Beclometasone diprop [skin]
m471.	Propaderm 0.025% cream 15g
m472.	Propaderm 0.025% cream 50g
m473.	Propaderm 0.025% ointment 15g
m474.	Propaderm 0.025% ointment 50g
m475.	Propaderm A 0.025% ointment 15g
m476.	Propaderm A 0.025% ointment 50g
m477.	Propaderm C 0.025% cream
m478.	Propaderm C 0.025% ointment
m479.	Propaderm 0.025% cream 30g
m47a.	Propaderm 0.025% ointment 30g
m47b.	Propaderm A ointment 30g
m47c.	Propaderm A cream 30g
m47y.	Beclometasone dipropionate 0.025% cream
m47z.	Beclometasone dipropionate 0.025% ointment
m481.	Betnovate 0.1% cream 15g
m482.	Betnovate 0.1% cream 30g
m483.	Betnovate 0.1% cream 100g
m484.	Betnovate 0.1% ointment 15g
m485.	Betnovate 0.1% ointment 30g
m486.	Betnovate 0.1% ointment 100g
m487.	Betnovate 0.1% lotion 100mL
m488.	Betnovate 0.1% scalp application 30mL
m489.	Betnovate 0.1% scalp application 100mL
m48A.	Betacap scalp application
m48B.	Betamethasone valerate 0.12% foam
m48C.	Bettamousse 0.12% foam 100g
m48D.	BETESIL 2.25mg medicated plasters
m48E.	BETAMETHASONE VALERATE 2.25mg medicated plasters
m48F.	AUDAVATE RD 0.025% cream 100g
m48G.	AUDAVATE RD 0.025% ointment 100g
m48a.	Betnovate RD 0.025% cream 100g
m48b.	Betnovate RD 0.025% ointment 100g
m48c.	Diprosalic 0.05% ointment 30g
m48d.	Diprosalic 0.05% ointment 100g
m48e.	Diprosalic 0.05% scalp application 30mL
m48f.	Diprosalic 0.05% scalp application 100mL
m48g.	Diprosone 0.05% cream 30g
m48h.	Diprosone 0.05% cream 100g
m48i.	Diprosone 0.05% ointment 30g
m48j.	Diprosone 0.05% ointment 100g
m48k.	Diprosone 0.05% lotion 30mL
m48l.	Diprosone 0.05% lotion 100mL
m48m.	Betamethasone 0.025% cream
m48n.	Betamethasone 0.025% ointment
m48o.	Betamethasone 0.1% scalp application
m48p.	Betnovate 0.1% cream pump dispenser 100g
m48q.	Betamethasone 0.1% cream
m48r.	Betamethasone 0.1% ointment
m48s.	Betamethasone 0.1% lotion
m48t.	Betnovate 0.1% ointment pump dispenser 100g
m48u.	Betamethasone+salicylic acid 0.05/3% ointment
m48v.	Betamethasone+salicylic acid 0.05/3% scalp application
m48w.	Betamethasone 0.05% cream
m48x.	Betamethasone 0.05% ointment
m48y.	Betamethasone 0.05% lotion
m48z.	Vipsogal ointment
m491.	Betnovate C 0.1% cream 15g
m492.	Betnovate-C 0.1% cream 30g
m493.	Betnovate C 0.1% ointment 15g
m494.	Betnovate-C 0.1% ointment 30g
m495.	Betnovate N 0.1% cream 15g
m496.	Betnovate-N 0.1% cream 30g
m497.	Betnovate-N 0.1% cream 100g
m498.	Betnovate N 0.1% ointment 15g
m499.	Betnovate-N 0.1% ointment 30g
m49a.	Betnovate-N 0.1% ointment 100g
m49b.	Betnovate N 0.1% lotion
m49c.	Fucibet cream 15g
m49d.	Fucibet cream 30g
m49e.	Fucibet cream 60g
m49f.	FUCIBET LIPID cream 30g
m49r.	BETAMETHASONE+NEOMYCIN 0.1%/0.5% ointment
m49s.	BETAMETHASONE+NEOMYCIN 0.1%/0.5% cream
m49t.	BETAMETHASONE+CLIOQUINOL 0.1%/3% cream
m49u.	BETAMETHASONE+CLIOQUINOL 0.1%/3% ointment
m49v.	Betamethasone+fusidic acid 0.1/2% cream
m49w.	Betamethasone+neomycin sulphate 0.1/0.5% ointment
m49x.	Betamethasone+neomycin sulphate 0.1/0.5% cream
m49y.	Betamethasone+clioquinol 0.1/3% ointment
m49z.	Betamethasone+clioquinol 0.1/3% cream
m4a..	Clobetasol propionate
m4a1.	Dermovate 0.05% cream 30g
m4a2.	Dermovate 0.05% cream 100g
m4a3.	Dermovate 0.05% ointment 30g
m4a4.	Dermovate 0.05% ointment 100g
m4a5.	Dermovate 0.25% scalp application 25mL
m4a6.	Dermovate 0.05% scalp application 100mL
m4a7.	Dermovate-NN 0.05% cream 30g
m4a8.	Dermovate-NN 0.05% ointment 30g
m4a9.	Clobetasol 0.05% cream 30g
m4aa.	Clobetasol 0.05% cream 100g
m4ab.	Clobetasol 0.05% ointment 30g
m4ac.	Clobetasol 0.05% ointment 100g
m4ad.	Clobetasol 0.05% scalp application 25mL
m4ae.	Clobetasol 0.05% scalp application 100mL
m4af.	Dermovate 0.05% scalp application 30mL
m4ag.	Clarelux 500microgram/g foam 100g
m4ah.	ETRIVEX 500micrograms/g shampoo 125mL
m4ai.	CLOBADERM 0.05% cream 30g
m4aj.	CLOBADERM 0.05% cream 100g
m4ak.	CLOBADERM 0.05% ointment 30g
m4al.	CLOBADERM 0.05% ointment 100g
m4aw.	CLOBETASOL 500micrograms/g shampoo 125mL
m4ax.	Clobetasol scalp application 100mL
m4ay.	Clobetasol scalp application 100g
m4az.	Clobetasol 500micrograms/g foam 100g
m4b..	Clobetasone butyrate [skin]
m4b1.	Eumovate 0.05% cream 30g
m4b2.	Eumovate 0.05% cream 100g
m4b3.	Eumovate 0.05% ointment 30g
m4b4.	Eumovate 0.05% ointment 100g
m4b5.	Trimovate cream 30g
m4b6.	Trimovate ointment 30g
m4b7.	Eumovate 0.05% cream 15g
m4by.	Clobetasone butyrate 0.05% cream
m4bz.	Clobetasone butyrate 0.05% ointment
m4c..	Desonide
m4c1.	Tridesilon 0.05% cream 15g
m4c2.	Tridesilon 0.05% cream
m4c3.	Tridesilon 0.05% ointment
m4cy.	Desonide 0.05% cream
m4cz.	Desonide 0.05% ointment
m4d..	Desoximetasone
m4d1.	Stiedex 0.25% oily cream 30g
m4d2.	Stiedex LP 0.05% oily cream 30g
m4d3.	Stiedex LPN oily cream 15g
m4d4.	Stiedex 0.25% lotion 50mL
m4d5.	Stiedex LP 0.05% oily cream 100g
m4dy.	Desoxymethasone 0.25% oily cream
m4dz.	Desoximetasone 0.05% oily cream
m4e..	Diflucortolone valerate
m4e1.	Nerisone 0.1% cream 30g
m4e2.	Nerisone 0.1% oily cream 30g
m4e3.	Nerisone 0.1% ointment 30g
m4e4.	Nerisone Forte 0.3% oily cream 15g
m4e5.	Nerisone Forte 0.3% ointment 15g
m4e6.	Temetex 0.1% cream
m4e7.	Temetex 0.1% fatty ointment
m4e8.	Temetex 0.1% ointment
m4eu.	Diflucortolone valerate 0.1% cream
m4ev.	Diflucortolone valerate 0.1% oily cream
m4ew.	Diflucortolone valerate 0.1% ointment
m4ex.	Diflucortolone valerate 0.3% oily cream
m4ey.	Diflucortolone valerate 0.3% ointment
m4ez.	Diflucortolone val 0.1% fatty ointment
m4f1.	Topilar 0.025% cream 30g
m4f2.	Topilar 0.025% cream 100g
m4f3.	Topilar 0.025% ointment 30g
m4f4.	Topilar 0.025% ointment 100g
m4fy.	Fluclorolone acetonide 0.025% cream
m4fz.	Fluclorolone acetonide 0.025% ointment
m4g1.	Synalar 0.025% cream 15g
m4g2.	Synalar 0.025% cream 30g
m4g3.	Synalar 0.025% cream 50g
m4g4.	Synalar 0.025% gel 30g
m4g5.	Synalar 0.025% ointment 15g
m4g6.	Synalar 0.025% ointment 30g
m4g7.	Synalar 0.025% ointment 50g
m4g8.	Synalar 1:4 cream 50g
m4g9.	Synalar 1:10 cream 50g
m4ga.	Synandone 0.01% cream
m4gb.	Synandone 0.01% ointment
m4gc.	Synalar C 0.025% cream 15g
m4gd.	Synalar C 0.025% ointment 15g
m4ge.	Synalar N 0.025% cream 15g
m4gf.	Synalar N 0.025% cream 30g
m4gg.	Synalar N 0.025% ointment 15g
m4gh.	Synalar N 0.025% ointment 30g
m4gi.	Synalar 1:4 ointment 50g
m4gj.	SYNALAR 0.025% gel 60g
m4go.	Fluocinolone acetonide+clioquinol 0.025%/3% cream
m4gp.	Fluocinolone acetonide+clioquinol 0.025%/3% ointment
m4gq.	Fluocinolone acetonide+neomycin sulphate 0.025%/0.5% cream
m4gr.	Fluocinolone acetonide+neomycin sulphate 0.025%/0.5% ointment
m4gs.	Fluocinolone acetonide 0.00625% ointment
m4gt.	Fluocinolone acetonide 0.025% gel
m4gu.	Fluocinolone acetonide 0.025% ointment
m4gv.	Fluocinolone acetonide 0.00625% cream
m4gw.	Fluocinolone acetonide 0.0025% cream
m4gx.	Fluocinolone acetonide 0.01% cream
m4gy.	Fluocinolone acetonide 0.01% ointment
m4gz.	Fluocinolone acetonide 0.025% cream
m4h1.	Metosyn 0.05% cream 25g
m4h2.	Metosyn 0.05% cream 100g
m4h3.	Metosyn 0.05% ointment 25g
m4h4.	Metosyn 0.05% ointment 100g
m4h5.	Metosyn 0.05% scalp application 30mL
m4hx.	Fluocinonide 0.05% cream
m4hy.	Fluocinonide 0.05% ointment
m4hz.	Fluocinonide 0.05% scalp application
m4i1.	Ultradil cream 50g
m4i2.	Ultradil Plain cream 100g
m4i3.	Ultradil ointment 50g
m4i4.	Ultradil Plain ointment 100g
m4i5.	Ultralanum Plain cream 30g
m4i6.	Ultralanum cream 50g
m4i7.	Ultralanum Plain ointment 30g
m4i8.	Ultralanum ointment 50g
m4i9.	Fluocortolone 0.2% cream
m4ia.	Fluocortolone 0.2% ointment
m4ib.	Fluocortolone 0.5% cream
m4ic.	Fluocortolone 0.5% ointment
m4id.	Ultradil Plain ointment 50g
m4ie.	Ultradil Plain cream 50g
m4if.	Ultralanum Plain cream 50g
m4ig.	Ultralanum Plain ointment 50g
m4j1.	Haelan 0.0125% cream 60g
m4j2.	Haelan 0.0125% ointment 60g
m4j3.	Haelan-X 0.05% cream 15g
m4j4.	Haelan-X 0.05% ointment 15g
m4j5.	Haelan-C 0.0125% cream 30g
m4j6.	Haelan-C 0.0125% ointment 30g
m4j7.	HAELAN 4micrograms/square centimetre 7.5cmx50cm tape
m4j8.	HAELAN 4micrograms/square centimetre 7.5cmx200cm tape
m4ju.	FLUDROXYCORTIDE 4micrograms/square centimetre 7.5x200cm tape
m4jv.	FLUDROXYCORTIDE 4micrograms/square centimetre 7.5x50cm tape
m4jw.	Flurandrenolone 0.0125% cream
m4jx.	Flurandrenolone 0.0125% ointment
m4jy.	Flurandrenolone 0.05% cream
m4jz.	Flurandrenolone 0.05% ointment
m4k..	Halcinonide
m4k1.	Halciderm Topical 0.1% cream 30g
m4kz.	Halcinonide 0.1% cream
m4l1.	Locoid 0.1% cream 30g
m4l2.	Locoid 0.1% cream 100g
m4l3.	Locoid 0.1% lipocream 30g
m4l4.	Locoid 0.1% ointment 30g
m4l5.	Locoid 0.1% ointment 100g
m4l6.	Locoid 0.1% scalp lotion 30mL
m4l7.	Locoid 0.1% scalp lotion 100mL
m4l8.	Locoid C 0.1% cream 30g
m4l9.	Locoid C 0.1% ointment 30g
m4la.	Locoid 0.1% lipocream 100g
m4lb.	Locoid Crelo 0.1% emulsion
m4lt.	Hydrocortisone butyrate 0.1% emulsion
m4lu.	Hydrocortisone butyrate+chlorquinaldol 0.1%/3% ointment
m4lv.	Hydrocortisone butyrate+chlorquinaldol 0.1%/3% cream
m4lw.	Hydrocortisone butyrate 0.1% cream
m4lx.	Hydrocortisone butyrate 0.1% lipocream
m4ly.	Hydrocortisone butyrate 0.1% ointment
m4lz.	Hydrocortisone butyrate 0.1% scalp lotion
m4m1.	Neo-Medrone 0.25% cream 15g
m4my.	Methylprednisolone/neomycin 0.25/0.5% cream 15g
m4mz.	Methylprednisolone acet 0.25% cream
m4n..	Triamcinolone acetonide [skin]
m4n1.	Adcortyl 0.1% cream 30g
m4n2.	Adcortyl 0.1% ointment 30g
m4n3.	Ledercort 0.1% cream 15g
m4n4.	Ledercort 0.1% cream 250g
m4n5.	Ledercort 0.1% ointment 15g
m4n6.	Ledercort 0.1% ointment 250g
m4n7.	Adcortyl+graneodin cream 25g
m4n8.	Adcortyl+Graneodin ointment
m4n9.	Aureocort cream 15g
m4na.	Aureocort ointment 15g
m4nb.	Nystadermal cream 15g
m4nc.	Silderm cream
m4nd.	Tri-adcortyl cream 15g
m4ne.	Tri-adcortyl cream 30g
m4nf.	Tri-adcortyl ointment 15g
m4ng.	Tri-adcortyl ointment 30g
m4nu.	Triamcinolone acetonide+nystatin 0.1%/100000units/g cream
m4nv.	Triamcinolone acetonide+chlortetracycline hydrochloride 0.1/3% ointment
m4nw.	Triamcinolone acetonide+chlortetracycline hydrochloride 0.1/3% cream
m4ny.	Triamcinolone acetonide 0.1% ointment
m4nz.	Triamcinolone acetonide 0.1% cream
m4o..	Budesonide Topical
m4o1.	Budesonide 0.025% cream 30g
m4o2.	Budesonide 0.025% cream 100g
m4o3.	Budesonide 0.025% ointment 30g
m4o4.	Budesonide 0.025% ointment 100g
m4o5.	Preferid 0.025% cream 30g
m4o6.	Preferid 0.025% cream 100g
m4o7.	Preferid 0.025% ointment 30g
m4o8.	Preferid 0.025% ointment 100g
m4p..	Hydrocortisone acetate [topical]
m4p1.	Hydrocal 1% cream
m4p2.	Lanacort cream
m4pz.	Hydrocortisone acetate 1% cream
m4q..	Mometasone furoate [topical]
m4q1.	Elocon cream 30g
m4q2.	Elocon lotion 30mL
m4q3.	Elocon ointment 30g
m4q4.	Mometasone furoate 0.1% cream 30g
m4q5.	Mometasone furoate 0.1% lotion 30mL
m4q6.	Mometasone furoate 0.1% ointment 30g
m4q7.	Mometasone furoate 0.1% cream
m4q8.	Mometasone furoate 0.1% ointment
m4q9.	Mometasone furoate 0.1% lotion
m4qA.	Elocon cream 100g
m4qB.	Elocon ointment 100g
m4r..	Fluticasone propionate[skin]
m4r1.	Cutivate 0.05% cream
m4r2.	Fluticasone propionate 0.05% cream
m4r3.	Cutivate 0.05% cream 15g
m4r4.	Cutivate 0.05% cream 50g
m4r5.	Fluticasone propionate 0.005% ointment
m4r6.	Cutivate 0.005% ointment
m4r7.	Cutivate 0.005% ointment 15g
m4r8.	Cutivate 0.005% ointment 50g
m4r9.	CUTIVATE 0.005% ointment 30g
m4rA.	CUTIVATE 0.05% cream 30g
m4s..	Mometasone furoate monohydrate
m5...	Preparations for psoriasis+eczema
m51..	Coal tar product
m511.	Calamine+coal tar ointment BP
m512.	Coal tar+salicylic acid ointment BP
m513.	Coal tar 10% paint
m514.	Coal tar 7.5% paste BP
m515.	Zinc+coal tar paste BP
m516.	Alphosyl cream 100g
m517.	Alphosyl lotion 250mL
m518.	Carbo-Dome 10% cream 30g
m519.	Carbo-Dome 10% cream 100g
m51A.	Coal tar ointment BPC
m51B.	Tarcortin cream 100g
m51C.	Clinitar 1% cream 100g
m51D.	Strong coal tar 40% solution
m51E.	Balneum+tar bath oil 200mL
m51F.	Pixol bath and shower gel
m51G.	Baltar 1.5% scalp application 200mL
m51H.	Coal tar 1% lotion
m51I.	Exorex lotion 100mL
m51J.	Coal tar distillate 1.5% shampoo
m51K.	Coal tar distillate+soya oil 30/50% bath oil
m51L.	Exorex lotion 250mL
m51N.	Coal tar solution+hydrocortisone 3%/0.25% cream
m51Q.	Coal tar USP solution 7.5% gel
m51R.	Coal tar 40% bath emulsion
m51S.	Coal tar+lecithin 6/0.4% cream
m51T.	Psorigel 7.5% gel 100g
m51U.	Strong coal tar solution+pine tar 5/5% gel
m51V.	Coal tar extract 1% cream
m51W.	Coal tar extract+hydrocortisone 3%/0.25% cream
m51X.	Coal tar solution 10% cream
m51Y.	Coal tar extract+allantoin 5%/2% lotion
m51Z.	Coal tar extract+allantoin 5%/2% cream
m51a.	Clinitar 1% cream 60g
m51b.	Clinitar 2.5% gel 40g
m51c.	Gelcotar gel 50g
m51d.	Gelcotar gel 500g
m51e.	Meditar 5% wax stick x1
m51f.	Pragmatar cream 25g
m51g.	Psoriderm cream 225mL
m51h.	Psorigel 7.5% gel 90g
m51j.	Coltapaste 7.5cmx6m bandage
m51k.	Tarband 7.5cmx6m bandage
m51m.	Polytar Emollient 350mL
m51n.	Psoriderm 40% bath emulsion 200mL
m51o.	Alphosyl HC cream 30g
m51p.	Alphosyl HC cream 45g
m51q.	Carbo-Cort cream 30g
m51r.	Tarcortin cream 30g
m51s.	Tarcortin cream 45g
m51t.	Gelcosal 5% gel 50g
m51u.	Baltar 1.5% scalp application 225mL
m51v.	Baltar 1.5% scalp application 500mL
m51w.	Balneum with tar bath oil 225mL
m51x.	Pragmatar cream 100g
m51y.	Polytar Emollient 1L
m51z.	Alphosyl HC cream 100g
m52..	Bufexamac product
m521.	Parfenac 5% cream 15g
m522.	Parfenac 5% cream 30g
m52z.	Bufexamac 5% cream
m531.	Dithranol ointment
m532.	Dithranol weak 0.1% paste
m533.	Dithranol strong 1% paste
m534.	Anthranol 0.4% ointment 50g
m535.	Anthranol 1% ointment 50g
m536.	Anthranol 2% ointment 50g
m537.	Antraderm mild 0.5% waxstick
m538.	Antraderm 1% waxstick x1
m539.	Antraderm Forte 2% waxstick x1
m53A.	Psorin scalp gel
m53B.	Dithranol+salicylic acid 0.25%/1.6% scalp gel
m53C.	Dithranol+salicylic acid+coal tar 0.11%/1.6%/1% ointment
m53D.	Dithranol+urea 0.2% cream
m53E.	Dithranol+urea 0.1% cream
m53F.	Dithranol+salicylic acid 0.5/0.5% ointment
m53a.	Dithrocream 0.1% cream 50g
m53b.	Dithrocream 0.25% cream 50g
m53c.	Dithrocream Forte 0.5% cream 50g
m53d.	Dithrocream HP 1% cream 50g
m53e.	Dithrolan ointment 90g
m53f.	Psoradrate 0.1% cream 30g
m53g.	Psoradrate 0.1% cream 100g
m53h.	Psoradrate 0.2% cream 30g
m53i.	Psoradrate 0.2% cream 100g
m53j.	Psoradrate 0.4% cream 100g
m53k.	Psorin ointment 25g
m53l.	Psorin ointment 50g
m53m.	Psorin ointment 100g
m53n.	Dithrocream 2% cream 50g
m53o.	Alphodith 0.4% ointment 50g
m53p.	Alphodith 1% ointment 50g
m53q.	Alphodith 2% ointment 50g
m53r.	Alphodith 3% ointment 50g
m53s.	Micanol 1% cream 50g
m53t.	Micanol 3% cream 50g
m54..	Dithranol triacetate
m541.	Exolan 1% cream 50g
m54z.	Dithranol triacetate 1% cream
m55..	Etretinate
m551.	Tigason 10mg capsule
m552.	Tigason 25mg capsule
m55y.	Etretinate 10mg capsule
m55z.	Etretinate 25mg capsule
m56..	Ichthammol
m561.	Ichthammol 10% ointment BP
m562.	Zinc+ichthammol cream BP
m564.	Ichthopaste 7.5cmx6m bandage
m565.	Ichthaband 7.5cmx6m bandage
m566.	Zinc paste and ichthammol 6%/2% 7.5cmx6m bandage
m567.	Zinc paste and ichthammol 15%/2% 7.5cmx6m bandage
m57..	Salicylic acid [psoriasis]
m571.	Salicylic acid 2% ointment BP
m572.	Lassar's paste
m573.	Keralyt 6% gel 55g
m574.	Zinc+salicylic acid paste half strength
m581.	Gamolenic acid 40mg capsule
m582.	Epogam 40mg capsule
m583.	Epogam 80mg paediatric capsule
m584.	Efamast 40mg capsule
m586.	Gammolin 40mg capsule
m587.	Gamophase 40mg capsule
m588.	LinGam 40mg capsule
m589.	Gamolenic acid 80mg capsule
m58A.	Epogam 80 capsule
m58B.	Efamast 80 capsule
m58C.	Gamolenic acid 80mg paediatric capsule
m58D.	Gamolenic acid 160mg/5mL oral emulsion
m58E.	Epogam 160mg/5mL oral emulsion
m59..	Calcipotriol
m591.	Calcipotriol 50micrograms/g ointment
m592.	Dovonex 0.005% ointment 30g
m593.	Dovonex 0.005% ointment 100g
m594.	Dovonex 50micrograms/g cream
m595.	Calcipotriol 50micrograms/g cream
m596.	Dovonex scalp solution 60mL
m597.	Calcipotriol 50micrograms/mL scalp solution
m598.	Dovonex 50micrograms/g ointment
m599.	Dovonex 0.005% ointment 60g
m59A.	Dovonex 0.005% ointment 120g
m59B.	Dovonex 0.005% cream 30g
m59C.	Dovonex 0.005% cream 60g
m59D.	Dovonex 0.005% cream 120g
m59E.	Dovonex scalp solution 120mL
m59F.	Dovonex 0.005% ointment 240g
m59G.	Calcipotriol+betamethasone 50micrograms/500micrograms/g ointment
m59H.	Dovobet ointment 120g
m59I.	Dovobet ointment 60g
m59J.	XAMIOL gel 60g
m59K.	CALCIPOTRIOL+BETAMETHASONE 50micrograms/500micrograms/g gel
m59L.	DOVOBET gel 60g
m59M.	DOVOBET gel 120g
m59N.	DOVOBET ointment 30g
m59O.	DOVOBET gel 30g
m59P.	DOVOBET gel 60g with applicator
m5A..	Acitretin
m5A1.	Neotigason 10mg capsule
m5A2.	Acitretin 10mg capsule
m5A3.	Neotigason 25mg capsule
m5A4.	Acitretin 25mg capsule
m5B..	Tacalcitol
m5B1.	Tacalcitol 4micrograms/g ointment
m5B2.	Curatoderm 4micrograms/g ointment 30g
m5B3.	Curatoderm 4micrograms/g ointment 60g
m5B4.	Curatoderm 4micrograms/g ointment 100g
m5B5.	CURATODERM 4micrograms/g lotion 30mL
m5B6.	TACALCITOL 4micrograms/g lotion
m5C..	Tazarotene
m5C1.	Tazarotene 0.05% aqueous gel
m5C2.	Tazarotene 0.1% aqueous gel
m5C3.	Zorac 0.05% aqueous gel 30g
