prodcode	CodingSystem	productname	gemscriptcode
676	prodcode	Diclofenac 75mg/3ml solution for injection ampoules	72315020
685	prodcode	Aspav dispersible tablets (Actavis UK Ltd)	56280020
687	prodcode	Tramacet 37.5mg/325mg tablets (Grunenthal Ltd)	87622020
701	prodcode	Tramadol 50mg modified-release capsules	79973020
715	prodcode	Morphine sulphate 1mg/ml Injection	78856020
736	prodcode	Indometacin 50mg capsules	58914020
748	prodcode	Durogesic 25micrograms transdermal patches (Janssen-Cilag Ltd)	76080020
754	prodcode	Mobic 7.5mg suppositories (Boehringer Ingelheim Ltd)	81659020
757	prodcode	Fentanyl 50micrograms/hour transdermal patches	76086020
759	prodcode	Calpol infant 120mg/5ml Liquid (McNeil Products Ltd)	48519020
767	prodcode	Solpadol 30mg/500mg capsules (Sanofi)	73729020
784	prodcode	Ibuprofen 300mg modified-release capsules	63501020
790	prodcode	Pregabalin 25mg capsules	88034020
800	prodcode	Co-codamol 30mg/500mg capsules	80053020
807	prodcode	Naproxen 500mg tablets	58923020
810	prodcode	Co-codamol 30mg/500mg effervescent tablets	80054020
819	prodcode	Pregabalin 75mg capsules	88038020
826	prodcode	Pethidine 50mg/1ml solution for injection ampoules	90765020
849	prodcode	Ibumed 400mg Tablet (Medipharma Ltd)	74754020
850	prodcode	Mobic 7.5mg tablets (Boehringer Ingelheim Ltd)	81638020
855	prodcode	Disprol 120mg/5ml Oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)	58326020
889	prodcode	CALPOL SIX PLUS 500 MG SUS	2924007
899	prodcode	Calpol Six Plus 250mg/5ml oral suspension (McNeil Products Ltd)	55057020
901	prodcode	Calpol 120mg/5ml Liquid (Pfizer Consumer Healthcare Ltd)	74893020
913	prodcode	Kaodene oral suspension (Sovereign Medical Ltd)	50001020
919	prodcode	Indometacin 100mg suppositories	58918020
920	prodcode	Indocid 100mg suppositories (Aspen Pharma Trading Ltd)	54426020
1030	prodcode	Junifen 100mg/5ml Oral suspension (Crookes Healthcare Ltd)	72737020
1043	prodcode	Naproxen sodium 275mg tablets	64945020
1051	prodcode	Indometacin 75mg modified-release tablets	63545020
1068	prodcode	Calpol Paediatric 120mg/5ml oral suspension sugar free (McNeil Products Ltd)	74892020
1073	prodcode	Mefenamic acid 500mg tablets	64364020
1086	prodcode	Ibuprofen 600mg tablets	59356020
1115	prodcode	Diclofenac sodium 100mg modified-release capsules	73894020
1116	prodcode	Diclofenac 100mg suppositories	62460020
1147	prodcode	Paracetamol 120mg/5ml oral suspension	57016020
1210	prodcode	Indometacin 75mg modified-release capsules	58915020
1231	prodcode	Ketoprofen 100mg capsules	63884020
1246	prodcode	Ponstan 250mg Dispersible tablet (Chemidex Pharma Ltd)	51187020
1261	prodcode	Co-codamol 30mg/500mg effervescent powder sachets sugar free	84587020
1392	prodcode	Ibuprofen 800mg modified-release tablets	50928020
1404	prodcode	Paracetamol 120mg/5ml oral suspension paediatric (Rosemont Pharmaceuticals Ltd)	55696020
1468	prodcode	Ibuprofen 200mg Soluble tablet	71645020
1469	prodcode	Meloxicam 15mg tablets	81615020
1470	prodcode	Mobic 15mg tablets (Boehringer Ingelheim Ltd)	81639020
1496	prodcode	Indocid R 75mg capsules (Merck Sharp & Dohme Ltd)	54429020
1503	prodcode	Oramorph 10mg/5ml oral solution (Boehringer Ingelheim Ltd)	68357020
1544	prodcode	Piroxicam 0.5% gel	70327020
1571	prodcode	Ketoprofen 100mg modified-release capsules	69511020
1609	prodcode	Paracetamol 500mg soluble tablets	65975020
1621	prodcode	Brufen 200mg tablets (Abbott Laboratories Ltd)	48493020
1640	prodcode	Kapake 30mg/500mg tablets (Galen Ltd)	53130020
1688	prodcode	Indocid 50mg capsules (Merck Sharp & Dohme Ltd)	49933020
1689	prodcode	Paracetamol 120mg/5ml oral suspension sugar free	69387020
1692	prodcode	Diclofenac sodium 50mg gastro-resistant / Misoprostol 200microgram tablets	74349020
1708	prodcode	Codafen Continus tablets (Napp Pharmaceuticals Ltd)	54315020
1739	prodcode	Brufen 400mg tablets (Mylan)	53998020
1755	prodcode	Piroxicam 20mg capsules	65859020
1757	prodcode	Choline Mg trisalicylate 500mg tablets	69012020
1762	prodcode	Dextropropoxyphene HCl with paracetamol 32.5mg with 325mg tablets	64851020
1778	prodcode	Surgam 300mg Tablet (Sanofi)	51746020
1862	prodcode	Paracetamol 500mg/5ml oral suspension sugar free	69389020
1865	prodcode	PARACETAMOL 1 GM TAB	6596007
1866	prodcode	Naprosyn 500mg tablets (Atnahs Pharma UK Ltd)	57763020
1946	prodcode	PARACETAMOL 500 MG SUP	2139007
1983	prodcode	Mefenamic acid 250mg Dispersible tablet	64363020
1999	prodcode	Paracetamol 125mg suppositories	73000020
2034	prodcode	Alvedon 125mg suppositories (Intrapharm Laboratories Ltd)	58882020
2040	prodcode	Remedeine tablets (Crescent Pharma Ltd)	55873020
2041	prodcode	Dihydrocodeine 60mg modified-release tablets	62548020
2047	prodcode	Co-codaprin 8mg with 400mg tablets	55578020
2055	prodcode	Paracetamol 120mg/5ml oral solution paediatric	58933020
2129	prodcode	Brufen retard tabs 800mg Modified-release tablet (Abbott Laboratories Ltd)	68365020
2200	prodcode	Indometacin 25mg modified-release capsules	80094020
2211	prodcode	Solpadol 30mg/500mg effervescent tablets (Sanofi)	73727020
2234	prodcode	Nabumetone 500mg tablets	68000020
2235	prodcode	Relifex 500mg tablets (Meda Pharmaceuticals Ltd)	67974020
2237	prodcode	Benorilate 750mg tablets	64100020
2243	prodcode	Meloxicam 7.5mg tablets	81614020
2250	prodcode	CODEINE & PARACETAMOL TAB	6150007
2257	prodcode	Surgam SA 300mg capsules (Sanofi)	67923020
2258	prodcode	Emflex 60mg capsules (Merck Serono Ltd)	53285020
2288	prodcode	Naprosyn 250mg tablets (Atnahs Pharma UK Ltd)	57757020
2344	prodcode	Paracetamol 120mg suppositories	72999020
2363	prodcode	Dolobid 250mg tablets (Merck Sharp & Dohme Ltd)	49076020
2366	prodcode	Flurbiprofen 100mg tablets	62062020
2367	prodcode	Pentazocine 25mg tablets	65564020
2382	prodcode	Tiaprofenic acid 300mg modified-release capsules	50009020
2386	prodcode	Voltarol Retard 100mg tablets (Novartis Pharmaceuticals UK Ltd)	53298020
2387	prodcode	Arthrotec 75 gastro-resistant tablets (Pfizer Ltd)	81620020
2391	prodcode	NAPROXEN 250 MG CAP	4699007
2450	prodcode	Pethidine 50mg tablets	69167020
2462	prodcode	Cosalgesic Tablet (Actavis UK Ltd)	64854020
2463	prodcode	Piroxicam 10mg dispersible tablets	68349020
2525	prodcode	Amitriptyline 75mg modified-release capsules	60224020
2546	prodcode	PARACETAMOL SOLUBLE TAB	2141007
2555	prodcode	Dihydrocodeine with paracetamol 10mg+500mg tablets	50340020
2576	prodcode	Econacort cream (Bristol-Myers Squibb Pharmaceuticals Ltd)	53047020
2586	prodcode	Disprol 120mg/5ml Oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)	57029020
2606	prodcode	Ketoprofen 2.5% gel	67624020
2622	prodcode	Ibuprofen 800mg tablets	68109020
2671	prodcode	Indometacin 50mg modified-release tablets	63546020
2693	prodcode	Proflex 5% cream (Novartis Consumer Health UK Ltd)	72463020
2698	prodcode	CODEINE & PARACETAMOL 8 MG TAB	6691007
2794	prodcode	Co-codamol 30mg/500mg tablets (Wockhardt UK Ltd)	49325020
2800	prodcode	Panadol 500mg Soluble tablet (GlaxoSmithKline Consumer Healthcare)	54181020
2827	prodcode	Feldene 10mg dispersible tablets (Pfizer Ltd)	55305020
2846	prodcode	Paracetamol 500mg with codeine phosphate 30mg effervescent tablet	65994020
2858	prodcode	Feldene 0.5% gel (Pfizer Ltd)	70323020
2863	prodcode	Tiaprofenic acid 300mg tablets	67057020
2904	prodcode	Diclofenac sodium 75mg gastro-resistant modified-release capsules	75877020
2917	prodcode	Paracetamol 500mg with codeine phosphate 30 mg tablet	65993020
2936	prodcode	Motival 10mg/500microgram tablets (Sanofi)	57463020
2938	prodcode	Ibuprofen 100mg/5ml Oral suspension	63503020
2957	prodcode	MST Continus 30mg tablets (Napp Pharmaceuticals Ltd)	50522020
2966	prodcode	Pethidine 50mg/ml injection	51090020
2985	prodcode	Lentizol 50mg modified-release capsules (Pfizer Ltd)	55410020
2988	prodcode	CODEINE PHOSPHATE 15 MG ELI	6690007
2997	prodcode	Oramorph sr 10mg Tablet (Boehringer Ingelheim Ltd)	75362020
2998	prodcode	PARACETAM/DYHYDROCODEINE(500MG/30MG) MG TAB	3895007
3029	prodcode	CO-CODAMOL EFF 30MG/500MG TAB	6657007
3043	prodcode	Ketoprofen 200mg modified-release capsules	69512020
3053	prodcode	Naproxen 500mg gastro-resistant tablets	74065020
3074	prodcode	Paracetamol 120mg soluble tablets sugar free	57015020
3077	prodcode	Oruvail 2.5% gel (Sanofi)	67651020
3156	prodcode	Solpadol 30mg/500mg caplets (Sanofi)	73728020
3165	prodcode	Diamorphine 10mg Injection (Manufacturer unknown)	70490020
3168	prodcode	Indometacin 25mg/5ml oral suspension sugar free	63544020
3170	prodcode	Meloxicam 15mg suppositories	81649020
3182	prodcode	Froben 50mg tablets (Abbott Laboratories Ltd)	49559020
3185	prodcode	Paracetamol 500mg with codeine phosphate 30mg capsule	68499020
3216	prodcode	Indometacin 25mg modified-release tablets	67393020
3239	prodcode	Meptazinol 200mg tablets	69566020
3266	prodcode	Flurbiprofen 50mg tablets	62061020
3272	prodcode	PARACETAM/DYHYDROCODEINE(500MG/20MG) TAB	3095007
3275	prodcode	Benoral 2g/5ml oral suspension (Sanofi-Synthelabo Ltd)	52400020
3311	prodcode	Etodolac 200mg capsules	60932020
3313	prodcode	Calpol six plus 250mg/5ml Oral suspension sugar free (McNeil Products Ltd)	55058020
3316	prodcode	Disprol Paracetamol 120mg soluble tablets (Reckitt Benckiser Healthcare (UK) Ltd)	57030020
3378	prodcode	Tramadol 50mg soluble tablets sugar free	75788020
3409	prodcode	Feldene 20mg Orodispersible tablet (Pfizer Ltd)	55307020
3416	prodcode	Diclofenac sodium 100mg modified-release tablets	83823020
3431	prodcode	Naproxen 250mg gastro-resistant tablets	74064020
3432	prodcode	Naproxen 375mg gastro-resistant tablets	74066020
3435	prodcode	Tylex 30mg/500mg effervescent tablets (UCB Pharma Ltd)	68283020
3492	prodcode	Diflunisal 500mg tablets	62516020
3496	prodcode	Nycopren 250mg gastro-resistant tablets (Ardern Healthcare Ltd)	74060020
3597	prodcode	Nurofen 200mg Soluble tablet (Crookes Healthcare Ltd)	73682020
3599	prodcode	Ibuprofen 600mg effervescent granules sachets	50929020
3644	prodcode	Zydol SR 100mg tablets (Grunenthal Ltd)	79957020
3653	prodcode	Dihydrocodeine 50mg/1ml solution for injection ampoules	72309020
3698	prodcode	Df118 40mg Tablet (Martindale Pharmaceuticals Ltd)	52618020
3710	prodcode	Piroxicam 20mg dispersible tablets	68350020
3713	prodcode	Medocodene Tablet (Manufacturer unknown)	66034020
3714	prodcode	DEXTROPROPOXYPHENE NAPSYLATE/PARACETAMOL MG TAB	6705007
3724	prodcode	Migraleve Yellow tablets (McNeil Products Ltd)	84215020
3794	prodcode	Acupan 30mg Tablet (3M Health Care Ltd)	48022020
3817	prodcode	Synflex 275mg tablets (Roche Products Ltd)	57767020
3897	prodcode	Sulindac 100mg tablets	66832020
3899	prodcode	Dolobid 500mg tablets (Merck Sharp & Dohme Ltd)	49077020
3901	prodcode	Naprosyn EC 500mg tablets (Atnahs Pharma UK Ltd)	67332020
3919	prodcode	Sevredol 10mg tablets (Napp Pharmaceuticals Ltd)	74003020
3935	prodcode	Feldene 20 capsules (Pfizer Ltd)	49420020
3958	prodcode	Diclofenac 25mg suppositories	76044020
3972	prodcode	Naprosyn EC 250mg tablets (Atnahs Pharma UK Ltd)	67330020
3974	prodcode	Tenoxicam 20mg tablets	69415020
3990	prodcode	Dextromoramide 5mg tablets	62391020
4016	prodcode	Nefopam 30mg tablets	64959020
4043	prodcode	Froben sr 200mg Modified-release capsule (Abbott Laboratories Ltd)	68387020
4045	prodcode	Naprosyn EC 375mg tablets (Atnahs Pharma UK Ltd)	67331020
4114	prodcode	Tramadol 100mg modified-release capsules	79974020
4115	prodcode	Tramadol 100mg modified-release tablets	79961020
4118	prodcode	Nortriptyline 10mg Capsule	65157020
4149	prodcode	PROTRIPTYLINE HCl 10 MG TAB	3583007
4186	prodcode	Paracetamol 250mg/5ml oral suspension sugar free	69388020
4196	prodcode	Paracetamol 240mg suppositories	82136020
4203	prodcode	Medised Liquid (SSL International Plc)	71664020
4216	prodcode	Brufen 600mg tablets (Mylan)	54001020
4236	prodcode	Palfium 5mg tablets (Roche Products Ltd)	56382020
4266	prodcode	Morphine 10mg tablets	74008020
4280	prodcode	MST Continus 5mg tablets (Napp Pharmaceuticals Ltd)	50530020
4298	prodcode	Nurofen 200mg Tablet (Crookes Healthcare Ltd)	73681020
4309	prodcode	Ibuprofen lysine 200mg tablets	86342020
4319	prodcode	Benorilate 2g/5ml oral suspension sugar free	64101020
4320	prodcode	Naprosyn 125mg/5ml oral suspension (Roche Products Ltd)	57758020
4349	prodcode	PARACETAMOL & CODEINE TAB	4615007
4368	prodcode	Lodine 200mg Capsule (Shire Pharmaceuticals Ltd)	58036020
4369	prodcode	Galcodine 3mg/5ml Oral solution (Thornton & Ross Ltd)	70344020
4469	prodcode	Fenoprofen 300mg tablets	61813020
4476	prodcode	MST Continus Suspension 60mg granules sachets (Napp Pharmaceuticals Ltd)	75448020
4477	prodcode	MST Continus 60mg tablets (Napp Pharmaceuticals Ltd)	50523020
4487	prodcode	CAFFEINE CITRATE/CODEINE PHOSPHATE/PARAC 15 MG TAB	2985007
4506	prodcode	Volsaid Retard 75 tablets (Chiesi Ltd)	80722020
4556	prodcode	Paramol tablets (SSL International Plc)	50988020
4564	prodcode	Fenoprofen 200mg Tablet	61812020
4565	prodcode	Fenoprofen 600mg tablets	61814020
4600	prodcode	Chlormezanone with paracetamol tablets	61193020
4607	prodcode	Co-proxamol 32.5/325 Tablet (Dista Products Ltd)	58599020
4625	prodcode	Voltarol 75mg SR tablets (Novartis Pharmaceuticals UK Ltd)	83774020
4631	prodcode	Voltarol 50mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd)	83710020
4633	prodcode	Paracetamol 120mg/5ml oral solution paediatric sugar free	80440020
4671	prodcode	Codeine phosphate 30mg with Paracetamol 500mg capsules	68504020
4682	prodcode	Amitriptyline 50mg modified-release capsules	60223020
4691	prodcode	Fentanyl 100micrograms/hour transdermal patches	76090020
4692	prodcode	Dicloflex 50mg gastro-resistant tablets (Dexcel-Pharma Ltd)	50465020
4693	prodcode	Oramorph 10mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd)	68360020
4710	prodcode	Mefenamic acid 250mg Capsule (Actavis UK Ltd)	49999020
4713	prodcode	Voltarol 75mg/3ml solution for injection ampoules (Novartis Pharmaceuticals UK Ltd)	83756020
4731	prodcode	Nurofen for children 100mg/5ml Oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)	86753020
4762	prodcode	Ibuleve Sports 5% gel (Dendron Ltd)	59639020
4805	prodcode	Codeine phosphate 15mg/5ml diabetic oral solution	59907020
4806	prodcode	Voltarol 100mg suppositories (Novartis Pharmaceuticals UK Ltd)	83744020
4823	prodcode	Dihydrocodeine 40mg tablets	62540020
4834	prodcode	Tramadol 150mg modified-release capsules	79975020
4880	prodcode	Diclofenac sodium 75mg gastro-resistant / Misoprostol 200microgram tablets	74350020
4911	prodcode	Ibuprofen 400mg Granules	80143020
4950	prodcode	Dihydrocodeine with paracetamol 30mg+500mg tablets	62545020
4965	prodcode	Piroxicam 20mg orodispersible tablets sugar free	65860020
4999	prodcode	Tramadol 24 Modified-release tablet	82219020
5028	prodcode	Tramadol 24 Modified-release tablet	82220020
5048	prodcode	Durogesic 50micrograms transdermal patches (Janssen-Cilag Ltd)	76081020
5079	prodcode	Diamorphine hydrochloride 5mg powder for injection solution	59881020
5080	prodcode	Celebrex 200mg capsules (Pfizer Ltd)	81598020
5085	prodcode	Voltarol Rapid 50mg tablets (Novartis Pharmaceuticals UK Ltd)	82739020
5137	prodcode	Hydromorphone 2.6mg capsules	84396020
5138	prodcode	Hydromorphone 1.3mg capsules	84397020
5169	prodcode	Zydol SR 200mg tablets (Grunenthal Ltd)	79959020
5173	prodcode	Dexketoprofen 25mg tablets	67445020
5175	prodcode	Celebrex 100mg capsules (Pfizer Ltd)	81597020
5200	prodcode	Voltarol 50mg suppositories (Novartis Pharmaceuticals UK Ltd)	83742020
5239	prodcode	Paracetamol 1g oral powder sachets	82146020
5243	prodcode	Paracetamol 500mg suppositories	73001020
5254	prodcode	Celecoxib 200mg capsules	79024020
5257	prodcode	Tramadol 12 Modified-release tablet	79962020
5266	prodcode	Lodine sr 600mg Modified-release tablet (Shire Pharmaceuticals Ltd)	75111020
5268	prodcode	Naproxen 500mg modified-release tablets	74184020
5323	prodcode	Paracetamol 250mg suppositories	82138020
5401	prodcode	Voltarol Rapid 25mg tablets (Novartis Pharmaceuticals UK Ltd)	82738020
5407	prodcode	Naproxen 125mg/5ml oral suspension	64942020
5455	prodcode	Etodolac 600mg modified-release tablets	75114020
5482	prodcode	Sulindac 200mg tablets	66833020
5498	prodcode	Propain caplet (Sankyo Pharma UK Ltd)	71764020
5555	prodcode	Sevredol 10mg/5ml oral solution (Napp Pharmaceuticals Ltd)	76946020
5563	prodcode	Morphine sulphate 12 20mg Modified-release capsule	83126020
5585	prodcode	Oxycodone 10mg capsules	80383020
5599	prodcode	OxyContin 10mg modified-release tablets (Napp Pharmaceuticals Ltd)	76934020
5648	prodcode	Ibuprofen 200mg orodispersible tablets sugar free	80145020
5651	prodcode	Fentanyl 400microgram lozenges	76092020
5652	prodcode	Morphine sulphate 12 50mg Modified-release capsule	83127020
5657	prodcode	Durogesic 75micrograms transdermal patches (Janssen-Cilag Ltd)	76082020
5664	prodcode	Morphine hydrochloride 15mg suppositories	55627020
5668	prodcode	Diamorphine hydrochloride 30mg powder for injection solution	59883020
5670	prodcode	Diamorphine hydrochloride 10mg powder for injection solution	59882020
5681	prodcode	Morphine 10mg modified-release tablets	64805020
5685	prodcode	Syndol easy to swallow Tablet (SSL International Plc)	85209020
5696	prodcode	Fentanyl 600microgram lozenges	77203020
5697	prodcode	Fentanyl 800microgram lozenges	77204020
5714	prodcode	MST Continus 15mg tablets (Napp Pharmaceuticals Ltd)	56809020
5812	prodcode	Etoricoxib 90mg tablets	77854020
5833	prodcode	Cyclimorph 10 solution for injection 1ml ampoules (AMCo)	58643020
5840	prodcode	Morphine sulfate 10mg/5ml oral solution	68485020
5843	prodcode	Oxycodone 10mg modified-release tablets	79350020
5936	prodcode	Transtec 35micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)	80250020
5938	prodcode	Etoricoxib 120mg tablets	84667020
5955	prodcode	Paracetamol 500mg / Dihydrocodeine 30mg tablets	76478020
5991	prodcode	MST Continus 100mg tablets (Napp Pharmaceuticals Ltd)	50528020
6002	prodcode	Morphine 10mg modified-release capsules	79867020
6040	prodcode	Transtec 52.5micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)	84669020
6153	prodcode	Zydol SR 150mg tablets (Grunenthal Ltd)	79958020
6181	prodcode	Transtec 70micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)	84671020
6215	prodcode	Tramadol 200mg modified-release capsules	79982020
6226	prodcode	Aspirin 500mg / Papaveretum 7.71mg dispersible tablets sugar free	70312020
6232	prodcode	Sevredol 20mg tablets (Napp Pharmaceuticals Ltd)	74004020
6234	prodcode	Dihydrocodeine 120mg modified-release tablets	62550020
6249	prodcode	Froben 100mg tablets (Abbott Laboratories Ltd)	49560020
6269	prodcode	Morphine sulfate 20mg/ml oral solution sugar free	72523020
6298	prodcode	Fentanyl 75micrograms/hour transdermal patches	76087020
6366	prodcode	Sevredol 50mg tablets (Napp Pharmaceuticals Ltd)	73519020
6414	prodcode	Oxycodone hydrochloride 10mg/ml injection	83857020
6458	prodcode	Diamorphine hydrochloride 500mg powder for injection solution	59889020
6459	prodcode	Diamorphine hydrochloride 100mg powder for injection solution	59888020
6464	prodcode	Arcoxia 60mg tablets (Grunenthal Ltd)	84678020
6498	prodcode	Arcoxia 90mg tablets (Grunenthal Ltd)	77845020
6557	prodcode	OxyNorm 5mg capsules (Napp Pharmaceuticals Ltd)	80388020
6558	prodcode	Tramadol 37.5mg / Paracetamol 325mg tablets	87618020
6571	prodcode	Paracetamol 240mg oral powder sachets sugar free	58934020
6584	prodcode	Lyrica 75mg capsules (Pfizer Ltd)	88052020
6608	prodcode	Oxycodone 20mg modified-release tablets	79351020
6609	prodcode	Oxycodone 5mg/5ml oral solution sugar free	76930020
6631	prodcode	Pregabalin 150mg capsules	88042020
6699	prodcode	Paracetamol 60mg suppositories	82137020
6708	prodcode	Oxycodone 40mg modified-release tablets	79352020
6736	prodcode	Morphine 20mg modified-release granules sachets sugar free	56798020
6769	prodcode	Oxycodone 5mg modified-release tablets	73071020
6790	prodcode	Oxycodone 5mg capsules	80382020
6853	prodcode	Ibutop Ralgex Ibuprofen 5% gel (SSL International Plc)	83599020
6879	prodcode	Buprenorphine 35micrograms/hour transdermal patches	83959020
6886	prodcode	Codeine phosphate 30mg with paracetamol 500mg tablets	61569020
6892	prodcode	Morphine sulphate 10mg/ml Injection	59712020
6917	prodcode	Buprenorphine 52.5micrograms/hour transdermal patches	78619020
6936	prodcode	Pregabalin 50mg capsules	88036020
6948	prodcode	Oxycodone 80mg modified-release tablets	76929020
6949	prodcode	Pregabalin 200mg capsules	88044020
6999	prodcode	Pregabalin 100mg capsules	88040020
7005	prodcode	Pregabalin 300mg capsules	88046020
7058	prodcode	Calprofen 100mg/5ml Oral suspension (McNeil Products Ltd)	83707020
7063	prodcode	Co-dydramol 10mg/500mg/5ml oral suspension	89000020
7072	prodcode	Co-codamol 15mg/500mg tablets	78380020
7082	prodcode	Durogesic DTrans 25micrograms transdermal patches (Janssen-Cilag Ltd)	88867020
7104	prodcode	Kapake 30mg/500mg effervescent tablets (Galen Ltd)	87756020
7107	prodcode	Durogesic DTrans 50micrograms transdermal patches (Janssen-Cilag Ltd)	88869020
